date,close,ret_1d,ret_5d,ret_20d,rsi_14,macd_hist,natr_14,bb_position,mvrv_zscore,nupl,nvt,puell,sopr,ntv_ratio,funding_rate,cot_net_frac,dvol,month_sin,month_cos,weekday,y_logret_fwd1
2023-03-28,27261.07,0.005007183266062188,-0.03723992353328787,0.22789675677597682,59.76270666461614,44.86844961814677,4.6561878259658505,0.047069712279274034,0.5135,0.2664,222.18,1.198,1.0036,0.0007538446332672438,2.4086666666666664e-05,-0.278057094162761,60.13,1.0,6.123233995736766e-17,1,0.039117969089514086
2023-03-29,28348.6,0.039117969089514086,0.032048650009993684,0.33089642317206625,64.44391067791344,52.65218657452647,4.512983279946395,0.560405448096509,0.5903,0.2942,230.03,1.249,1.0102,0.026822189999654574,7.724333333333334e-05,-0.278057094162761,64.49,1.0,6.123233995736766e-17,2,-0.011354726247076305
2023-03-30,28028.53,-0.011354726247076305,0.020385096433905937,0.3299843890086825,62.152129083469156,23.43361553629757,4.62040910134003,0.412372592652839,0.586,0.2968,224.62,1.158,0.8833,-0.011066764154740366,4.5826666666666666e-05,-0.278057094162761,62.74,1.0,6.123233995736766e-17,3,0.01546498944228887
2023-03-31,28465.36,0.01546498944228887,0.017625122204593835,0.33042487059318076,64.03213069606593,20.804580269753615,4.51185123758282,0.7552054931937398,0.6192,0.307,226.26,1.152,1.0119,0.00649240237165664,4.5486666666666666e-05,-0.278057094162761,58.52,1.0,6.123233995736766e-17,4,-0.00044379564413691034
2023-04-01,28452.73,-0.00044379564413691034,0.047791619906651865,0.2573330326964269,63.93324826946875,6.248264246685267,4.341921060638184,0.6648859690616886,0.6172,0.3063,225.72,1.213,1.0073,-0.0029067334980142135,9.613333333333334e-05,-0.278057094162761,58.17,0.8660254037844387,-0.49999999999999983,5,-0.009920151427765776
2023-04-02,28171.87,-0.009920151427765776,0.03286428521282408,0.15555294213559073,61.65317991072441,-32.15282716957472,4.242759581139105,0.3341221861731458,0.5935,0.2992,223.32,1.057,1.0021,-0.02973738252611235,5.311333333333333e-05,-0.278057094162761,60.28,0.8660254037844387,-0.49999999999999983,6,-0.01328794166506373
2023-04-03,27800.0,-0.01328794166506373,-0.01954162554175379,0.11943147091766627,58.66971449451744,-89.22107597246031,4.326616463757372,-0.07721520659747916,0.5711,0.2897,220.37,1.323,1.004,-0.022557057836592512,2.0689999999999997e-05,-0.278057094162761,61.83,0.8660254037844387,-0.49999999999999983,0,0.01306073888880465
2023-04-04,28165.47,0.01306073888880465,0.004873839594127174,0.14821070688706334,60.68337842941932,-107.73925636026388,4.163670191098518,0.3153316541962756,0.5892,0.2991,221.93,1.14,1.004,0.007903020938897635,-2.8806666666666666e-05,-0.342533267619517,59.65,0.8660254037844387,-0.49999999999999983,1,0.00016117729039769833
2023-04-05,28170.01,0.00016117729039769833,-0.01042997255776417,0.11943091319835164,60.70898790029384,-123.91239693171336,4.1115723072278305,0.2657518858236352,0.5847,0.2981,219.68,1.308,1.0074,0.0003894445471968842,5.514e-05,-0.342533267619517,58.02,0.8660254037844387,-0.49999999999999983,2,-0.0048462984303144436
2023-04-06,28033.82,-0.0048462984303144436,-0.01483247534394168,0.023046378074864624,59.457842990577305,-146.46652763518932,3.956456953815844,0.1327335718104392,0.5801,0.2949,218.02,1.158,1.0043,-0.026006534302729256,6.883333333333332e-06,-0.342533267619517,57.06,0.8660254037844387,-0.49999999999999983,3,-0.004558093631494347
2023-04-07,27906.33,-0.004558093631494347,-0.00947041754767031,0.03644885830133141,58.24766643211623,-170.94877401386157,3.775886349219187,-0.05976384137222246,0.5755,0.2925,216.94,1.202,0.9958,-0.0184483772688204,1.953333333333334e-06,-0.342533267619517,54.5,0.8660254037844387,-0.49999999999999983,4,0.0011478259451552448
2023-04-08,27938.38,0.0011478259451552448,0.004965350062548648,-0.0012337411299091698,58.47647401181955,-184.78502921294455,3.5778270826968814,-0.06603138132835074,0.5773,0.2927,217.01,1.213,1.0024,-0.0063330156885998395,1.3086666666666666e-05,-0.342533267619517,55.26,0.8660254037844387,-0.49999999999999983,5,0.013699657615021985
2023-04-09,28323.76,0.013699657615021985,0.005604268788766068,0.021654724228102124,61.227882044858674,-168.25340641048126,3.46116023119509,0.4006206857768959,0.6296,0.3017,223.9,1.072,1.0024,0.02608991352567366,-2.6899999999999997e-06,-0.342533267619517,58.56,0.8660254037844387,-0.49999999999999983,6,0.04533402443678367
2023-04-10,29637.34,0.04533402443678367,0.050777115935152044,0.0530708334937108,68.81333824004798,-73.93536188179655,3.45710110534521,1.4456662725807048,0.6819,0.3326,228.52,1.368,1.009,0.058882301230165954,8.722333333333332e-05,-0.342533267619517,62.16,0.8660254037844387,-0.49999999999999983,0,0.018820778757940998
2023-04-11,30200.42,0.018820778757940998,0.07444419312340754,0.10276671476289269,71.39665281832002,16.466754014253297,3.377367058744295,1.3685864982275415,0.7342,0.344,230.4,1.407,1.0245,0.020539791399639358,0.0001,-0.2802890528905289,60.18,0.8660254037844387,-0.49999999999999983,1,-0.010396427448109471
2023-04-12,29888.07,-0.010396427448109471,0.06860585930679239,0.05475980343865828,68.03024644283438,43.76998491065365,3.3717054226632683,0.9055783397247708,0.7381,0.3364,227.42,1.269,1.0038,-0.02746012935299579,6.508000000000001e-05,-0.2802890528905289,55.87,0.8660254037844387,-0.49999999999999983,2,0.01612230751029388
2023-04-13,30373.84,0.01612230751029388,0.0835803408719311,0.10105271540271947,70.37012027587285,80.92716983455739,3.2549155551412747,0.9593136293956714,0.7421,0.3465,227.3,1.256,1.0141,0.013843086513233661,7.030666666666667e-05,-0.2802890528905289,55.47,0.8660254037844387,-0.49999999999999983,3,0.003060121449609667
2023-04-14,30466.93,0.003060121449609667,0.07294080470651865,0.10380400952331786,70.81100926651125,97.0684115891861,3.2556041576645307,0.8287416270994239,0.746,0.3478,226.59,1.414,1.0129,-0.008064583395404208,4.435666666666667e-05,-0.2802890528905289,53.46,0.8660254037844387,-0.49999999999999983,4,-0.005656179900882534
2023-04-15,30295.09,-0.005656179900882534,0.02195060036885257,0.07992286595083424,68.77656514835523,82.06266452672776,3.133009888803209,0.6357431810862251,0.722,0.3441,223.79,1.11,1.0027,-0.020874897567930508,4.493333333333333e-05,-0.2802890528905289,53.81,0.8660254037844387,-0.49999999999999983,5,0.00031551290745832457
2023-04-16,30304.65,0.00031551290745832457,0.003445334518369807,0.11084867220448757,68.83021852385592,59.71070115249768,3.0096550839990885,0.5525315961820374,0.698,0.3444,222.26,1.351,1.0042,-0.002108858846820476,9.048e-05,-0.2802890528905289,56.4,0.8660254037844387,-0.49999999999999983,6,-0.029277429572032238
2023-04-17,29430.27,-0.029277429572032238,-0.015435667605552992,0.07656405936639327,58.86669339405742,-22.621079952289392,3.138717069284372,0.1009215788788651,0.6741,0.3244,218.84,1.492,1.0001,-0.04983085782052502,9.125333333333334e-05,-0.2802890528905289,55.6,0.8660254037844387,-0.49999999999999983,0,0.031761089816271876
2023-04-18,30380.01,0.031761089816271876,0.00020311470042514256,0.06920718009315106,64.82305657043722,-21.76844585602862,3.1498032997788936,0.49023744473886954,0.6501,0.3452,216.38,1.186,1.0131,0.0075929472474192935,3.648333333333333e-05,-0.31887670322366235,55.63,0.8660254037844387,-0.49999999999999983,1,-0.053510138704066394
2023-04-19,28797.1,-0.053510138704066394,-0.05636714545325085,0.027051767636160906,51.45052737801781,-130.40031992630952,3.5552605859843656,-0.32247340215922593,0.6262,0.3086,213.75,1.116,1.0095,-0.05285587092012023,5.383333333333334e-05,-0.31887670322366235,55.71,0.8660254037844387,-0.49999999999999983,2,-0.01940603406257386
2023-04-20,28243.65,-0.01940603406257386,-0.07011699961494218,-0.007819255868701696,47.74207907208813,-235.96535940344313,3.6387079929431785,-0.6264383270906173,0.5731,0.2954,206.88,1.178,0.9992,-0.022754141629051334,6.048333333333333e-05,-0.31887670322366235,56.11,0.8660254037844387,-0.49999999999999983,3,-0.03534405077145466
2023-04-21,27262.84,-0.03534405077145466,-0.10577656329385524,-0.042719510996019505,41.968828325834224,-360.8095765888521,3.82759917650222,-1.024726230571545,0.5201,0.2697,200.39,1.235,1.0019,-0.02475977037286905,8.765666666666667e-05,-0.31887670322366235,54.82,0.8660254037844387,-0.49999999999999983,4,0.02011734939753183
2023-04-22,27816.85,0.02011734939753183,-0.05638178432429105,-0.012682010170721911,45.94506173889179,-392.42208391197937,3.6740395816884206,-0.7454169441003373,0.5576,0.2843,204.27,1.211,0.9998,0.02379668440733326,6.316e-05,-0.31887670322366235,54.53,0.8660254037844387,-0.49999999999999983,5,-0.008166817188415205
2023-04-23,27590.6,-0.008166817188415205,-0.09630969132897818,-0.007560885694073374,44.601025306667744,-412.8415428830328,3.5704776864806025,-0.7780076748665183,0.5416,0.2783,203.67,1.161,1.0048,-0.022022010172747616,2.504333333333333e-05,-0.31887670322366235,54.22,0.8660254037844387,-0.49999999999999983,6,-0.002891754748673293
2023-04-24,27510.93,-0.002891754748673293,-0.045691307373585094,-0.023513379331551242,44.11167856771723,-414.8796516636872,3.599528004573227,-0.690806442522918,0.5661,0.2761,206.18,1.061,0.9979,-0.012744769339447244,3.667666666666667e-05,-0.31887670322366235,52.72,0.8660254037844387,-0.49999999999999983,0,0.028306339200071688
2023-04-25,28300.79,0.028306339200071688,0.002021065889060502,0.004631782578122804,49.9720428434382,-348.8528773537958,3.55401921028933,-0.31235544791725456,0.5904,0.2967,209.12,1.108,0.9999,0.032683607345819675,6.737666666666667e-05,-0.49547361448443367,52.38,0.8660254037844387,-0.49999999999999983,1,0.004037661120266265
2023-04-26,28415.29,0.004037661120266265,0.04140277778078136,0.013515742128703599,50.777800811506445,-285.9303767347834,3.990960418147951,-0.2230190981674819,0.5956,0.2989,209.22,1.153,1.0115,0.006223443443145072,5.344e-05,-0.49547361448443367,55.47,0.8660254037844387,-0.49999999999999983,2,0.0365394056503652
2023-04-27,29472.77,0.0365394056503652,0.05782483403361469,0.05461324141056309,57.574123920825656,-167.42160238925908,3.939156306900376,0.26461478923518245,0.6711,0.3239,216.98,1.3,1.0054,0.012615034136086537,3.850666666666667e-05,-0.49547361448443367,55.07,0.8660254037844387,-0.49999999999999983,3,-0.005480032501360423
2023-04-28,29311.7,-0.005480032501360423,0.06051161872066957,0.04798538296404755,56.29903309769419,-97.66828088195216,3.850549248630641,0.24730587829711204,0.6619,0.3196,215.12,1.208,1.0109,-0.009022251601359395,8.158666666666667e-05,-0.49547361448443367,50.73,0.8660254037844387,-0.49999999999999983,4,-0.0027757795765594477
2023-04-29,29230.45,-0.0027757795765594477,0.060627593892783244,0.03150994577246594,55.62974325847908,-56.81398534454843,3.6875632806203513,0.2640276681743181,0.6526,0.3174,213.84,1.313,1.003,-0.0186744985089071,4.871333333333333e-05,-0.49547361448443367,50.68,0.8660254037844387,-0.49999999999999983,5,9.441762633578723e-05
2023-04-30,29233.21,9.441762633578723e-05,0.03241567231904723,-0.013729661037981913,55.649031240921175,-30.723876596296236,3.641256793821915,0.3362980737444663,0.6623,0.317,216.37,1.547,1.0018,0.003054144386028251,4.2369999999999996e-05,-0.49547361448443367,53.3,0.8660254037844387,-0.49999999999999983,6,-0.040665991207925405
2023-05-01,28068.26,-0.040665991207925405,-0.012287980009144536,-0.0732164310038485,46.46728924260336,-89.70585899705958,3.94658317852467,-0.27712715931860876,0.5746,0.289,207.54,1.121,0.9966,-0.04008396259528601,-1.1230000000000004e-05,-0.49547361448443367,53.19,0.49999999999999994,-0.8660254037844387,0,0.021206996165195773
2023-05-02,28669.86,0.021206996165195773,-0.02762038949431385,-0.04161300739054308,50.9665878590812,-85.97589521380527,3.8388906278079866,0.1768275489918465,0.6147,0.303,211.89,1.242,1.0045,0.01742078472777302,2.769e-05,-0.5129892622099065,53.21,0.49999999999999994,-0.8660254037844387,1,0.012351095602062214
2023-05-03,29026.16,0.012351095602062214,-0.00978926139089125,-0.04538421929877478,53.46136579455894,-58.59334583784064,3.8046539966247495,0.41385961096240265,0.6372,0.3112,214.45,1.28,1.0223,0.012514176797857395,6.568e-05,-0.5129892622099065,52.92,0.49999999999999994,-0.8660254037844387,2,-0.006497982228264741
2023-05-04,28838.16,-0.006497982228264741,-0.013511464042596514,-0.054942322976649104,51.959162766132835,-52.423660853474786,3.733315865056932,0.24958542380638593,0.6547,0.3071,216.42,1.07,1.0024,-0.012129455159519692,8.102000000000001e-05,-0.5129892622099065,51.9,0.49999999999999994,-0.8660254037844387,3,0.02288090465334252
2023-05-05,29505.61,0.02288090465334252,0.009275022984410264,-0.026405238422424208,56.619610115907435,-5.160908749965188,3.6005392175823334,0.6420412643901237,0.6722,0.3216,217.44,1.311,1.0057,0.021241956559243012,7.396e-05,-0.5129892622099065,51.67,0.49999999999999994,-0.8660254037844387,4,-0.02253281543081646
2023-05-06,28848.2,-0.02253281543081646,0.02740819876151915,-0.04925356676069895,51.33698656910614,-19.157117174927865,3.795902535310357,0.10448649060267368,0.6268,0.302,212.52,1.219,1.0003,-0.03132745922014524,0.0001,-0.5129892622099065,50.53,0.49999999999999994,-0.8660254037844387,5,-0.01459915625864984
2023-05-07,28430.1,-0.01459915625864984,-0.0083979536623265,-0.034575293447316635,48.253512732814954,-55.49968282924709,3.763291174165066,-0.30903972720541983,0.5814,0.2895,204.29,1.159,1.0746,-0.02155251496946545,4.804666666666667e-05,-0.5129892622099065,51.68,0.49999999999999994,-0.8660254037844387,6,-0.027143379896367045
2023-05-08,27668.79,-0.027143379896367045,-0.04789242916075561,-0.09347976315995556,43.169014718738566,-125.71974032446536,3.944053615587901,-1.0455636254192777,0.5361,0.2728,199.42,1.274,1.0052,-0.03529357809150255,1.6763333333333333e-05,-0.5129892622099065,51.34,0.49999999999999994,-0.8660254037844387,0,-0.0014655392981985705
2023-05-09,27628.27,-0.0014655392981985705,-0.042859986230689526,-0.041435163754087824,42.90985424053792,-167.20682732061317,3.787925209783185,-0.9221850570610906,0.5303,0.2718,198.6,1.435,0.9961,0.003030250231864907,4.109666666666666e-05,-0.48866301798279904,51.98,0.49999999999999994,-0.8660254037844387,1,-0.0010690420309266652
2023-05-10,27598.75,-0.0010690420309266652,-0.06680993291495853,-0.02309817172244064,42.70869290235241,-187.4267309196642,3.923422167577605,-0.81125004700001,0.5307,0.27,198.22,1.244,0.9996,-0.00944308474782726,4.109666666666666e-05,-0.48866301798279904,50.86,0.49999999999999994,-0.8660254037844387,2,-0.0230965139643067
2023-05-11,26968.62,-0.0230965139643067,-0.06737363144844881,-0.010850634915292602,38.55385769156918,-231.1591588539874,3.974113824873452,-1.008990343839404,0.4845,0.255,193.54,1.153,0.9966,-0.02355532337101608,4.5763333333333336e-05,-0.48866301798279904,51.21,0.49999999999999994,-0.8660254037844387,3,-0.00645829172740886
2023-05-12,26795.01,-0.00645829172740886,-0.05923276691720778,-0.037426276040233415,37.47223356098531,-257.6753570238788,4.055282661470131,-0.9085836287925981,0.4694,0.2498,190.8,1.189,0.998,-0.02363160262025344,3.453e-05,-0.48866301798279904,50.09,0.49999999999999994,-0.8660254037844387,4,-0.0007366023552270455
2023-05-13,26775.28,-0.0007366023552270455,-0.032825989376067816,-0.029996061207045198,37.34401038955395,-261.6031766179301,3.862676460926284,-0.7727577136054834,0.4742,0.2494,191.23,1.431,0.9992,0.012618949281795636,3.2896666666666666e-05,-0.48866301798279904,48.35,0.49999999999999994,-0.8660254037844387,5,0.005302016968638717
2023-05-14,26917.62,0.005302016968638717,-0.026058433109230512,-0.02180228948973324,38.96660133494243,-240.2279600054031,3.73749390409711,-0.6007972422352442,0.4795,0.2535,192.6,1.223,1.0028,0.020873491237218225,2.763666666666667e-05,-0.48866301798279904,48.02,0.49999999999999994,-0.8660254037844387,6,0.0090430011641092
2023-05-15,27162.14,0.0090430011641092,-0.015946389914194593,-0.04106562752569566,41.75697574771532,-197.04539767270077,3.685846572304664,-0.41485127438883673,0.5,0.2594,194.68,1.264,1.0227,0.003149332191742925,8.803333333333334e-06,-0.48866301798279904,52.28,0.49999999999999994,-0.8660254037844387,0,-0.004734677357132959
2023-05-16,27033.84,-0.004734677357132959,0.00241544669297921,-0.04983796600309498,40.705392106159294,-165.80150989938443,3.55633438894409,-0.4207660027337271,0.485,0.2556,193.13,1.34,1.0047,-0.014046117184951044,5.875e-05,-0.529588658575878,50.57,0.49999999999999994,-0.8660254037844387,1,0.013658322391184448
2023-05-17,27405.61,0.013658322391184448,0.022532060811572285,-0.07271904926227578,45.02562771189025,-111.38721394992808,3.506494976611827,-0.16420007917960722,0.4786,0.2659,193.28,1.157,1.0005,0.008157783603406066,6.627333333333333e-05,-0.529588658575878,49.72,0.49999999999999994,-0.8660254037844387,2,-0.021552134669642054
2023-05-18,26821.28,-0.021552134669642054,0.0017165284971572992,-0.0887911514305573,40.08236091727073,-106.06483673425902,3.626337635499491,-0.44368914444330343,0.4722,0.2499,192.78,1.232,0.9981,-0.026169237226048362,9.447333333333334e-05,-0.529588658575878,46.28,0.49999999999999994,-0.8660254037844387,3,0.002196585934586688
2023-05-19,26880.26,0.002196585934586688,-0.0013889025368946967,-0.08381878591941111,40.78898437809997,-90.49504639270369,3.507032463470823,-0.3850950323404577,0.4757,0.2517,192.19,1.085,0.9964,-0.006575968655600008,3.6683333333333335e-05,-0.529588658575878,46.52,0.49999999999999994,-0.8660254037844387,4,0.008231203535191795
2023-05-20,27102.43,0.008231203535191795,-0.0022007001658121803,-0.07568200001055507,43.49235683100692,-58.697909092392536,3.3154598994707194,-0.13838340950835448,0.4904,0.2575,193.85,1.236,1.0019,0.04111425986657464,2.3063333333333337e-05,-0.529588658575878,46.34,0.49999999999999994,-0.8660254037844387,5,-0.013171912518513606
2023-05-21,26747.78,-0.013171912518513606,-0.010637935327192769,-0.04818792132114322,40.3271632284257,-55.07416400895761,3.2827644493480497,-0.5587189146226876,0.4676,0.2475,192.29,1.182,1.0004,-0.04388099453285631,5.7029999999999994e-05,-0.529588658575878,47.02,0.49999999999999994,-0.8660254037844387,6,0.0037871532594394926
2023-05-22,26849.27,0.0037871532594394926,-0.020509104458937763,-0.0656077642268997,41.63616174286017,-40.06360372905863,3.1861855799292447,-0.34771346222182453,0.4714,0.2496,192.65,1.282,1.0238,0.013348294542837008,2.6663333333333333e-05,-0.529588658575878,47.58,0.49999999999999994,-0.8660254037844387,0,0.01369903691712277
2023-05-23,27219.61,0.01369903691712277,0.014742067127826847,-0.06425982291183918,46.268040681342896,-1.4541946826254275,3.1014400483778037,0.40864953266151915,0.497,0.2598,194.79,1.135,1.003,0.020867757123231398,0.0001,-0.5539536915683705,50.08,0.49999999999999994,-0.8660254037844387,1,-0.03326629631528951
2023-05-24,26329.01,-0.03326629631528951,-0.020720815122049287,-0.09102813699886392,38.37975991077514,-30.54438404664739,3.286355596838199,-1.2082099701026472,0.4349,0.2347,188.16,1.222,0.9969,-0.04969455270508632,5.476333333333333e-05,-0.5539536915683705,51.3,0.49999999999999994,-0.8660254037844387,2,0.005483813844004058
2023-05-25,26473.79,0.005483813844004058,-0.023468204813237106,-0.10842522780820237,40.165680613118525,-34.39726474617822,3.240006063801258,-0.7661517324415252,0.444,0.2384,189.11,1.25,1.0103,0.008598393210644262,8.606666666666667e-05,-0.5539536915683705,47.77,0.49999999999999994,-0.8660254037844387,3,0.008730076726596555
2023-05-26,26705.92,0.008730076726596555,-0.0015662155681268365,-0.07716233565078934,43.01728519787625,-16.57704367119328,3.1442202480985872,-0.3272276647688718,0.4606,0.2452,189.73,1.19,1.0001,0.011591042981094203,8.178666666666667e-05,-0.5539536915683705,45.24,0.49999999999999994,-0.8660254037844387,4,0.005539576292267746
2023-05-27,26854.27,0.005539576292267746,0.0001862074647015393,-0.05702360309987175,44.826985362645246,8.584430844107146,2.995003421124763,-0.07032499125418812,0.47,0.2497,190.23,1.374,0.9998,0.01894192538718461,7.690666666666667e-05,-0.5539536915683705,43.09,0.49999999999999994,-0.8660254037844387,5,0.04409840842612671
2023-05-28,28065.0,0.04409840842612671,0.030585578973705486,0.014218185222621974,56.866795763052465,104.8072987528916,3.0420915649474565,1.3320212552841655,0.5569,0.2817,200.33,1.375,1.0069,0.06438808636627699,9.96e-05,-0.5539536915683705,49.94,0.49999999999999994,-0.8660254037844387,6,-0.011777618425209708
2023-05-29,27736.4,-0.011777618425209708,0.05207425686378536,0.003906106095610805,53.45719123989981,142.05058813757887,3.0958438756426694,0.7962397183905268,0.5332,0.2728,198.57,1.305,1.0045,-0.01043317190349541,0.0001,-0.5539536915683705,47.12,0.49999999999999994,-0.8660254037844387,0,-0.0015154032789555
2023-05-30,27694.4,-0.0015154032789555,0.04507503974082573,0.003459744847581867,53.01962049329184,158.340645982412,3.0040558301133578,0.6506750161535566,0.5289,0.2714,198.68,1.174,1.0056,-0.02231807623816739,6.361333333333334e-05,-0.5824923726824689,44.68,0.49999999999999994,-0.8660254037844387,1,-0.017632811059524262
2023-05-31,27210.35,-0.017632811059524262,0.018712151954704884,0.008923447752364269,48.12991343151137,132.07218382752995,3.1006893888312668,0.16859025683850626,0.494,0.2585,194.07,1.084,0.9999,-0.03837970949626427,5.024333333333334e-05,-0.5824923726824689,43.93,0.49999999999999994,-0.8660254037844387,2,-0.014526721963616974
2023-06-01,26817.93,-0.014526721963616974,-0.0013541463011798498,0.0008550175161561961,44.54337920125329,86.05249533832435,3.1197570475318006,-0.24181563337218204,0.4662,0.2473,190.45,1.368,1.0018,-0.021051817272690294,7.245666666666667e-05,-0.5824923726824689,42.13,1.2246467991473532e-16,-1.0,3,0.015710863858149307
2023-06-02,27242.59,0.015710863858149307,-0.029741690869157334,0.01730248372953249,48.974579649793874,82.01355465076605,3.0602044695726396,0.17546507705781522,0.4961,0.2592,192.17,1.078,1.002,-0.005106447099538337,7.994e-05,-0.5824923726824689,41.4,1.2246467991473532e-16,-1.0,4,-0.0063842684993772065
2023-06-03,27069.22,-0.0063842684993772065,-0.024348340943324803,0.0056161982615166245,47.312465485241155,66.14725835435655,2.970212355713964,-0.0034730981325248322,0.4927,0.2544,191.35,1.231,0.9995,-0.0174905748582872,7.662e-05,-0.5824923726824689,39.75,1.2246467991473532e-16,-1.0,5,0.0016975360281114345
2023-06-04,27115.21,0.0016975360281114345,-0.021135401636257888,-0.0017292668744813132,47.81838541732558,57.54782191898136,2.8861484862608062,0.017504407423288182,0.4892,0.2558,191.48,1.09,1.0001,0.019941426721203786,8.283333333333335e-05,-0.5824923726824689,41.69,1.2246467991473532e-16,-1.0,6,-0.05250715845555731
2023-06-05,25728.2,-0.05250715845555731,-0.05600974903229093,-0.0495017479729056,36.4505282917074,-37.627966247724146,3.3079150222320544,-1.1009873216722075,0.3933,0.2158,182.06,1.26,0.997,-0.06409003097587589,9.131333333333332e-05,-0.5824923726824689,40.11,1.2246467991473532e-16,-1.0,0,0.05673457801927024
2023-06-06,27230.08,0.05673457801927024,0.015251550950596457,-0.006425492344819718,50.24389790463122,2.3691102419051617,3.427979254074065,0.1796128237185406,0.4929,0.2593,192.39,1.091,1.0005,0.03737272213919478,-1.9719999999999998e-05,-0.5439124761617986,43.65,1.2246467991473532e-16,-1.0,1,-0.03325860556385626
2023-06-07,26339.34,-0.03325860556385626,-0.03371791847140902,-0.0181319632390339,44.12660408982021,-27.70361176194132,3.634297435069972,-0.5814611935894834,0.4316,0.2463,186.46,1.255,1.0011,-0.019419809242357252,8.001666666666667e-05,-0.5439124761617986,45.63,1.2246467991473532e-16,-1.0,2,0.00602863973269374
2023-06-08,26498.61,0.00602863973269374,-0.021305010239337997,-0.014299909440926805,45.4065288259447,-33.04593688340569,3.5161546356169167,-0.44819730018277415,0.4443,0.2389,187.9,1.374,1.0004,-0.00044364110843787667,4.201666666666667e-05,-0.5439124761617986,41.35,1.2246467991473532e-16,-1.0,3,-0.0007852550651334101
2023-06-09,26477.81,-0.0007852550651334101,-0.023787801332582764,-0.023316368041251992,45.26070960912586,-34.02400318473835,3.4060697161017965,-0.44320588910245284,0.4407,0.2376,187.81,1.224,1.0001,0.0003293820110123406,6.302666666666667e-05,-0.5439124761617986,40.8,1.2246467991473532e-16,-1.0,4,-0.024336519277700846
2023-06-10,25841.21,-0.024336519277700846,0.004382837845273704,-0.034480974800439136,40.92849270921977,-71.43673454897615,3.5657205466607818,-0.8189256297732836,0.3983,0.2198,183.0,1.298,0.9958,-0.03395755033634125,4.9909999999999995e-05,-0.5439124761617986,43.37,1.2246467991473532e-16,-1.0,5,0.003258464490493794
2023-06-11,25925.55,0.003258464490493794,-0.049093275683502934,-0.0350096635693849,41.724336272169694,-83.55324559725034,3.457898633417858,-0.6739439469218547,0.4015,0.2224,185.49,1.249,0.9987,0.0006947993085318206,4.5239999999999994e-05,-0.5439124761617986,42.81,1.2246467991473532e-16,-1.0,6,-0.0007856342026842933
2023-06-12,25905.19,-0.0007856342026842933,-0.01662030432233101,-0.04949433468919191,41.57870672722195,-85.67068294387764,3.35249977459807,-0.6081564146372396,0.4018,0.2245,187.1,1.168,0.9973,-0.0010813700030740964,5.116333333333333e-05,-0.5439124761617986,46.45,1.2246467991473532e-16,-1.0,0,0.0011211542039807445
2023-06-13,25934.25,0.0011211542039807445,-0.021527789851044095,-0.015106884169921607,41.89045927985129,-78.06076528226004,3.308027215160763,-0.5233225231118573,0.4001,0.2225,187.51,0.932,0.9988,0.005629346602980321,7.561e-05,-0.6247650866569221,45.38,1.2246467991473532e-16,-1.0,1,-0.03155784923802867
2023-06-14,25128.6,-0.03155784923802867,-0.05230038402393942,-0.05214854725195428,36.13360051282346,-117.84418030136294,3.533337831515198,-0.9846293557130451,0.3452,0.198,182.25,1.161,0.9997,-0.047001426150717354,2.9383333333333334e-05,-0.6247650866569221,44.66,1.2246467991473532e-16,-1.0,2,0.018526725673652867
2023-06-15,25598.49,0.018526725673652867,-0.009437139072585692,-0.042351898304898015,41.20841419861978,-103.57673209871577,3.488327490715178,-0.530654221709109,0.3779,0.2116,186.43,1.235,0.9944,0.0030694912746577242,3.205e-05,-0.6247650866569221,46.63,1.2246467991473532e-16,-1.0,3,0.028745138290379006
2023-06-16,26345.0,0.028745138290379006,0.016049534727299537,-0.019146336306786815,48.244459516173016,-38.28985868941936,3.5113491663947305,0.10173310641363198,0.432,0.2341,190.84,1.137,1.0009,0.03022616235724075,1.6626666666666664e-05,-0.6247650866569221,45.06,1.2246467991473532e-16,-1.0,4,0.006507155969033793
2023-06-17,26516.99,0.006507155969033793,0.02334232489901749,-0.05673758876387977,49.73695991582683,18.975302360005685,3.4169020887381993,0.29999306403422943,0.4449,0.2392,192.33,1.217,1.0005,0.023589369520993945,9.137e-05,-0.6247650866569221,42.95,1.2246467991473532e-16,-1.0,5,-0.006698102267960423
2023-06-18,26339.97,-0.006698102267960423,0.015523068427076308,-0.051658072606630454,48.19640880822291,45.89442373885805,3.314605306619151,0.2134441824462836,0.4332,0.2341,193.16,1.162,1.0064,-0.010381817177667644,6.214666666666667e-05,-0.6247650866569221,45.41,1.2246467991473532e-16,-1.0,6,0.0189678131440085
2023-06-19,26844.35,0.0189678131440085,0.06604873080911368,-0.031174856183666343,52.69261312366418,95.76284397842926,3.2359399288237034,0.6202214338357095,0.4636,0.2489,194.35,1.175,0.9912,0.017616302893500427,5.7090000000000004e-05,-0.6247650866569221,45.22,1.2246467991473532e-16,-1.0,0,0.05308872645011515
2023-06-20,28307.99,0.05308872645011515,0.100610731585576,0.03954668132597307,62.78630531542257,218.4007244509571,3.291198886574178,1.43456439694751,0.5705,0.2878,205.6,1.112,1.0004,0.044011406228385466,4.35e-06,-0.4823377253253577,52.71,1.2246467991473532e-16,-1.0,1,0.057849597296170514
