date,close,ret_1d,ret_5d,ret_20d,rsi_14,macd_hist,natr_14,bb_position,mvrv_zscore,nupl,nvt,puell,sopr,ntv_ratio,funding_rate,cot_net_frac,dvol,month_sin,month_cos,weekday,y_logret_fwd1
2022-07-06,20564.51,0.019081421173606727,0.06450885882356318,0.007967660033468453,39.89185051339438,369.13514801051815,6.712998015609892,0.15687242328760198,-0.1163,-0.0806,87.23,0.536,0.9871,0.02678991157909168,9.457666666666667e-05,-0.5470624110591583,82.25,-0.4999999999999998,-0.8660254037844388,2,0.05028235345384914
2022-07-07,21624.98,0.05028235345384914,0.11619210385542807,0.054946863833084884,47.57419569520652,470.5574915432485,6.451816677768907,0.8209397700734635,-0.0407,-0.0272,91.86,0.509,0.9989,0.045774274160912384,8.424666666666666e-05,-0.5470624110591583,81.35,-0.4999999999999998,-0.8660254037844388,3,-0.0013988983702488548
2022-07-08,21594.75,-0.0013988983702488548,0.11152526261320315,0.12954980180980738,47.388263030743275,524.0910460614602,6.441963526404226,0.7508879413601466,-0.0287,-0.0281,92.23,0.457,0.998,0.015791588672635314,6.737333333333334e-05,-0.5470624110591583,78.39,-0.4999999999999998,-0.8660254037844388,4,-0.00013522719346830976
2022-07-09,21591.83,-0.00013522719346830976,0.06481672059874326,0.04828685968946838,47.36900517674593,545.3508688897032,6.200267462949874,0.7350373281334446,-0.0422,-0.0267,91.18,0.504,0.9884,0.0037631011426970612,8.714333333333334e-05,-0.5470624110591583,73.55,-0.4999999999999998,-0.8660254037844388,5,-0.03436315139820555
2022-07-10,20862.47,-0.03436315139820555,0.03346649766553303,0.01392905485945885,42.701120243499986,497.6649982508661,6.284838527163456,0.2916708208598726,-0.094,-0.0621,88.89,0.388,0.997,-0.03513544919430487,9.987333333333333e-05,-0.5470624110591583,75.86,-0.4999999999999998,-0.8660254037844388,6,-0.04404073474684607
2022-07-11,19963.61,-0.04404073474684607,-0.029655658254919653,-0.03735817087922992,37.76234130895338,397.3137015675761,6.454062158816871,-0.23881173598615624,-0.1484,-0.1068,85.32,0.462,0.9863,-0.012457819141609212,6.759666666666666e-05,-0.5470624110591583,80.52,-0.4999999999999998,-0.8660254037844388,0,-0.032317491445751946
2022-07-12,19328.75,-0.032317491445751946,-0.11225550315452075,-0.03353796837415026,34.70888587612457,285.1556218869616,6.492715100957732,-0.5652201002220196,-0.1909,-0.1426,82.84,0.351,0.9964,-0.0041813881242293415,5.7010000000000005e-05,-0.5243062799916545,85.86,-0.4999999999999998,-0.8660254037844388,1,0.045813728987704215
2022-07-13,20234.87,0.045813728987704215,-0.06504287579656766,-0.04234566626491373,41.92663967234739,269.16860747472583,6.272820387703004,-0.02906402912923456,-0.1342,-0.0909,87.15,0.404,0.9986,0.02956391914440595,-6.016666666666666e-06,-0.5243062799916545,80.89,-0.4999999999999998,-0.8660254037844388,2,0.017341827629275455
2022-07-14,20588.84,0.017341827629275455,-0.04756582097382406,-0.031028251972630202,44.507404580382456,278.4474065617767,6.170052618036757,0.1553162694891972,-0.1053,-0.0706,88.68,0.469,0.9937,0.031135396850659195,4.5026666666666674e-05,-0.5243062799916545,81.35,-0.4999999999999998,-0.8660254037844388,3,0.011646994153803221
2022-07-15,20830.04,0.011646994153803221,-0.001555675421815138,-0.031246908135850723,46.25993359939135,295.2445621770114,5.943394182757275,0.24683183359411065,-0.0803,-0.0542,89.42,0.498,0.9801,0.026736488111694833,4.086333333333333e-05,-0.5243062799916545,78.7,-0.4999999999999998,-0.8660254037844388,4,0.01739743738897494
2022-07-16,21195.6,0.01739743738897494,0.05988249671400586,0.007459959343231902,48.89423880600087,323.13698594933544,5.797860342017808,0.4180058487585807,-0.055,-0.0359,90.95,0.41,1.0001,0.017454109959689587,4.950333333333333e-05,-0.5243062799916545,81.99,-0.4999999999999998,-0.8660254037844388,5,-0.018929091711402925
2022-07-17,20798.16,-0.018929091711402925,0.07327089644835486,0.0026768930919508134,46.24032763205414,307.0921698595166,5.807559324782798,0.08706010412765508,-0.0803,-0.0556,89.68,0.465,0.9981,-0.0031897912575807592,8.915666666666667e-05,-0.5243062799916545,81.29,-0.4999999999999998,-0.8660254037844388,6,0.07564984518217717
2022-07-18,22432.58,0.07564984518217717,0.10310701264282784,0.10081558027059348,56.65884560911406,393.3180720332173,5.641485746567269,1.0258921652913906,0.022,0.0213,96.13,0.513,1.0006,0.021984370075984205,0.0001,-0.5243062799916545,83.39,-0.4999999999999998,-0.8660254037844388,0,0.04207720104807247
