date,target_up,next_return,pred_up,prob_up,stage,model_type,position,turnover,cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2024-09-25,1,0.032273891570151925,0,0.46767074786924145,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,0.032273891570151925,0.8093882501192146,1.1097046228301721
2024-09-26,1,0.00935309904070647,0,0.4309183476904459,M2_NTV_plus_BTC_market,logistic,-1,1.0,0.0005,-0.00985309904070647,0.00935309904070647,0.8014132675284059,1.1200838000734326
2024-09-27,1,0.0014741358273548943,0,0.4780597019122372,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,0.0014741358273548943,0.8010125608946418,1.1217349557327607
2024-09-28,0,-0.003829909793174213,1,0.561384888209616,M2_NTV_plus_BTC_market,logistic,1,1.0,0.0005,-0.004329909793174214,-0.003829909793174213,0.7975442487627685,1.117438812040454
2024-09-29,0,-0.035130555094979754,1,0.508310051422018,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,-0.035130555094979754,0.7971454766383872,1.078182566288798
2024-09-30,0,-0.039357521968434894,1,0.5050404811534518,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.039357521968434894,0.7971454766383872,1.035747972250103
2024-10-01,0,-0.0033568819965540397,1,0.5066073858909218,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.0033568819965540397,0.7971454766383872,1.0322710885290893
2024-10-02,1,0.0020882627636797935,0,0.49213011468943774,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,0.0,0.0020882627636797935,0.7971454766383872,1.034426741805288
2024-10-03,1,0.021528753876634443,0,0.3952196124390489,M2_NTV_plus_BTC_market,logistic,-1,1.0,0.0005,-0.022028753876634444,0.021528753876634443,0.7795853551296478,1.0566966605330228
2024-10-04,1,0.0003620681473552878,0,0.4202500760940662,M2_NTV_plus_BTC_market,logistic,-1,0.0,0.0,-0.0003620681473552878,0.0003620681473552878,0.7793030921044106,1.0570792567352185
2024-10-05,1,0.011741093613744757,1,0.531969697068417,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,0.011741093613744757,0.7789134405583584,1.0694905232456944
2024-10-06,0,-0.009269383518558882,1,0.5134587549610506,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.009269383518558882,0.7789134405583584,1.0595770054162659
2024-10-07,0,-0.001682150134457161,1,0.545436503617255,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.001682150134457161,0.7789134405583584,1.0577946378141372
2024-10-08,0,-0.024944762232405493,0,0.49537398756998274,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.024944762232405493,0.7789134405583584,1.03140820208315
2024-10-09,0,-0.005077433013489285,1,0.5260978515827764,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.005077433013489285,0.7789134405583584,1.0261712960275096
2024-10-10,1,0.036011743668549645,0,0.41723979307030984,M2_NTV_plus_BTC_market,logistic,-1,1.0,0.0005,-0.036511743668549645,0.036011743668549645,0.7504739526767036,1.0631255137000757
2024-10-11,1,0.011977460447594401,0,0.4061781718869761,M2_NTV_plus_BTC_market,logistic,-1,0.0,0.0,-0.011977460447594401,0.011977460447594401,0.7414851805915685,1.0758590574912468
2024-10-12,0,-0.005406426515387475,0,0.4962953062192291,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,-0.005406426515387475,0.7411144380012727,1.0700425045560062
2024-10-13,1,0.050830232433260125,1,0.5307320053377721,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,0.0,0.050830232433260125,0.7411144380012727,1.1244330137760559
2024-10-14,1,0.015064992457922477,0,0.4590235884056978,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,0.0,0.015064992457922477,0.7411144380012727,1.1413725886480313
2024-10-15,1,0.008526251733136592,0,0.46417025055969424,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,0.0,0.008526251733136592,0.7411144380012727,1.1511042186601461
2024-10-16,0,-0.0031485616380424464,1,0.5093691667331235,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.0031485616380424464,0.7411144380012727,1.1474798960758839
2024-10-17,1,0.015118035686984221,0,0.43937269394986866,M2_NTV_plus_BTC_market,logistic,-1,1.0,0.0005,-0.015618035686984222,0.015118035686984221,0.7295396862604296,1.164827538094856
2024-10-18,0,-0.0008192879217548965,0,0.42807888119105003,M2_NTV_plus_BTC_market,logistic,-1,0.0,0.0,0.0008192879217548965,-0.0008192879217548965,0.7301373893138235,1.1638732089619674
2024-10-19,1,0.009346740674458287,1,0.5123526854690504,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,0.009346740674458287,0.7297723206191666,1.1747516300240846
2024-10-20,0,-0.023678423698328066,1,0.5298226604701728,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.023678423698328066,0.7297723206191666,1.1469353631880728
2024-10-21,0,-9.567341618454961e-05,0,0.4636782356144937,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-9.567341618454961e-05,0.7297723206191666,1.1468256319637338
2024-10-22,0,-0.01379441121005398,0,0.4647720883431597,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.01379441121005398,0.7297723206191666,1.131005847610196
2024-10-23,1,0.02602442034118191,0,0.45314689022571,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,0.0,0.02602442034118191,0.7297723206191666,1.1604396191967385
2024-10-24,0,-0.022280180844656217,0,0.39626992354048757,M2_NTV_plus_BTC_market,logistic,-1,1.0,0.0005,0.021780180844656216,-0.022280180844656217,0.7456668937376766,1.1345848146217312
2024-10-25,1,0.00558625096700216,0,0.4948633824406986,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,0.00558625096700216,0.7452940602908078,1.1409228901395578
2024-10-26,1,0.01364777618155344,1,0.5382105028727953,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,0.0,0.01364777618155344,0.7452940602908078,1.1564939503845937
2024-10-27,1,0.029125296867722028,1,0.5688210212150363,M2_NTV_plus_BTC_market,logistic,1,1.0,0.0005,0.028625296867722028,0.029125296867722028,0.7666283240203822,1.1901771800152696
2024-10-28,1,0.04023493905417541,1,0.5486764541445424,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,0.04023493905417541,0.7662450098583721,1.2380638863168543
2024-10-29,0,-0.005238593875544262,1,0.5003086536734076,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.005238593875544262,0.7662450098583721,1.2315781724244623
2024-10-30,0,-0.029366396164960396,1,0.5137847708092926,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.029366396164960396,0.7662450098583721,1.1954111599049277
2024-10-31,0,-0.010435331387529279,0,0.4851660408019105,M2_NTV_plus_BTC_market,logistic,0,0.0,0.0,-0.0,-0.010435331387529279,0.7662450098583721,1.182936648306969
2024-11-01,0,-0.0027804900426771084,0,0.4094432306701637,M2_NTV_plus_BTC_market,logistic,-1,1.0,0.0005,0.0022804900426771084,-0.0027804900426771084,0.7679924239736051,1.1796475047352337
2024-11-02,0,-0.00791112711687536,0,0.4202500949769247,M2_NTV_plus_BTC_market,logistic,-1,0.0,0.0,0.00791112711687536,-0.00791112711687536,0.7740681096644575,1.1703151633721685
2024-11-03,0,-0.013523338185854272,0,0.4917107965075876,M2_NTV_plus_BTC_market,logistic,0,1.0,0.0005,-0.0005,-0.013523338185854272,0.7736810756096253,1.1544885956338533
