threshold,val_extreme_events,val_pr_auc_logistic,val_extreme_recall_logistic,selected_tau,n_trades_val,net_return_base,gross_return_base,sharpe_base,max_drawdown_base,net_total_return,net_ci_lo,net_ci_hi,gross_total_return,gross_ci_lo,gross_ci_hi,perm_p_net,perm_p_gross,rc_p_net,rc_p_gross,n_trades
0.03,33,0.103520624269919,0.5757575757575758,0.7,32,-0.0141279889635413,0.0179290707204489,-0.366663215494482,0.0461444544296341,-0.0141279889635413,-0.0845127608255976,0.0673750246606578,0.0179290707204489,-0.0539216632083328,0.1013523703424768,0.232383808095952,0.232383808095952,1.0,0.495,
0.02,139,0.11531800909098441,0.5899280575539568,0.7,62,0.02364361018469041,0.08906173216015678,0.39421598568700283,0.04420960846309594,0.02364361018469041,-0.10433130193402185,0.17945464980317913,0.08906173216015678,-0.04550546628026973,0.2512815175532624,0.014985014985014986,0.014985014985014986,0.919,0.818,62.0
0.01,830,0.3672544151154301,0.5963855421686747,0.6,75,-0.029289808337036982,0.04630669075059779,-0.5285515713426534,0.05981895511324873,-0.029289808337036982,-0.132839179798823,0.08663447049505567,0.04630669075059779,-0.06336969063454076,0.16694920081283804,0.11388611388611389,0.11388611388611389,0.979,0.778,75.0
