split,scenario,n_trades,n_long,n_short,total_net_return,total_gross_return,sharpe,sortino,max_drawdown,win_rate,profit_factor,avg_hold_min
train,zero,286,78,208,-0.06109674988058744,-0.06109674988058744,-0.0684669392868724,-0.11614443047137109,0.19400858394417983,0.44405594405594406,0.9782969912840271,55.16783216783217
train,base,286,78,208,-0.2948032670257915,-0.06109674988058744,-0.6510750473214427,-1.0955376267803782,0.3193789623920068,0.4230769230769231,0.8130649095343362,55.16783216783217
train,high,286,78,208,-0.4704887669329013,-0.06109674988058744,-1.233683155356013,-2.047036381115592,0.4853681364866408,0.3881118881118881,0.6779938955724256,55.16783216783217
val,zero,32,1,31,0.017929070720448914,0.017929070720448914,0.5043765784509165,1.1642079275311552,0.039401863950085915,0.46875,1.251919845310904,60.0
val,base,32,1,31,-0.014127988963541394,0.017929070720448914,-0.36666321549448205,-0.7866383653048247,0.04614445442963411,0.375,0.8545698868499627,60.0
val,high,32,1,31,-0.04520607791381481,0.017929070720448914,-1.2377030094398804,-2.5796926817605024,0.05293218724095052,0.34375,0.5987151736744133,60.0
