entry_ts,direction,entry_open,exit_reason,gross_ret,cost,net_ret,hold_min
2022-06-01 21:00:00,-1,29636.1,time,0.00145666939981981,0.001,0.0004566693998198099,60.0
2022-06-07 02:00:00,-1,29568.47,time,0.005627277975492118,0.001,0.004627277975492118,60.0
2022-06-12 03:00:00,-1,27427.48,time,-0.004584817854210499,0.001,-0.005584817854210499,60.0
2022-06-18 07:00:00,-1,19439.26,time,0.009294592489631603,0.001,0.008294592489631603,60.0
2022-07-08 15:00:00,-1,21769.09,time,-0.008885534489498692,0.001,-0.009885534489498693,60.0
2022-07-19 16:00:00,1,23128.31,time,0.004579668812809912,0.001,0.0035796688128099117,60.0
2022-07-19 17:00:00,1,23236.66,time,0.00961497908907738,0.001,0.00861497908907738,60.0
2022-07-19 18:00:00,1,23460.08,time,-0.002111245997456157,0.001,-0.003111245997456157,60.0
2022-08-19 07:00:00,-1,21906.65,time,3.514914420965631e-05,0.001,-0.0009648508557903437,60.0
2022-09-09 07:00:00,1,20693.13,time,-0.0029657185742322234,0.001,-0.003965718574232223,60.0
2022-10-13 13:00:00,-1,18385.3,time,-0.002547687554731226,0.001,-0.003547687554731226,60.0
2022-10-25 16:00:00,1,19748.48,time,0.0032994944421038674,0.001,0.0022994944421038674,60.0
2022-10-25 17:00:00,1,19813.64,time,0.015388893711604679,0.001,0.014388893711604678,60.0
2022-10-25 18:00:00,1,20118.55,time,0.00771675891155188,0.001,0.00671675891155188,60.0
2022-10-25 19:00:00,1,20273.8,time,-3.2554331205747467e-05,0.001,-0.0010325543312057475,60.0
2022-11-10 01:00:00,1,16270.0,time,-0.007972341733251342,0.001,-0.008972341733251343,60.0
2022-11-10 02:00:00,1,16140.29,time,0.004418755796828933,0.001,0.0034187557968289326,60.0
2022-11-10 03:00:00,1,16210.23,time,0.009830829050543999,0.001,0.008830829050543998,60.0
2022-11-10 04:00:00,1,16370.64,time,0.007882404108819241,0.001,0.006882404108819241,60.0
2022-11-10 05:00:00,1,16498.26,time,0.01383964127126136,0.001,0.01283964127126136,60.0
2022-11-10 06:00:00,1,16726.58,time,-0.001212441515241136,0.001,-0.002212441515241136,60.0
2022-11-10 07:00:00,1,16705.02,time,0.002818314494684726,0.001,0.001818314494684726,60.0
2022-11-10 08:00:00,1,16752.36,time,0.005499523649205251,0.001,0.004499523649205251,60.0
2022-12-13 14:00:00,1,17899.26,time,-0.001535258999533995,0.001,-0.002535258999533995,60.0
2023-03-03 02:00:00,-1,22150.31,time,-0.008950664798822228,0.001,-0.009950664798822229,60.0
2023-03-09 21:00:00,-1,20119.83,time,-0.00466107318004183,0.001,-0.00566107318004183,60.0
2023-03-13 15:00:00,1,23484.64,tp,0.03,0.001,0.028999999999999998,8.0
2023-03-13 16:00:00,1,23981.72,time,-0.0011075102202845466,0.001,-0.0021075102202845466,60.0
2023-03-13 17:00:00,1,23954.14,time,0.0064690279008137175,0.001,0.0054690279008137175,60.0
2023-03-14 12:00:00,1,24743.05,tp,0.03,0.001,0.028999999999999998,44.0
2023-03-14 13:00:00,1,25832.57,time,-0.002823180194614805,0.001,-0.003823180194614805,60.0
2023-03-14 14:00:00,1,25762.88,time,0.002052177396315802,0.001,0.0010521773963158019,60.0
2023-03-14 15:00:00,1,25819.65,time,0.0029055389983982938,0.001,0.0019055389983982937,60.0
2023-03-22 20:00:00,-1,26668.8,time,-0.024091447684185363,0.001,-0.025091447684185364,60.0
2023-03-27 15:00:00,-1,26960.38,time,0.002105311572017987,0.001,0.0011053115720179871,60.0
2023-03-27 16:00:00,-1,26903.63,time,-0.008990236633495075,0.001,-0.009990236633495075,60.0
2023-04-10 17:00:00,1,29036.85,time,0.004241162522794273,0.001,0.003241162522794273,60.0
2023-04-10 18:00:00,1,29160.0,time,0.0038799725651577077,0.001,0.0028799725651577077,60.0
2023-04-10 19:00:00,1,29273.14,time,-0.003418833784144759,0.001,-0.004418833784144759,60.0
2023-04-17 01:00:00,-1,29842.86,time,-0.00346347501546429,0.001,-0.00446347501546429,60.0
2023-04-19 09:00:00,-1,29168.47,time,-0.0011005033860191915,0.001,-0.0021005033860191915,60.0
2023-04-26 13:00:00,1,29965.45,time,-0.003950883434088226,0.001,-0.004950883434088226,60.0
2023-04-26 20:00:00,-1,27884.25,time,-0.01897630382742954,0.001,-0.019976303827429542,60.0
2023-05-01 02:00:00,-1,28504.36,time,-0.0015804599717377243,0.001,-0.0025804599717377244,60.0
2023-05-10 18:00:00,-1,27498.73,time,0.0024201117651614368,0.001,0.0014201117651614368,60.0
2023-06-05 16:00:00,-1,26007.53,time,0.0076316359146754165,0.001,0.0066316359146754164,60.0
2023-06-05 17:00:00,-1,25809.05,time,0.002044631631152649,0.001,0.001044631631152649,60.0
2023-06-10 05:00:00,-1,25765.29,time,0.009595467390431045,0.001,0.008595467390431044,60.0
2023-06-10 06:00:00,-1,25518.06,time,-0.00081314958895784,0.001,-0.00181314958895784,60.0
2023-06-14 21:00:00,-1,24934.21,time,-0.00750134052773288,0.001,-0.008501340527732881,60.0
2023-06-30 14:00:00,-1,30135.63,time,0.0014311962285176172,0.001,0.00043119622851761717,60.0
2023-07-14 19:00:00,-1,30091.82,time,-0.0007759583833746309,0.001,-0.0017759583833746309,60.0
2023-07-24 10:00:00,-1,29178.0,time,-0.005004112687641227,0.001,-0.006004112687641227,60.0
2023-08-14 03:00:00,-1,29320.0,time,-0.0027254433833561187,0.001,-0.0037254433833561187,60.0
2023-08-17 16:00:00,-1,27934.02,time,-0.00011920948005328391,0.001,-0.001119209480053284,60.0
2023-08-17 22:00:00,-1,26253.93,sl,-0.03,0.001,-0.031,58.0
2023-08-17 23:00:00,-1,26801.3,time,0.0066373646054481705,0.001,0.0056373646054481705,60.0
2023-08-29 16:00:00,1,27423.44,time,0.021023985320587135,0.001,0.020023985320587134,60.0
2023-08-29 17:00:00,1,27999.99,time,-0.0038542870908169213,0.001,-0.004854287090816921,60.0
2023-08-29 18:00:00,1,27892.08,time,0.002857800493903717,0.001,0.0018578004939037171,60.0
2023-08-29 19:00:00,1,27971.78,time,-0.005021132012335228,0.001,-0.006021132012335228,60.0
2023-08-31 17:00:00,-1,26234.22,time,-0.0036155067694025878,0.001,-0.004615506769402588,60.0
2023-09-11 15:00:00,-1,25147.76,time,0.001264128494943395,0.001,0.00026412849494339505,60.0
2023-09-18 11:00:00,1,27129.12,time,0.002501371220297699,0.001,0.001501371220297699,60.0
2023-09-18 13:00:00,1,27371.36,time,-0.004243486622513504,0.001,-0.005243486622513504,60.0
2023-09-28 17:00:00,1,27060.0,time,0.0037002956393201725,0.001,0.0027002956393201724,60.0
2023-11-14 19:00:00,-1,35230.0,time,-0.0018163497019585417,0.001,-0.0028163497019585417,60.0
2023-12-01 10:00:00,1,38705.25,time,-0.004243093637168127,0.001,-0.005243093637168127,60.0
2023-12-11 03:00:00,-1,41952.99,time,-0.008499751745942419,0.001,-0.00949975174594242,60.0
2023-12-24 23:00:00,-1,42977.29,time,-0.00033063974019764686,0.001,-0.0013306397401976469,60.0
2024-01-03 13:00:00,-1,42789.39,time,0.006076038943298778,0.001,0.005076038943298778,60.0
2024-01-09 22:00:00,-1,45439.44,time,-0.017926277260459145,0.001,-0.018926277260459146,60.0
2024-01-12 23:00:00,-1,42509.99,time,-0.006415903649942267,0.001,-0.007415903649942267,60.0
2024-03-05 20:00:00,-1,61410.98,time,-0.007740309631925735,0.001,-0.008740309631925736,60.0
2024-03-05 21:00:00,-1,61886.32,sl,-0.03,0.001,-0.031,21.0
2024-03-15 04:00:00,-1,68224.01,time,0.011374587920000456,0.001,0.010374587920000455,60.0
2024-04-01 06:00:00,-1,69167.47,time,-0.006469659798168159,0.001,-0.007469659798168159,60.0
2024-04-02 03:00:00,-1,66996.01,time,0.00435906556226251,0.001,0.0033590655622625096,60.0
2024-04-12 19:00:00,-1,66492.0,time,-0.005293569151175959,0.001,-0.006293569151175959,60.0
2024-04-13 20:00:00,-1,64788.01,tp,0.03,0.001,0.028999999999999998,7.0
2024-04-13 21:00:00,-1,61816.01,time,-0.017988867285352095,0.001,-0.018988867285352096,60.0
2024-04-13 22:00:00,-1,62928.0,time,-0.021698766844647777,0.001,-0.022698766844647777,60.0
2024-04-17 15:00:00,-1,61279.65,time,0.015905769696791694,0.001,0.014905769696791693,60.0
2024-04-17 16:00:00,-1,60304.95,time,0.0018240625354967177,0.001,0.0008240625354967177,60.0
2024-04-24 15:00:00,-1,65234.86,time,0.009576934786094449,0.001,0.008576934786094448,60.0
2024-05-01 08:00:00,-1,57500.0,time,0.005744521739130426,0.001,0.004744521739130426,60.0
2024-05-01 09:00:00,-1,57169.7,time,0.0009461305551716759,0.001,-5.386944482832414e-05,60.0
2024-05-10 15:00:00,-1,61063.87,time,0.00222471978929617,0.001,0.00122471978929617,60.0
2024-06-07 19:00:00,-1,69154.44,time,-0.0014541365673701456,0.001,-0.0024541365673701456,60.0
2024-06-14 17:00:00,-1,65293.39,time,-0.0018779848924983522,0.001,-0.0028779848924983522,60.0
2024-06-24 01:00:00,-1,63080.01,time,-0.0037409632623710554,0.001,-0.004740963262371055,60.0
2024-06-24 10:00:00,-1,61402.28,time,0.0038293366304964493,0.001,0.0028293366304964493,60.0
2024-07-04 02:00:00,-1,58561.1,time,-0.00701882307538626,0.001,-0.008018823075386261,60.0
2024-07-05 05:00:00,-1,53941.1,time,-0.016034526548401873,0.001,-0.017034526548401874,60.0
