date,contract,contract_group,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All
2024-10-22,BITCOIN,BITCOIN,34703.0,11972.0,4344.0,678.0,9743.0,528.0,526.0,3080.0,23612.0,2113.0,3906.0,805.0,1051.0,33069.0,33656.0,1634.0,1047.0,-867.0,206.0,-15.0,3.0,-428.0,-12.0,182.0,227.0,276.0,-313.0,143.0,44.0,-999.0,-980.0,-836.0,113.0,-31.0,34.5,12.5,2.0,28.1,1.5,1.5,8.9,68.0,6.1,11.3,2.3,3.0,95.3,97.0,4.7,3.0,139.0,8.0,7.0,6.0,18.0,0.0,7.0,27.0,47.0,28.0,15.0,12.0,7.0,94.0,93.0
2024-10-15,BITCOIN,BITCOIN,35570.0,11766.0,4359.0,675.0,10171.0,540.0,344.0,2853.0,23336.0,2427.0,3763.0,761.0,2050.0,34049.0,34491.0,1521.0,1079.0,5267.0,10564.0,145.0,-414.0,443.0,181.0,0.0,861.0,2411.0,917.0,-9182.0,-51.0,1902.0,5090.0,5089.0,177.0,178.0,33.1,12.3,1.9,28.6,1.5,1.0,8.0,65.6,6.8,10.6,2.1,5.8,95.7,97.0,4.3,3.0,138.0,8.0,8.0,5.0,16.0,4.0,4.0,28.0,49.0,28.0,12.0,12.0,8.0,93.0,90.0
2024-10-08,BITCOIN,BITCOIN,30303.0,1202.0,4215.0,1090.0,9728.0,359.0,343.0,1992.0,20925.0,1510.0,12946.0,812.0,148.0,28959.0,29402.0,1344.0,901.0,877.0,141.0,34.0,86.0,469.0,0.0,-1.0,-726.0,801.0,7.0,782.0,22.0,-3.0,754.0,945.0,123.0,-68.0,4.0,13.9,3.6,32.1,1.2,1.1,6.6,69.1,5.0,42.7,2.7,0.5,95.6,97.0,4.4,3.0,125.0,7.0,7.0,5.0,15.0,0.0,4.0,24.0,44.0,23.0,12.0,12.0,8.0,80.0,85.0
2024-10-01,BITCOIN,BITCOIN,29426.0,1061.0,4180.0,1003.0,9259.0,359.0,345.0,2718.0,20124.0,1504.0,12164.0,791.0,151.0,28205.0,28457.0,1221.0,969.0,-2733.0,21.0,422.0,-375.0,-55.0,-6.0,-65.0,684.0,-638.0,-1254.0,-795.0,-165.0,-571.0,-2410.0,-2652.0,-323.0,-81.0,3.6,14.2,3.4,31.5,1.2,1.2,9.2,68.4,5.1,41.3,2.7,0.5,95.8,96.7,4.2,3.3,125.0,8.0,7.0,5.0,15.0,0.0,0.0,27.0,42.0,25.0,12.0,10.0,6.0,81.0,83.0
2024-09-24,BITCOIN,BITCOIN,32159.0,1040.0,3758.0,1379.0,9314.0,365.0,410.0,2035.0,20762.0,2757.0,12959.0,956.0,722.0,30615.0,31109.0,1544.0,1050.0,-303.0,26.0,65.0,411.0,-2448.0,-51.0,-98.0,165.0,746.0,-236.0,2746.0,-198.0,-1072.0,-506.0,-433.0,203.0,130.0,3.2,11.7,4.3,29.0,1.1,1.3,6.3,64.6,8.6,40.3,3.0,2.2,95.2,96.7,4.8,3.3,122.0,7.0,6.0,6.0,15.0,0.0,5.0,23.0,50.0,30.0,7.0,11.0,4.0,79.0,88.0
2024-09-17,BITCOIN,BITCOIN,32462.0,1014.0,3693.0,968.0,11761.0,416.0,507.0,1870.0,20016.0,2994.0,10213.0,1154.0,1794.0,31121.0,31542.0,1341.0,920.0,2849.0,9.0,-69.0,-11.0,-6544.0,49.0,99.0,193.0,1102.0,634.0,7381.0,61.0,1059.0,2819.0,2925.0,30.0,-76.0,3.1,11.4,3.0,36.2,1.3,1.6,5.8,61.7,9.2,31.5,3.6,5.5,95.9,97.2,4.1,2.8,128.0,8.0,6.0,4.0,14.0,0.0,5.0,22.0,55.0,29.0,7.0,12.0,5.0,78.0,93.0
2024-09-10,BITCOIN,BITCOIN,29613.0,1005.0,3762.0,979.0,18306.0,367.0,409.0,1677.0,18913.0,2360.0,2832.0,1092.0,734.0,28301.0,28617.0,1312.0,996.0,1298.0,-195.0,-381.0,439.0,516.0,-4.0,159.0,-489.0,-29.0,630.0,-241.0,34.0,311.0,1131.0,1158.0,167.0,140.0,3.4,12.7,3.3,61.8,1.2,1.4,5.7,63.9,8.0,9.6,3.7,2.5,95.6,96.6,4.4,3.4,128.0,8.0,6.0,4.0,14.0,0.0,6.0,22.0,53.0,31.0,8.0,13.0,5.0,76.0,98.0
2024-09-03,BITCOIN,BITCOIN,28315.0,1200.0,4144.0,540.0,17789.0,371.0,249.0,2166.0,18943.0,1730.0,3073.0,1058.0,424.0,27171.0,27459.0,1144.0,856.0,-3662.0,48.0,-398.0,-441.0,-1647.0,-233.0,-88.0,-169.0,-1471.0,-910.0,-6.0,264.0,-162.0,-3375.0,-3440.0,-287.0,-222.0,4.2,14.6,1.9,62.8,1.3,0.9,7.6,66.9,6.1,10.9,3.7,1.5,96.0,97.0,4.0,3.0,131.0,9.0,6.0,4.0,15.0,0.0,0.0,22.0,52.0,24.0,11.0,13.0,5.0,73.0,94.0
2024-08-27,BITCOIN,BITCOIN,31977.0,1152.0,4542.0,981.0,19437.0,604.0,338.0,2334.0,20414.0,2640.0,3079.0,795.0,585.0,30546.0,30899.0,1431.0,1078.0,297.0,212.0,268.0,-62.0,516.0,-16.0,132.0,345.0,1214.0,-334.0,144.0,-176.0,-755.0,197.0,271.0,100.0,26.0,3.6,14.2,3.1,60.8,1.9,1.1,7.3,63.8,8.3,9.6,2.5,1.8,95.5,96.6,4.5,3.4,129.0,8.0,6.0,9.0,15.0,5.0,6.0,20.0,53.0,31.0,9.0,11.0,7.0,82.0,100.0
2024-08-20,BITCOIN,BITCOIN,31680.0,940.0,4274.0,1043.0,18921.0,620.0,205.0,1990.0,19199.0,2974.0,2935.0,970.0,1341.0,30349.0,30627.0,1331.0,1053.0,1677.0,72.0,87.0,298.0,199.0,21.0,30.0,-265.0,-464.0,227.0,44.0,348.0,1008.0,1613.0,1555.0,64.0,122.0,3.0,13.5,3.3,59.7,2.0,0.6,6.3,60.6,9.4,9.3,3.1,4.2,95.8,96.7,4.2,3.3,131.0,8.0,7.0,8.0,13.0,4.0,4.0,15.0,61.0,31.0,8.0,13.0,7.0,76.0,105.0
2024-08-13,BITCOIN,BITCOIN,30003.0,868.0,4187.0,745.0,18722.0,599.0,175.0,2255.0,19664.0,2747.0,2891.0,622.0,333.0,28736.0,29072.0,1267.0,931.0,558.0,-109.0,-29.0,135.0,885.0,-31.0,-19.0,349.0,393.0,138.0,-862.0,10.0,65.0,583.0,662.0,-25.0,-104.0,2.9,14.0,2.5,62.4,2.0,0.6,7.5,65.5,9.2,9.6,2.1,1.1,95.8,96.9,4.2,3.1,129.0,8.0,7.0,8.0,13.0,4.0,0.0,22.0,53.0,30.0,10.0,9.0,6.0,79.0,97.0
2024-08-06,BITCOIN,BITCOIN,29445.0,977.0,4216.0,610.0,17837.0,631.0,194.0,1906.0,19270.0,2609.0,3753.0,612.0,268.0,28153.0,28410.0,1292.0,1035.0,-778.0,-115.0,-5.0,87.0,-2006.0,-17.0,51.0,-898.0,-1161.0,602.0,2160.0,-131.0,-387.0,-506.0,-962.0,-272.0,184.0,3.3,14.3,2.1,60.6,2.1,0.7,6.5,65.4,8.9,12.7,2.1,0.9,95.6,96.5,4.4,3.5,127.0,8.0,7.0,5.0,14.0,5.0,0.0,22.0,50.0,29.0,10.0,9.0,7.0,74.0,97.0
2024-07-30,BITCOIN,BITCOIN,30223.0,1092.0,4221.0,523.0,19843.0,647.0,143.0,2804.0,20431.0,2007.0,1593.0,743.0,655.0,28659.0,29372.0,1564.0,851.0,-4414.0,-114.0,439.0,-705.0,-670.0,9.0,-43.0,872.0,-210.0,-3030.0,-475.0,-401.0,-100.0,-4264.0,-4041.0,-150.0,-373.0,3.6,14.0,1.7,65.7,2.1,0.5,9.3,67.6,6.6,5.3,2.5,2.2,94.8,97.2,5.2,2.8,134.0,8.0,7.0,5.0,15.0,5.0,0.0,30.0,48.0,27.0,7.0,13.0,7.0,81.0,95.0
2024-07-23,BITCOIN,BITCOIN,34637.0,1206.0,3782.0,1228.0,20512.0,638.0,186.0,1931.0,20641.0,5038.0,2067.0,1145.0,755.0,32923.0,33413.0,1714.0,1224.0,1491.0,65.0,-46.0,352.0,461.0,-23.0,18.0,197.0,58.0,1795.0,-849.0,-34.0,-712.0,1327.0,1408.0,164.0,83.0,3.5,10.9,3.5,59.2,1.8,0.5,5.6,59.6,14.5,6.0,3.3,2.2,95.1,96.5,4.9,3.5,122.0,8.0,5.0,7.0,14.0,5.0,4.0,24.0,46.0,33.0,8.0,10.0,8.0,83.0,91.0
