https://www.CryptoDataDownload.com
date,symbol,total_transactions,total_block_cnt,avg_block_difficulty,avg_secs_between_blocks,hashrate,avg_block_size_MB,avg_transactions_count_per_block,first_block,last_block
2025-07-16,btc,399196,131,16415263186309910,656.6,8.259684920034891e+20,1.4414,3047,905742,905872
2025-07-15,btc,418737,164,20582214610527044,519.57,1.0438061002652856e+21,1.4019,2553,905578,905741
2025-07-14,btc,457360,145,18183060760220210,561.38,9.660759952785409e+20,1.5741,3154,905433,905577
2025-07-13,btc,399761,137,17172890717985752,620.14,8.745302174738943e+20,1.4545,2918,905296,905432
2025-07-12,btc,395744,149,18352887023993824,582.3,9.146559474963592e+20,1.4841,2656,905147,905295
2025-07-11,btc,408758,150,17426818290944554,574.22,8.748070294526756e+20,1.5243,2725,904997,905146
2025-07-10,btc,446575,171,19882947043359556,503.01,9.986505671640142e+20,1.4485,2612,904826,904996
2025-07-09,btc,444726,164,19064237459221224,524.33,9.580450285556045e+20,1.4577,2712,904662,904825
2025-07-08,btc,354754,142,16491150194786456,608.55,8.25464142649401e+20,1.4736,2498,904520,904661
2025-07-07,btc,360355,151,17543776802964316,564.75,8.894732522405673e+20,1.263,2386,904369,904519
2025-07-06,btc,506401,160,18596403411142176,538.84,9.322440878901734e+20,1.5143,3165,904209,904368
2025-07-05,btc,427456,157,18245527875082890,549.58,9.140358028522801e+20,1.306,2723,904052,904208
2025-07-04,btc,366873,159,18479444899122412,537.3,9.349142635517797e+20,1.275,2307,903893,904051
2025-07-03,btc,361041,151,17543776802964316,571.41,8.791061650300444e+20,1.4949,2391,903742,903892
2025-07-02,btc,366147,153,17777693827003840,565.2,8.887744568185609e+20,1.3722,2393,903589,903741
2025-07-01,btc,325613,134,15555482098628360,631.15,7.959006336099764e+20,1.4706,2430,903455,903588
2025-06-30,btc,339268,145,16842025730845744,599.63,8.377452309588513e+20,1.3772,2340,903310,903454
2025-06-29,btc,380608,169,19894806080555936,511.39,9.945822107975474e+20,1.3041,2252,903141,903309
2025-06-28,btc,388943,145,18203246993075360,582.42,9.321960499859186e+20,1.7144,2682,902996,903140
2025-06-27,btc,335434,115,14410903869517994,737.55,7.361277913604695e+20,1.5837,2917,902881,902995
2025-06-26,btc,504341,157,19720184242498304,548.85,9.892146365100238e+20,1.5343,3212,902724,902880
2025-06-25,btc,387919,143,17950424118171534,593.68,9.145165004433576e+20,1.5909,2713,902581,902723
2025-06-24,btc,279124,117,14663726744421818,738.71,7.349775563633126e+20,1.4779,2386,902464,902580
2025-06-23,btc,290678,107,13399612369902696,809.59,6.706235000968239e+20,1.4573,2717,902357,902463
2025-06-22,btc,265421,107,13399612369902696,794.39,6.834617529577713e+20,1.4166,2481,902250,902356
2025-06-21,btc,309613,141,17697601243267710,611.56,8.877774624497338e+20,1.311,2196,902109,902249
2025-06-20,btc,353459,151,18961715617786830,564.94,9.610454025140944e+20,1.4394,2341,901958,902108
2025-06-19,btc,308332,127,15927841118940940,675.57,8.0366481875115e+20,1.5801,2428,901831,901957
2025-06-18,btc,441317,140,17571189805815798,614.38,8.837069001719862e+20,1.5107,3152,901691,901830
2025-06-17,btc,354536,118,14790138181873730,724.71,7.491733768261793e+20,1.5135,3005,901573,901690
2025-06-16,btc,361092,146,18329658430527270,593.33,9.150591459784655e+20,1.2807,2473,901427,901572
2025-06-15,btc,281934,136,17065544056008148,620.75,8.74642947088963e+20,1.1436,2073,901291,901426
2025-06-14,btc,273850,151,18967994942432680,572.73,9.482931700804544e+20,1.101,1814,901140,901290
2025-06-13,btc,351552,145,18285449061166456,594.47,9.174375396935134e+20,1.4266,2424,900995,901139
2025-06-12,btc,425413,148,18666395916607424,578.3,9.430838724387346e+20,1.4945,2874,900847,900994
2025-06-11,btc,347263,141,17777519920578502,611.46,8.919323247809495e+20,1.5754,2463,900706,900846
2025-06-10,btc,428797,169,21333023904694200,506.21,1.0773919075696742e+21,1.4272,2537,900537,900705
2025-06-09,btc,361275,140,17650537635431512,603.05,9.043768121420538e+20,1.3635,2581,900397,900536
2025-06-08,btc,307505,153,19301307342342370,562.31,9.699018825730967e+20,1.3305,2010,900244,900396
2025-06-07,btc,290718,143,18031484490872480,597.58,9.126595194992519e+20,1.1751,2033,900101,900243
2025-06-06,btc,298643,134,16888643924549572,643.74,8.472169467480699e+20,1.5769,2229,899967,900100
2025-06-05,btc,320509,134,16888643924549572,645.22,8.452720223941257e+20,1.3599,2392,899833,899966
2025-06-04,btc,337037,126,15872785643373662,685.21,7.959404471017058e+20,1.6676,2675,899707,899832
2025-06-03,btc,358895,144,18158466776019470,601.57,9.065971630166369e+20,1.8003,2492,899563,899706
2025-06-02,btc,346488,133,16761661639402584,632.47,8.623097114228954e+20,1.4465,2605,899430,899562
2025-06-01,btc,256072,133,16761661639402584,651.01,8.377548621350569e+20,1.2728,1925,899297,899429
2025-05-31,btc,299392,161,20317165623518284,535.99,1.017532613871901e+21,1.0651,1860,899136,899296
2025-05-30,btc,396232,155,18735401419323050,542.06,9.639418334582102e+20,1.419,2556,898981,899135
2025-05-29,btc,382859,159,19222035222422344,542.59,9.630002641183256e+20,1.4227,2408,898822,898980
2025-05-28,btc,541153,164,19830327476296470,528.15,9.893320630935842e+20,1.5767,3300,898658,898821
2025-05-27,btc,422984,141,17032183108475500,609.69,8.57030196241458e+20,1.3929,3000,898517,898657
2025-05-26,btc,358290,153,18492084517773400,564.3,9.259661926096171e+20,1.4641,2342,898364,898516
2025-05-25,btc,356355,151,18248767616223748,570.65,9.15650600527873e+20,1.4524,2360,898213,898363
2025-05-24,btc,395420,141,17032183108475500,616.87,8.470469585047346e+20,1.9174,2804,898072,898212
2025-05-23,btc,444625,155,18735401419323050,551.53,9.473949370517151e+20,1.8816,2869,897917,898071
2025-05-22,btc,467803,150,18127109165448924,568.05,9.198518535973367e+20,1.6639,3119,897767,897916
2025-05-21,btc,422191,144,17397158460799972,598.81,8.725940281731353e+20,1.7006,2932,897623,897766
2025-05-20,btc,569769,148,17883792263899276,586.41,8.910397886605476e+20,1.54,3850,897475,897622
2025-05-19,btc,585883,141,17032183108475500,605.21,8.63362084626294e+20,1.5392,4155,897334,897474
2025-05-18,btc,629314,162,19587010574746824,530.73,9.84523568075833e+20,1.5649,3885,897172,897333
2025-05-17,btc,291797,143,17046702525806012,599.19,8.604927995883812e+20,1.4959,2041,897029,897171
2025-05-16,btc,363786,136,16080694628272676,636.59,8.036543812589483e+20,1.612,2675,896893,897028
2025-05-15,btc,374153,146,17271857193329908,590.88,8.65834025310577e+20,1.6859,2563,896747,896892
2025-05-14,btc,326818,144,17033624680318464,598.08,8.554090726022363e+20,1.7275,2270,896603,896746
2025-05-13,btc,295785,130,15365997089238332,662.6,7.721141265716271e+20,1.5784,2275,896473,896602
2025-05-12,btc,378285,145,17152740936824184,590.3,8.666807213912482e+20,1.6455,2609,896328,896472
2025-05-11,btc,281756,149,17629205962847080,580.09,8.819258632664338e+20,1.539,1891,896179,896327
2025-05-10,btc,331074,150,17748322219352804,566.07,9.037805118442382e+20,1.9175,2207,896029,896178
2025-05-09,btc,334543,140,16557159654295568,620.17,8.24941814436274e+20,1.5385,2390,895889,896028
2025-05-08,btc,373813,159,18820368527904316,530.23,9.648575065473424e+20,1.6702,2351,895730,895888
2025-05-07,btc,343011,151,17867438475858528,569.75,8.979331864912824e+20,1.6128,2272,895579,895729
2025-05-06,btc,332218,138,16318927141284120,618.34,8.273731113007693e+20,1.6543,2407,895441,895578
2025-05-05,btc,402262,175,20726228631995892,494.76,1.0340404486553431e+21,1.4849,2299,895266,895440
2025-05-04,btc,347977,139,16438043397789844,614.9,8.320078580623185e+20,1.8914,2503,895127,895265
2025-05-03,btc,389717,164,19992488216418770,523.92,1.0054811304018077e+21,1.6711,2376,894963,895126
2025-05-02,btc,379268,159,19471033300374036,537.72,9.843155749109396e+20,1.6573,2385,894804,894962
2025-05-01,btc,331199,135,16513407988924820,627.75,8.431453923363001e+20,1.6677,2453,894669,894803
2025-04-30,btc,350729,132,16143704824993668,659.07,8.030842069497233e+20,1.5816,2657,894537,894668
2025-04-29,btc,467725,146,17868986256672380,581.47,9.10259528009694e+20,1.6012,3204,894391,894536
2025-04-28,btc,409765,141,17252814316787124,614.67,8.610903996857935e+20,1.6738,2906,894250,894390
2025-04-27,btc,441827,135,16513407988924820,643.99,8.218847819449241e+20,1.6033,3273,894115,894249
2025-04-26,btc,321357,133,16266939212970718,643.0,8.231534465070127e+20,1.8939,2416,893982,894114
2025-04-25,btc,392451,144,17622517480718272,596.08,8.879415327648203e+20,1.7315,2725,893838,893981
2025-04-24,btc,464739,141,17252814316787124,612.87,8.636194174327089e+20,1.6356,3296,893697,893837
2025-04-23,btc,418203,114,13925485841406754,758.83,6.975032218798462e+20,1.5722,3668,893583,893696
2025-04-22,btc,518267,155,18978095748465836,556.97,9.502914703758413e+20,1.7017,3344,893428,893582
2025-04-21,btc,444986,126,15404298497131362,685.86,7.717183579410389e+20,1.6515,3532,893302,893427
2025-04-20,btc,468737,123,15034595333200212,701.51,7.5449961750665e+20,1.6637,3811,893179,893301
2025-04-19,btc,545076,139,16925195583110842,623.96,8.44228758830566e+20,1.6494,3921,893040,893178
2025-04-18,btc,508733,136,16403552072806244,621.84,8.392423844634277e+20,1.6653,3741,892904,893039
2025-04-17,btc,557181,153,18469184556048510,567.11,9.202383254294274e+20,1.6875,3642,892751,892903
2025-04-16,btc,507129,148,17861645590389022,580.56,8.989147625256434e+20,1.6215,3427,892603,892750
2025-04-15,btc,442899,144,17375614417861428,602.62,8.660117398823417e+20,1.5092,3076,892459,892602
2025-04-14,btc,441688,149,17983153383520920,580.01,8.997583427829512e+20,1.4916,2964,892310,892458
2025-04-13,btc,455139,172,20777832625554576,498.39,1.047111899190598e+21,1.3317,2646,892138,892309
2025-04-12,btc,409511,144,17375614417861428,601.48,8.676529243075991e+20,1.4251,2844,891994,892137
2025-04-11,btc,405030,148,17861645590389022,582.24,8.963205980145049e+20,1.4232,2737,891846,891993
2025-04-10,btc,322464,144,17375614417861428,588.39,8.869467039769541e+20,1.3503,2239,891702,891845
2025-04-09,btc,317312,131,15796013107146754,658.37,7.926737358319233e+20,1.3898,2422,891571,891701
2025-04-08,btc,363972,153,18469184556048510,568.3,9.182994565073353e+20,1.2999,2379,891418,891570
2025-04-07,btc,309387,145,17497122210993328,588.76,8.863963349138552e+20,1.45,2134,891273,891417
2025-04-06,btc,279475,145,17497122210993328,587.07,8.889442341944635e+20,1.3132,1927,891128,891272
2025-04-05,btc,293474,164,18976489858147670,525.47,9.515645091021801e+20,1.1344,1789,890964,891127
2025-04-04,btc,429861,180,20362594077142864,477.46,1.0233039913771943e+21,1.4104,2388,890784,890963
2025-04-03,btc,392043,152,17177383830438954,566.71,8.621446225161502e+20,1.5851,2579,890632,890783
2025-04-02,btc,399055,172,19452534006656030,500.62,9.759595984266933e+20,1.3487,2320,890460,890631
2025-04-01,btc,356323,135,15243506180654436,640.61,7.626844728953737e+20,1.5722,2639,890325,890459
2025-03-31,btc,318279,148,16722353795195538,573.86,8.513948014711861e+20,1.4814,2151,890177,890324
2025-03-30,btc,305206,137,15471021198276144,625.57,7.810281284285855e+20,1.5575,2228,890040,890176
2025-03-29,btc,290139,141,15926051233519560,609.73,8.013152128861434e+20,1.6424,2058,889899,890039
2025-03-28,btc,397685,154,17404898848060662,559.84,8.727274688297077e+20,1.5566,2582,889745,889898
2025-03-27,btc,437476,148,16722353795195538,572.59,8.532863178827187e+20,1.6267,2956,889597,889744
2025-03-26,btc,515068,152,17177383830438954,567.71,8.60625983185275e+20,1.6199,3389,889445,889596
2025-03-25,btc,505859,149,16836111304006392,579.57,8.430160819171256e+20,1.5333,3395,889296,889444
2025-03-24,btc,483673,154,17404898848060662,558.45,8.748928682584719e+20,1.6106,3141,889142,889295
2025-03-23,btc,533755,156,17521461546867544,547.53,8.867298752391115e+20,1.6527,3422,888986,889141
2025-03-22,btc,413839,150,16710276124362040,575.7,8.366860124420264e+20,1.676,2759,888836,888985
2025-03-21,btc,321230,145,16149528603410296,587.5,8.198782174641108e+20,1.6531,2215,888691,888835
2025-03-20,btc,337973,142,15813080090839248,602.03,8.000926164406766e+20,1.6155,2380,888549,888690
2025-03-19,btc,441661,152,16934575132742740,568.83,8.467913143886571e+20,1.6077,2906,888397,888548
2025-03-18,btc,369237,142,15813080090839248,601.23,8.011496666334404e+20,1.602,2600,888255,888396
2025-03-17,btc,380493,140,15588781082458548,609.78,7.899256118366538e+20,1.648,2718,888115,888254
2025-03-16,btc,471115,145,16149528603410296,593.22,8.119791765386814e+20,1.6478,3249,887970,888114
2025-03-15,btc,473428,132,14691585048935756,650.02,7.410176659845411e+20,1.6407,3587,887838,887969
2025-03-14,btc,439189,142,15813080090839248,594.48,8.102486440216564e+20,1.6494,3093,887696,887837
2025-03-13,btc,532638,159,17719621662075190,544.09,8.852838360778683e+20,1.6201,3350,887537,887695
2025-03-12,btc,428828,153,17046724636933090,559.36,8.611315285402025e+20,1.7264,2803,887384,887536
2025-03-11,btc,376740,138,15364482074077852,627.98,7.670306513563706e+20,1.5727,2730,887246,887383
2025-03-10,btc,446224,154,17158874141123440,562.05,8.570093295071142e+20,1.5979,2898,887092,887245
2025-03-09,btc,300380,159,17552027617799154,546.27,8.734258440150174e+20,1.7054,1889,886933,887091
2025-03-08,btc,292451,137,15037306248929570,631.65,7.518245781231251e+20,1.642,2135,886796,886932
2025-03-07,btc,313588,142,15590148390434336,610.74,7.775643620863334e+20,1.5554,2208,886654,886795
2025-03-06,btc,370349,170,18686064382861010,507.76,9.352542233643133e+20,1.6978,2179,886484,886653
2025-03-05,btc,309176,134,14705600964026712,638.41,7.438560718948616e+20,1.7938,2307,886350,886483
2025-03-04,btc,304773,146,16032422103638144,594.16,7.992609498310372e+20,1.7643,2087,886204,886349
2025-03-03,btc,374224,150,16474695816841956,566.76,8.379016394292776e+20,1.758,2495,886054,886203
2025-03-02,btc,264912,126,13821053537619088,676.64,7.018322646055698e+20,1.7601,2102,885928,886053
2025-03-01,btc,290895,144,15811285247036240,584.34,8.126969009543793e+20,1.7538,2020,885784,885927
2025-02-28,btc,386183,156,17138106386647672,551.4,8.61240086185551e+20,1.7122,2476,885628,885783
2025-02-27,btc,325162,150,16474695816841956,560.47,8.473030744208384e+20,1.603,2168,885478,885627
2025-02-26,btc,403575,157,17248674814948624,537.16,8.840709599334487e+20,1.4706,2571,885321,885477
2025-02-25,btc,497063,147,16142990531939098,585.64,8.108815540128657e+20,1.6213,3381,885174,885320
2025-02-24,btc,514086,130,14263327250822900,663.55,7.156770493987003e+20,1.7081,3955,885044,885173
2025-02-23,btc,572814,129,14541433803391072,655.64,7.44202743291551e+20,1.7326,4440,884915,885043
2025-02-22,btc,551849,139,15755083358864252,614.96,7.973554206336628e+20,1.7503,3970,884776,884914
2025-02-21,btc,459909,129,14613410651700168,669.53,7.323701380638304e+20,1.7014,3565,884647,884775
2025-02-20,btc,480465,130,14727577922416582,662.76,7.398529232486999e+20,1.6945,3696,884517,884646
2025-02-19,btc,448569,126,14270908839550948,674.42,7.270656301163512e+20,1.7234,3560,884391,884516
2025-02-18,btc,422709,140,15869250629580660,616.9,7.948537296770382e+20,1.7864,3019,884251,884390
2025-02-17,btc,333466,137,15526748817431436,629.61,7.788066659356825e+20,1.7308,2434,884114,884250
2025-02-16,btc,300091,151,17125090607461144,567.19,8.64510679487093e+20,1.4039,1987,883963,884113
2025-02-15,btc,306930,160,18152596043908812,541.5,9.055356262176512e+20,1.844,1918,883803,883962
2025-02-14,btc,346002,152,17239257878177552,570.54,8.594350542539109e+20,1.7718,2276,883651,883802
2025-02-13,btc,379906,158,17924261502475996,549.29,8.926833214448941e+20,1.7881,2404,883493,883650
2025-02-12,btc,386539,133,15070079734565806,641.39,7.645075134128545e+20,1.6893,2906,883360,883492
2025-02-11,btc,337513,124,14042574298118132,685.5,7.153137881548879e+20,1.6675,2722,883236,883359
2025-02-10,btc,359435,139,15755083358864252,607.46,8.072095309746721e+20,1.6841,2586,883097,883235
2025-02-09,btc,385420,143,15890475087553082,596.37,8.059263948200749e+20,1.8484,2695,882954,883096
2025-02-08,btc,469138,160,17188763981378410,542.52,8.558448777960008e+20,1.7986,2932,882794,882953
2025-02-07,btc,498394,173,18594134621365330,494.26,9.393998576239566e+20,1.7349,2881,882621,882793
2025-02-06,btc,428326,145,15567182473701200,592.97,7.830294964738313e+20,1.7654,2954,882476,882620
2025-02-05,btc,381126,144,15459077039856052,590.57,7.862101137052993e+20,1.9081,2647,882332,882475
2025-02-04,btc,308619,131,14053706399869138,626.43,7.411981110936667e+20,1.8407,2356,882201,882331
2025-02-03,btc,360484,153,16432025944462378,565.2,8.214898445890448e+20,1.6896,2356,882048,882200
2025-02-02,btc,383258,171,18377923753675030,500.36,9.279526632700746e+20,1.678,2241,881877,882047
2025-02-01,btc,357437,184,19783294393661948,465.52,9.974011319159317e+20,1.8757,1943,881693,881876
2025-01-31,btc,328684,125,13405073796798260,688.86,6.74022800052858e+20,1.7346,2629,881568,881692
2025-01-30,btc,335134,145,15567182473701200,598.26,7.761034906430839e+20,1.7439,2311,881423,881567
2025-01-29,btc,355332,155,16648236812152672,546.26,8.49978991063894e+20,1.7883,2292,881268,881422
2025-01-28,btc,305953,148,15891498775236640,551.69,8.416171486851145e+20,1.9123,2067,881120,881267
2025-01-27,btc,332102,156,16819697031294380,551.61,8.449227321727464e+20,1.7796,2129,880964,881119
2025-01-26,btc,309651,137,15021459402952332,633.6,7.487225901875612e+20,1.7768,2260,880827,880963
2025-01-25,btc,338988,128,14027392236580490,677.42,7.002881591068148e+20,1.7152,2648,880699,880826
2025-01-24,btc,369243,140,15352815125076282,601.12,7.891694057127768e+20,1.6982,2637,880559,880698
2025-01-23,btc,326010,136,14911007495577686,632.69,7.497955761291259e+20,1.696,2397,880423,880558
2025-01-22,btc,432369,150,16457334198822778,560.23,8.467650453822844e+20,1.76,2882,880273,880422
2025-01-21,btc,324412,133,14579651773453736,653.15,7.263051817998075e+20,1.8047,2439,880140,880272
2025-01-20,btc,350291,152,16678238013572078,567.35,8.361443541869509e+20,1.9922,2305,879988,880139
2025-01-19,btc,388509,150,16457334198822778,574.23,8.261206877349048e+20,1.6903,2590,879838,879987
2025-01-18,btc,360666,130,14248296051329786,654.23,7.251050472082489e+20,1.6774,2774,879708,879837
2025-01-17,btc,425661,150,16457334198822778,573.32,8.274359047502042e+20,1.6856,2838,879558,879707
2025-01-16,btc,375439,128,14027392236580490,661.14,7.175274329098732e+20,1.6028,2933,879430,879557
2025-01-15,btc,354014,139,15242363217701632,615.91,7.702180283046477e+20,1.6533,2547,879291,879429
2025-01-14,btc,352684,154,16899141828321374,557.21,8.513631365829467e+20,1.8244,2290,879137,879290
2025-01-13,btc,408248,128,14027392236580490,672.46,7.054540983147642e+20,1.7296,3189,879009,879136
2025-01-12,btc,380525,172,18794839376012356,497.09,9.496514294030343e+20,1.8431,2212,878837,879008
2025-01-11,btc,361190,138,15040144357050016,622.02,7.580286579045116e+20,1.7362,2617,878699,878836
2025-01-10,btc,408769,142,15479272659445636,606.44,7.775058455137058e+20,1.7248,2879,878557,878698
2025-01-09,btc,534013,152,16577093415434688,561.21,8.401646635359726e+20,1.7228,3513,878405,878556
2025-01-08,btc,399976,125,13612977374264252,687.8,6.855358099552443e+20,1.6428,3200,878280,878404
2025-01-07,btc,352121,134,14601016054654392,642.97,7.333320054155594e+20,1.6798,2628,878146,878279
2025-01-06,btc,366260,133,14491233979055488,653.02,7.220429009469631e+20,1.6768,2754,878013,878145
2025-01-05,btc,433954,156,17016221717830310,538.06,8.76308342680649e+20,1.7188,2782,877857,878012
2025-01-04,btc,432272,149,16247747188637972,569.66,8.277018480473968e+20,1.8139,2901,877708,877856
2025-01-03,btc,409341,142,15479272659445636,609.01,7.742281336693368e+20,1.7351,2883,877566,877707
2025-01-02,btc,402440,167,18223824549418270,517.07,9.1188492261567e+20,1.7095,2410,877399,877565
2025-01-01,btc,292213,140,15259708508247824,612.35,7.699983433323231e+20,1.8116,2087,877259,877398
2024-12-31,btc,312513,129,14052105676659870,673.14,7.004634795059317e+20,1.7306,2423,877130,877258
2024-12-30,btc,374721,159,17345567944627028,531.76,8.866986485362544e+20,1.7591,2357,876971,877129
2024-12-29,btc,419112,158,17051909385465500,546.79,8.531252841708383e+20,1.7152,2653,876813,876970
2024-12-28,btc,298580,143,15410215963360346,605.21,7.701463065735376e+20,1.6858,2088,876670,876812
2024-12-27,btc,348241,158,17038055677799820,543.96,8.56863913299189e+20,1.5463,2204,876512,876669
2024-12-26,btc,298916,131,14107944191808768,647.48,7.198645517875306e+20,1.621,2282,876381,876511
2024-12-25,btc,405831,151,16278397144394732,559.12,8.336336071740731e+20,1.6182,2688,876230,876380
2024-12-24,btc,326570,132,14216466839438066,631.6,7.379743547789431e+20,1.5612,2474,876098,876229
2024-12-23,btc,220731,108,11611923296334910,633.97,7.35207942823306e+20,1.7005,2044,875959,876066
2024-12-22,btc,336217,155,16712487734911926,553.38,8.422758270408449e+20,1.6411,2169,875804,875958
2024-12-21,btc,330225,145,15627261258618944,586.28,7.95008303604574e+20,1.6189,2277,875659,875803
2024-12-20,btc,398670,151,16278397144394732,570.89,8.164514073601902e+20,1.5462,2640,875508,875658
2024-12-19,btc,437574,145,15627261258618944,591.58,7.878876840848027e+20,1.5574,3018,875363,875507
2024-12-18,btc,414366,144,15518738610989644,585.14,7.965637861891005e+20,1.5915,2878,875219,875362
2024-12-17,btc,419707,136,14650557429955258,631.19,7.384453301783531e+20,1.6135,3086,875083,875218
2024-12-16,btc,412747,148,15916005098164390,587.05,7.921332303508271e+20,1.5993,2789,874935,875082
2024-12-15,btc,378527,137,14133070320762942,623.51,7.15839886077869e+20,1.5014,2763,874798,874934
2024-12-14,btc,517482,159,16419302284415770,533.81,8.361239517050085e+20,1.5554,3255,874639,874797
2024-12-13,btc,523585,170,17562418266242186,509.9,8.753323209379181e+20,1.6034,3080,874469,874638
2024-12-12,btc,474978,148,15276186302589356,583.43,7.650146982093238e+20,1.5808,3209,874321,874468
2024-12-11,btc,481168,142,14652668494320402,603.37,7.397323771053269e+20,1.5716,3389,874179,874320
2024-12-10,btc,442102,154,15899704110858310,562.82,7.930219849987597e+20,1.6002,2871,874025,874178
2024-12-09,btc,403264,167,17250659362107708,511.33,8.728810663716124e+20,1.5129,2415,873858,874024
2024-12-08,btc,420320,146,15068347033166372,593.18,7.524393125556987e+20,1.5827,2879,873712,873857
2024-12-07,btc,456101,142,14652668494320402,598.41,7.458605762567044e+20,1.4754,3212,873570,873711
2024-12-06,btc,414643,136,14029150686051448,630.36,7.080629790035833e+20,1.5558,3049,873434,873569
2024-12-05,btc,512490,155,16003623745569802,554.01,8.056335193594707e+20,1.5971,3306,873279,873433
2024-12-04,btc,502912,147,15172266667877864,588.62,7.582721164645014e+20,1.5577,3421,873132,873278
2024-12-03,btc,439519,157,16211463014992786,551.67,8.090599984860281e+20,1.5477,2799,872975,873131
2024-12-02,btc,311811,127,12965086027362712,654.31,6.754317586374757e+20,1.5333,2455,872848,872974
2024-12-01,btc,698223,158,16059436984301834,539.6,8.14178460518541e+20,1.5747,4419,872690,872847
2024-11-30,btc,640943,164,16673173429561776,526.56,8.343322218397295e+20,1.6343,3908,872526,872689
2024-11-29,btc,341781,121,12274728905198852,715.7,6.138461088805244e+20,1.5042,2825,872405,872525
2024-11-28,btc,523480,142,14422806463608654,606.11,7.24839190715491e+20,1.6395,3686,872263,872404
2024-11-27,btc,462119,133,13502201795718740,641.09,6.852844953748873e+20,1.6403,3475,872130,872262
2024-11-26,btc,475689,139,14115938240978682,624.5,7.034902483999861e+20,1.5462,3422,871991,872129
2024-11-25,btc,604870,169,17184620467278394,508.71,8.636078688235157e+20,1.6561,3579,871822,871990
2024-11-24,btc,463289,134,13604491203262064,634.69,6.921937687673876e+20,1.6318,3457,871688,871821
2024-11-23,btc,444699,138,14013648833435358,625.65,7.02197580759659e+20,1.5987,3222,871550,871687
2024-11-22,btc,540305,143,14525095871151978,597.38,7.354271200294994e+20,1.584,3778,871407,871549
2024-11-21,btc,498512,144,14627385278695302,601.27,7.306747002010696e+20,1.5927,3462,871263,871406
2024-11-20,btc,664866,147,14934253501325272,582.62,7.540632759442e+20,1.5436,4523,871116,871262
2024-11-19,btc,810805,175,17798356912538338,490.6,8.954988152135291e+20,1.576,4633,870941,871115
2024-11-18,btc,673308,156,15773895119007328,553.28,7.899946788249552e+20,1.5985,4316,870785,870940
2024-11-17,btc,598496,150,15145379704264996,574.42,7.600237242992044e+20,1.7047,3990,870635,870784
2024-11-16,btc,602655,157,15856907609834494,548.44,7.960271588191673e+20,1.6704,3839,870478,870634
2024-11-15,btc,562223,150,15145379704264996,575.23,7.589507579754788e+20,1.606,3748,870328,870477
2024-11-14,btc,503566,127,12807502300250944,677.14,6.44723435572229e+20,1.5711,3965,870201,870327
2024-11-13,btc,570979,138,13925617580431576,629.39,6.936431248643828e+20,1.5644,4138,870063,870200
2024-11-12,btc,503677,146,14738792329653856,569.08,7.671465399662974e+20,1.6059,3450,869917,870062
2024-11-11,btc,462458,136,13722323893126004,630.52,6.923981713592057e+20,1.6282,3400,869781,869916
2024-11-10,btc,558278,148,14942086016959428,582.11,7.499797917127457e+20,1.6375,3772,869633,869780
2024-11-09,btc,577368,139,14027264424084360,612.63,7.12615378609543e+20,1.5508,4154,869494,869632
2024-11-08,btc,497146,142,14332204955042716,602.82,7.242094115329492e+20,1.6261,3501,869352,869493
2024-11-07,btc,553047,156,15755260766181708,547.76,7.970075230639946e+20,1.6975,3545,869196,869351
2024-11-06,btc,501641,153,15450320235223354,564.02,7.740329650069559e+20,1.6655,3279,869043,869195
2024-11-05,btc,462011,138,13925617580431576,622.09,7.017737581348196e+20,1.7441,3348,868904,869042
2024-11-04,btc,456826,151,14398698633190080,566.67,7.275436728333937e+20,1.7856,3025,868753,868903
2024-11-03,btc,455402,132,12533124146477336,651.89,6.303424982824697e+20,1.7792,3450,868621,868752
2024-11-02,btc,544612,141,13394178477151352,591.52,6.946682105001889e+20,1.7361,3862,868480,868620
2024-11-01,btc,547888,153,14542250918050040,557.15,7.375216042987814e+20,1.7643,3581,868327,868479
2024-10-31,btc,562237,158,15020614435091160,546.39,7.520405642607252e+20,1.7296,3558,868169,868326
2024-10-30,btc,682099,169,16073014172581624,502.74,8.173463203810392e+20,1.724,4036,868000,868168
2024-10-29,btc,614981,157,14924941731682936,541.69,7.58569258642003e+20,1.7057,3917,867843,867999
2024-10-28,btc,702824,168,15977341469173400,500.46,8.210651146502548e+20,1.7032,4183,867675,867842
2024-10-27,btc,700814,161,15307632545315832,535.93,7.667325320860748e+20,1.7306,4353,867514,867674
2024-10-26,btc,597744,146,13872541994192472,595.07,6.905269070805272e+20,1.72,4094,867368,867513
2024-10-25,btc,524014,153,14542250918050040,559.72,7.341407443051694e+20,1.7489,3425,867215,867367
2024-10-24,btc,681834,147,13968214697600696,586.87,7.00174192193335e+20,1.5801,4638,867068,867214
2024-10-23,btc,665187,151,14350905511233592,557.61,7.369105214932024e+20,1.6046,4405,866917,867067
2024-10-22,btc,700174,138,12744849480952836,618.12,6.46395518736169e+20,1.5767,5074,866779,866916
2024-10-21,btc,835011,171,15648431073242532,504.86,7.830810781372628e+20,1.5793,4883,866608,866778
2024-10-20,btc,778073,173,15832530262339502,498.89,7.924599947520476e+20,1.5812,4498,866435,866607
2024-10-19,btc,735561,173,15832530262339502,500.09,7.905621076519033e+20,1.6873,4252,866262,866434
2024-10-18,btc,474279,136,12426695264045536,632.72,6.248434123937116e+20,1.5122,3487,866126,866261
2024-10-17,btc,653027,157,14359736749563734,545.47,7.247820024742706e+20,1.6181,4159,865969,866125
