https://www.CryptoDataDownload.com
Date,Total Supply,Marketcap
2023-09-17,19488737.5,517133649563.0
2023-09-16,19487806.25,517810499869.0
2023-09-15,19486837.5,518486285363.0
2023-09-14,19485662.5,516935140463.0
2023-09-13,19484650.0,511004430900.0
2023-09-12,19483731.25,503537550425.0
2023-09-11,19482850.0,490091091750.0
2023-09-10,19481856.25,503333238075.0
2023-09-09,19480937.5,504536800313.0
2023-09-08,19479993.75,504687678075.0
2023-09-07,19479162.5,511230619813.0
2023-09-06,19478250.0,501525981000.0
2023-09-05,19477406.25,502185965344.0
2023-09-04,19476631.25,502867142244.0
2023-09-03,19475700.0,505783929000.0
2023-09-02,19474712.5,503810812375.0
2023-09-01,19473762.5,502384124975.0
2023-08-31,19472818.75,504969135825.0
2023-08-30,19471918.75,531583381875.0
2023-08-29,19471131.25,539856585038.0
2023-08-28,19470143.75,508229162307.0
2023-08-27,19469406.25,507956809063.0
2023-08-26,19468681.25,506341461950.0
2023-08-25,19467825.0,507097905600.0
2023-08-24,19466981.25,509411965350.0
2023-08-23,19466112.5,514508819488.0
2023-08-22,19465225.0,506913389450.0
2023-08-21,19464331.25,508505653907.0
2023-08-20,19463300.0,509782753600.0
2023-08-19,19462287.5,507907316888.0
2023-08-18,19461412.5,506989257038.0
2023-08-17,19460543.75,518467806588.0
2023-08-16,19459568.75,558509082694.0
2023-08-15,19458550.0,567644820600.0
2023-08-14,19457481.25,572205608600.0
2023-08-13,19456412.5,569761583650.0
2023-08-12,19455568.75,572285554782.0
2023-08-11,19454525.0,571924125950.0
2023-08-10,19453581.25,572382721119.0
2023-08-09,19452787.5,575121662438.0
2023-08-08,19451775.0,578962631100.0
2023-08-07,19450993.75,567599448619.0
2023-08-06,19450081.25,564869259663.0
2023-08-05,19449056.25,564975635007.0
2023-08-04,19448093.75,565492221969.0
2023-08-03,19447337.5,567395518900.0
2023-08-02,19446393.75,567134627325.0
2023-08-01,19445431.25,577451526400.0
2023-07-31,19444562.5,568384006438.0
2023-07-30,19443681.25,569291543319.0
2023-07-29,19442631.25,570835653500.0
2023-07-28,19441806.25,569975433832.0
2023-07-27,19440931.25,568044570194.0
2023-07-26,19440068.75,570643778088.0
2023-07-25,19439168.75,568090267550.0
2023-07-24,19438306.25,567151461457.0
2023-07-23,19437368.75,584773238844.0
2023-07-22,19436450.0,578992409050.0
2023-07-21,19435612.5,581280298650.0
2023-07-20,19434912.5,579277001975.0
2023-07-19,19434112.5,581449211888.0
2023-07-18,19433187.5,580430444250.0
2023-07-17,19432175.0,585957804950.0
2023-07-16,19431325.0,587855875225.0
2023-07-15,19430356.25,588759224732.0
2023-07-14,19429493.75,589315974932.0
2023-07-13,19428631.25,611438454069.0
2023-07-12,19427881.25,590257888138.0
2023-07-11,19426981.25,594873592857.0
2023-07-10,19426137.5,590962528888.0
2023-07-09,19425175.0,585999254225.0
2023-07-08,19424118.75,588414829294.0
2023-07-07,19423006.25,589449393675.0
2023-07-06,19421912.5,580948246700.0
2023-07-05,19421043.75,592361255419.0
2023-07-04,19420068.75,597574935507.0
2023-07-03,19419187.5,605063044125.0
2023-07-02,19418331.25,594511629550.0
2023-07-01,19417262.5,594012894400.0
2023-06-30,19416431.25,591599243757.0
2023-06-29,19415443.75,591083769525.0
2023-06-28,19414531.25,583969685469.0
2023-06-27,19413856.25,595927731450.0
2023-06-26,19412981.25,587708594363.0
2023-06-25,19412068.75,591621619294.0
2023-06-24,19411112.5,592970664650.0
2023-06-23,19410200.0,596203703200.0
2023-06-22,19409418.75,580128117019.0
2023-06-21,19408562.5,582431552063.0
2023-06-20,19407806.25,549532033969.0
2023-06-19,19406956.25,520921519663.0
2023-06-18,19406068.75,511155850875.0
2023-06-17,19405125.0,514371648375.0
2023-06-16,19404250.0,510972115250.0
2023-06-15,19403293.75,496200431069.0
2023-06-14,19402368.75,487523319582.0
2023-06-13,19401612.5,503161418575.0
2023-06-12,19400693.75,502594372288.0
2023-06-11,19399712.5,503247941963.0
2023-06-10,19398693.75,501592024294.0
2023-06-09,19397731.25,513729514425.0
2023-06-08,19396675.0,514205854250.0
2023-06-07,19395712.5,511038232950.0
2023-06-06,19394868.75,528238645275.0
2023-06-05,19393925.0,499180235575.0
2023-06-04,19393062.5,526036820313.0
2023-06-03,19392137.5,525061514950.0
2023-06-02,19391325.0,528432997575.0
2023-06-01,19390300.0,520164187800.0
2023-05-31,19389475.0,527762120025.0
2023-05-30,19388593.75,537180378438.0
2023-05-29,19387631.25,537987379557.0
2023-05-28,19386618.75,544221161550.0
2023-05-27,19385618.75,520930347050.0
2023-05-26,19384712.5,517920748575.0
2023-05-25,19383756.25,513243097988.0
2023-05-24,19382812.5,510252539063.0
2023-05-23,19381931.25,527692460213.0
2023-05-22,19380968.75,520495296750.0
2023-05-21,19380068.75,518416839063.0
2023-05-20,19379125.0,525464974375.0
2023-05-19,19378306.25,521140789982.0
2023-05-18,19377368.75,519662275138.0
2023-05-17,19376487.5,530993263450.0
2023-05-16,19375487.5,523855055538.0
2023-05-15,19374531.25,526328515938.0
2023-05-14,19373612.5,521789505463.0
2023-05-13,19372525.0,518970572225.0
2023-05-12,19371618.75,519372470307.0
2023-05-11,19370737.5,522835575863.0
2023-05-10,19369793.75,534954963788.0
2023-05-09,19368731.25,535545419063.0
2023-05-08,19367787.5,536294035875.0
2023-05-07,19366931.25,551415266550.0
2023-05-06,19366062.5,559892232938.0
2023-05-05,19365131.25,572181533044.0
2023-05-04,19364387.5,558681943763.0
2023-05-03,19363475.0,562179769675.0
2023-05-02,19362593.75,555319188750.0
2023-05-01,19361787.5,543659631213.0
2023-04-30,19360650.0,566008602750.0
2023-04-29,19359725.0,566213877075.0
2023-04-28,19358868.75,567853697044.0
2023-04-27,19357950.0,570769155750.0
2023-04-26,19357137.5,550284704850.0
2023-04-25,19356325.0,547783997500.0
2023-04-24,19355543.75,532509719650.0
2023-04-23,19354662.5,534111266350.0
2023-04-22,19353743.75,538363089894.0
2023-04-21,19352812.5,527441551875.0
2023-04-20,19351906.25,546459128688.0
2023-04-19,19351075.0,557833439025.0
2023-04-18,19350206.25,588149518969.0
2023-04-17,19349168.75,569794321350.0
2023-04-16,19348200.0,586830906000.0
2023-04-15,19347425.0,586846095100.0
2023-04-14,19346437.5,590027650875.0
2023-04-13,19345562.5,588298555625.0
2023-04-12,19344675.0,578463816525.0
2023-04-11,19343675.0,585068794050.0
2023-04-10,19342712.5,573550111050.0
2023-04-09,19341943.75,548150685875.0
2023-04-08,19341031.25,540949303032.0
2023-04-07,19340112.5,540188682238.0
2023-04-06,19339225.0,542484600475.0
2023-04-05,19338225.0,545009195175.0
2023-04-04,19337356.25,544888024413.0
2023-04-03,19336343.75,537859737750.0
2023-04-02,19335525.0,544991107650.0
2023-04-01,19334593.75,550436549469.0
2023-03-31,19333718.75,550546975125.0
2023-03-30,19332837.5,542073430663.0
2023-03-29,19331868.75,548116474669.0
2023-03-28,19330950.0,527193668400.0
2023-03-27,19330112.5,524657913475.0
2023-03-26,19329187.5,541294566750.0
2023-03-25,19328287.5,531508577963.0
2023-03-24,19327381.25,531367692707.0
2023-03-23,19326368.75,547767269482.0
2023-03-22,19325225.0,527965147000.0
2023-03-21,19324231.25,544788727400.0
2023-03-20,19323325.0,537478284875.0
2023-03-19,19322362.5,542069557575.0
2023-03-18,19321437.5,521292383750.0
2023-03-17,19320425.0,530654793050.0
2023-03-16,19319506.25,483953631563.0
2023-03-15,19318668.75,470757320100.0
2023-03-14,19317750.0,478114312500.0
2023-03-13,19316837.5,467641319038.0
2023-03-12,19315856.25,428483639194.0
2023-03-11,19314850.0,398233577300.0
2023-03-10,19313818.75,390525415125.0
2023-03-09,19312968.75,393347234532.0
2023-03-08,19312125.0,419150361000.0
2023-03-07,19311293.75,428710721250.0
2023-03-06,19310262.5,432685051838.0
2023-03-05,19309437.5,433072064250.0
2023-03-04,19308468.75,431486351157.0
2023-03-03,19307518.75,431696811732.0
2023-03-02,19306468.75,453045595688.0
2023-03-01,19305568.75,456267811838.0
2023-02-28,19304506.25,446629056600.0
2023-02-27,19303650.0,453500649450.0
2023-02-26,19302775.0,454811984550.0
2023-02-25,19301725.0,447047252725.0
2023-02-24,19301056.25,447572193382.0
2023-02-23,19300212.5,462027787038.0
2023-02-22,19299143.75,466807689025.0
2023-02-21,19298268.75,471842670938.0
2023-02-20,19297225.0,479400960675.0
2023-02-19,19296306.25,468823056650.0
2023-02-18,19295293.75,475436038000.0
2023-02-17,19294243.75,474252511375.0
2023-02-16,19293212.5,453795651213.0
2023-02-15,19292093.75,469415225125.0
2023-02-14,19291075.0,428474066825.0
2023-02-13,19290112.5,420331551375.0
2023-02-12,19289137.5,420291016988.0
2023-02-11,19288125.0,421792717500.0
2023-02-10,19287200.0,417355720800.0
2023-02-09,19286281.25,420479503813.0
2023-02-08,19285268.75,442809055769.0
2023-02-07,19284406.25,448401014125.0
2023-02-06,19283518.75,438950737307.0
2023-02-05,19282593.75,442284852844.0
2023-02-04,19281643.75,449840748688.0
2023-02-03,19280793.75,451826120738.0
2023-02-02,19279962.5,453040558825.0
2023-02-01,19279056.25,457588400094.0
2023-01-31,19278200.0,445846931400.0
2023-01-30,19277481.25,440124174419.0
2023-01-29,19276618.75,457742588838.0
2023-01-28,19275612.5,443975182713.0
2023-01-27,19274562.5,444914726188.0
2023-01-26,19273600.0,443485536000.0
2023-01-25,19272631.25,444311240838.0
2023-01-24,19271537.5,436249794388.0
2023-01-23,19270731.25,441723701713.0
2023-01-22,19269743.75,437750768769.0
2023-01-21,19268800.0,439001070400.0
2023-01-20,19267937.5,436958286625.0
2023-01-19,19267112.5,406266334175.0
2023-01-18,19266206.25,398232483188.0
2023-01-17,19265331.25,407153510638.0
2023-01-16,19264356.25,408192444582.0
2023-01-15,19263437.5,402316892188.0
2023-01-14,19262418.75,403740297000.0
2023-01-13,19261350.0,383897966850.0
2023-01-12,19260356.25,363115496382.0
2023-01-11,19259412.5,345321266125.0
2023-01-10,19258493.75,335983681963.0
2023-01-09,19257437.5,330823518813.0
2023-01-08,19256487.5,329651809513.0
2023-01-07,19255531.25,326284977032.0
2023-01-06,19254568.75,326364940313.0
2023-01-05,19253443.75,323958444538.0
2023-01-04,19252462.5,324384740663.0
2023-01-03,19251568.75,320923651063.0
2023-01-02,19250606.25,320965358007.0
2023-01-01,19249631.25,319832623219.0
2022-12-31,19248662.5,318141893800.0
2022-12-30,19247687.5,319569355563.0
2022-12-29,19246700.0,320034127600.0
2022-12-28,19245818.75,318325842125.0
2022-12-27,19244768.75,321387638125.0
2022-12-26,19244050.0,325551593850.0
2022-12-25,19243243.75,323825305825.0
2022-12-24,19242362.5,324022142138.0
2022-12-23,19241806.25,322858267069.0
2022-12-22,19240981.25,323652545607.0
2022-12-21,19240137.5,323696073300.0
2022-12-20,19239243.75,325104740888.0
2022-12-19,19238368.75,316394212463.0
2022-12-18,19237518.75,322209201544.0
2022-12-17,19236612.5,322809594363.0
2022-12-16,19235750.0,319948229750.0
2022-12-15,19234937.5,333956984875.0
2022-12-14,19234068.75,342424125957.0
2022-12-13,19233143.75,341811430725.0
2022-12-12,19232112.5,330965424013.0
2022-12-11,19231218.75,328680759657.0
2022-12-10,19230300.0,329376578400.0
2022-12-09,19229337.5,329360092700.0
2022-12-08,19228387.5,331285888238.0
2022-12-07,19227343.75,323711559375.0
2022-12-06,19226268.75,328519254132.0
2022-12-05,19225425.0,326217011400.0
2022-12-04,19224512.5,329008306925.0
2022-12-03,19223637.5,324610342825.0
2022-12-02,19222818.75,328614086532.0
2022-12-01,19222037.5,326332530638.0
2022-11-30,19221081.25,330025965063.0
2022-11-29,19220218.75,315865074938.0
2022-11-28,19219400.0,311546474000.0
2022-11-27,19218531.25,315645157250.0
2022-11-26,19217681.25,316207727288.0
2022-11-25,19217000.0,317234236000.0
2022-11-24,19216231.25,318816492669.0
2022-11-23,19215425.0,319033701275.0
2022-11-22,19214543.75,311217965119.0
2022-11-21,19213756.25,302924081038.0
2022-11-20,19212950.0,312325715200.0
2022-11-19,19212018.75,320648592938.0
2022-11-18,19211100.0,320498781300.0
2022-11-17,19210231.25,320541918638.0
2022-11-16,19209368.75,319912827163.0
2022-11-15,19208431.25,324123068913.0
2022-11-14,19207462.5,318632595413.0
2022-11-13,19206693.75,313261175063.0
2022-11-12,19205887.5,322428439350.0
2022-11-11,19204843.75,326616777657.0
2022-11-10,19204006.25,337049513694.0
2022-11-09,19203087.5,304887420238.0
2022-11-08,19202156.25,356199998438.0
2022-11-07,19201137.5,395351421125.0
2022-11-06,19200237.5,401419365413.0
2022-11-05,19199381.25,408966020007.0
2022-11-04,19198437.5,406104548438.0
2022-11-03,19197631.25,387964929932.0
2022-11-02,19196606.25,386888402363.0
2022-11-01,19195843.75,393130880000.0
2022-10-31,19194943.75,393457956988.0
2022-10-30,19193862.5,395930995650.0
2022-10-29,19193018.75,399617843394.0
2022-10-28,19192125.0,395338582875.0
2022-10-27,19191131.25,389503199850.0
2022-10-26,19190287.5,398678222813.0
2022-10-25,19189318.75,385455845732.0
2022-10-24,19188556.25,370953169425.0
2022-10-23,19187706.25,375580162138.0
2022-10-22,19186737.5,368500480425.0
2022-10-21,19185887.5,367697533938.0
2022-10-20,19184912.5,365338288738.0
2022-10-19,19184006.25,366913303538.0
2022-10-18,19183062.5,370885330375.0
2022-10-17,19182175.0,374953974725.0
2022-10-16,19181237.5,369507359200.0
2022-10-15,19180337.5,365692314775.0
2022-10-14,19179387.5,367879831638.0
2022-10-13,19178412.5,371620099013.0
2022-10-12,19177518.75,367383726694.0
2022-10-11,19176662.5,365488010588.0
2022-10-10,19175681.25,366849957994.0
2022-10-09,19174631.25,372850704657.0
2022-10-08,19173643.75,372352161625.0
2022-10-07,19172550.0,374478246600.0
2022-10-06,19171481.25,382490222419.0
2022-10-05,19170487.5,386515368975.0
2022-10-04,19169393.75,389962977057.0
2022-10-03,19168375.0,376390211500.0
2022-10-02,19167412.5,365158375538.0
2022-10-01,19166431.25,370142120300.0
2022-09-30,19165300.0,372285952500.0
2022-09-29,19164243.75,375465863550.0
2022-09-28,19163350.0,372018113550.0
2022-09-27,19162412.5,365523018438.0
2022-09-26,19161606.25,368401041763.0
2022-09-25,19160668.75,360412179188.0
2022-09-24,19159750.0,362521629750.0
2022-09-23,19158837.5,369650610725.0
2022-09-22,19157993.75,371722552732.0
2022-09-21,19157193.75,353756739788.0
2022-09-20,19156312.5,361632867375.0
2022-09-19,19155362.5,374257472525.0
2022-09-18,19154550.0,371962206450.0
2022-09-17,19153587.5,385255258975.0
2022-09-16,19152525.0,379258300050.0
2022-09-15,19151725.0,377116616975.0
2022-09-14,19150806.25,387478262857.0
2022-09-13,19150012.5,386389802213.0
2022-09-12,19149156.25,428960249157.0
2022-09-11,19148200.0,418100947000.0
2022-09-10,19147056.25,414955003050.0
2022-09-09,19146075.0,409170768825.0
2022-09-08,19145156.25,369922709063.0
2022-09-07,19144362.5,369026731550.0
2022-09-06,19143450.0,359686282050.0
2022-09-05,19142562.5,378907882125.0
2022-09-04,19141606.25,382966116244.0
2022-09-03,19140556.25,379748636000.0
2022-09-02,19139637.5,382008024863.0
2022-09-01,19138831.25,385226395400.0
2022-08-31,19137968.75,383888515157.0
2022-08-30,19137056.25,379277317819.0
2022-08-29,19136043.75,388499960213.0
2022-08-28,19135062.5,374224417313.0
2022-08-27,19134056.25,383542157532.0
2022-08-26,19133150.0,387446287500.0
2022-08-25,19132050.0,412697450550.0
2022-08-24,19131056.25,408868934175.0
2022-08-23,19130143.75,411680693500.0
2022-08-22,19129068.75,409572491007.0
2022-08-21,19128162.5,411523288025.0
2022-08-20,19127250.0,404464828500.0
2022-08-19,19126318.75,398611609069.0
2022-08-18,19125206.25,443723910207.0
2022-08-17,19124306.25,446361307875.0
2022-08-16,19123500.0,456420574500.0
2022-08-15,19122575.0,461045283250.0
2022-08-14,19121668.75,465038984000.0
2022-08-13,19120837.5,467619201900.0
2022-08-12,19119968.75,466661077282.0
2022-08-11,19119006.25,458072270744.0
2022-08-10,19118131.25,458146897275.0
2022-08-09,19117206.25,442845876996.0
2022-08-08,19116312.5,455382679155.0
2022-08-07,19115412.5,443240921194.0
2022-08-06,19114418.75,438802256621.0
2022-08-05,19113412.5,445847105340.0
2022-08-04,19112475.0,432233209120.0
2022-08-03,19111650.0,436431346002.0
2022-08-02,19110743.75,439576154581.0
2022-08-01,19109775.0,444931362543.0
2022-07-31,19108925.0,445668476581.0
2022-07-30,19107975.0,451800043526.0
2022-07-29,19107168.75,454469931942.0
2022-07-28,19106256.25,455743632020.0
2022-07-27,19105375.0,438832122590.0
2022-07-26,19104343.75,406154145170.0
2022-07-25,19103343.75,407026539810.0
2022-07-24,19102456.25,431635471959.0
2022-07-23,19101475.0,429185120318.0
2022-07-22,19100512.5,433242790659.0
2022-07-21,19099687.5,442412555457.0
2022-07-20,19098818.75,443255507924.0
2022-07-19,19098031.25,446989803367.0
2022-07-18,19097168.75,428445744793.0
2022-07-17,19096350.0,397239408248.0
2022-07-16,19095575.0,404740068957.0
2022-07-15,19094650.0,397844479664.0
2022-07-14,19093762.5,392896742528.0
2022-07-13,19092987.5,386296005646.0
2022-07-12,19092300.0,368885001222.0
2022-07-11,19091356.25,380867020695.0
2022-07-10,19090587.5,398154820148.0
2022-07-09,19089631.25,412113640796.0
2022-07-08,19088793.75,412015196732.0
2022-07-07,19087868.75,413129432563.0
2022-07-06,19086887.5,392186866562.0
2022-07-05,19086093.75,384940362990.0
2022-07-04,19085356.25,385706079696.0
2022-07-03,19084462.5,368224398328.0
2022-07-02,19083493.75,366942188699.0
2022-07-01,19082631.25,367139711456.0
2022-06-30,19081793.75,380202641472.0
2022-06-29,19080725.0,383392441956.0
2022-06-28,19079781.25,386581935032.0
2022-06-27,19078868.75,394927241042.0
2022-06-26,19078018.75,401185742108.0
2022-06-25,19077156.25,409907040913.0
2022-06-24,19076212.5,404709860197.0
2022-06-23,19075406.25,402365555702.0
2022-06-22,19074456.25,380796340749.0
2022-06-21,19073650.0,395058970159.0
2022-06-20,19072712.5,392047997431.0
2022-06-19,19071887.5,391981070848.0
2022-06-18,19071056.25,361526199120.0
2022-06-17,19070081.25,389805809807.0
2022-06-16,19069406.25,388689419265.0
2022-06-15,19068662.5,430098831227.0
2022-06-14,19067631.25,421343168021.0
2022-06-13,19066718.75,428056034627.0
2022-06-12,19065887.5,506868525777.0
2022-06-11,19065093.75,541275932751.0
2022-06-10,19064131.25,554111557108.0
2022-06-09,19063212.5,573593572809.0
2022-06-08,19062300.0,575406581634.0
2022-06-07,19061187.5,593104479237.0
2022-06-06,19060175.0,597559549062.0
2022-06-05,19059237.5,569661168453.0
2022-06-04,19058325.0,568957895971.0
2022-06-03,19057456.25,565423101890.0
2022-06-02,19056562.5,580028022994.0
2022-06-01,19055781.25,567622178407.0
2022-05-31,19054931.25,605237208111.0
2022-05-30,19054018.75,604607260841.0
2022-05-29,19053056.25,561092310323.0
2022-05-28,19052125.0,552717768993.0
2022-05-27,19051200.0,544663901376.0
2022-05-26,19050337.5,555947142283.0
2022-05-25,19049456.25,562152311356.0
2022-05-24,19048556.25,564449676084.0
2022-05-23,19047806.25,553943729889.0
2022-05-22,19046806.25,576445115243.0
2022-05-21,19046043.75,560354605471.0
2022-05-20,19045200.0,555676086840.0
2022-05-19,19044400.0,576861160652.0
2022-05-18,19043637.5,546195518484.0
2022-05-17,19042800.0,579384045408.0
2022-05-16,19041881.25,568065970297.0
2022-05-15,19040856.25,595884167570.0
2022-05-14,19040093.75,571849414084.0
2022-05-13,19039212.5,556683916838.0
2022-05-12,19038262.5,550133250470.0
2022-05-11,19037418.75,552085143750.0
2022-05-10,19036512.5,590131316405.0
2022-05-09,19035556.25,572627603113.0
2022-05-08,19034587.5,647661356982.0
2022-05-07,19033618.75,674997977196.0
2022-05-06,19032725.0,685543908975.0
2022-05-05,19031837.5,695307818997.0
2022-05-04,19030856.25,755243907379.0
2022-05-03,19029943.75,717998826191.0
2022-05-02,19029006.25,733016540047.0
2022-05-01,19028006.25,732356374073.0
2022-04-30,19026962.5,716171063108.0
2022-04-29,19026025.0,734279373756.0
2022-04-28,19025087.5,756327133493.0
2022-04-27,19024262.5,746817399914.0
2022-04-26,19023200.0,725500523944.0
2022-04-25,19022325.0,769283937781.0
2022-04-24,19021312.5,750721748963.0
2022-04-23,19020243.75,749808250813.0
2022-04-22,19019225.0,755558302927.0
2022-04-21,19018381.25,769688343158.0
2022-04-20,19017325.0,786857986602.0
2022-04-19,19016325.0,789287211696.0
2022-04-18,19015550.0,776112067030.0
2022-04-17,19014712.5,754718087810.0
2022-04-16,19013681.25,768070393261.0
2022-04-15,19012843.75,771221403344.0
2022-04-14,19011856.25,759742863891.0
2022-04-13,19010993.75,782259427967.0
2022-04-12,19010118.75,762257476174.0
2022-04-11,19009162.5,751334486530.0
2022-04-10,19008306.25,800893124292.0
2022-04-09,19007431.25,812907728883.0
2022-04-08,19006475.0,803785918463.0
2022-04-07,19005637.5,825881044913.0
2022-04-06,19004775.0,820846449843.0
2022-04-05,19003837.5,864726486727.0
2022-04-04,19002931.25,885502390974.0
2022-04-03,19001943.75,881720023052.0
2022-04-02,19001075.0,870634576801.0
2022-04-01,19000231.25,879859098682.0
2022-03-31,18999350.0,864798543775.0
2022-03-30,18998487.5,894222329529.0
2022-03-29,18997643.75,901609744661.0
2022-03-28,18996700.0,895739617146.0
2022-03-27,18995706.25,890222186026.0
2022-03-26,18994887.5,845949661490.0
2022-03-25,18993881.25,841820213329.0
2022-03-24,18992906.25,836181500634.0
2022-03-23,18992012.5,815239923288.0
2022-03-22,18991106.25,805097753610.0
2022-03-21,18990175.0,779416411150.0
2022-03-20,18989218.75,783156018179.0
2022-03-19,18988256.25,801974889079.0
2022-03-18,18987287.5,793561719072.0
2022-03-17,18986393.75,777743824188.0
2022-03-16,18985400.0,781111755704.0
2022-03-15,18984431.25,746139406090.0
2022-03-14,18983562.5,752996484892.0
2022-03-13,18982606.25,717362940795.0
2022-03-12,18981662.5,736906481209.0
2022-03-11,18980687.5,735118040931.0
2022-03-10,18979825.0,748648758222.0
2022-03-09,18978918.75,796355810329.0
2022-03-08,18978056.25,735468949593.0
2022-03-07,18977131.25,721443540852.0
2022-03-06,18976206.25,729424304662.0
2022-03-05,18975387.5,747948864257.0
2022-03-04,18974618.75,743341315318.0
2022-03-03,18973750.0,805933938175.0
2022-03-02,18972825.0,833603699634.0
2022-03-01,18971975.0,843189698021.0
2022-02-28,18970962.5,819146810369.0
2022-02-27,18970000.0,715409539600.0
2022-02-26,18969150.0,742578865540.0
2022-02-25,18968368.75,744160214188.0
2022-02-24,18967531.25,727914670678.0
2022-02-23,18966706.25,706968422770.0
2022-02-22,18965768.75,725818832117.0
2022-02-21,18964818.75,703150998867.0
2022-02-20,18964050.0,727724558295.0
2022-02-19,18963150.0,760593362613.0
2022-02-18,18962218.75,758431673722.0
2022-02-17,18961381.25,768999863727.0
2022-02-16,18960400.0,832389621392.0
2022-02-15,18959425.0,845258185874.0
2022-02-14,18958331.25,806493098875.0
2022-02-13,18957375.0,797683496333.0
2022-02-12,18956387.5,800738849591.0
2022-02-11,18955218.75,803818607805.0
2022-02-10,18954331.25,824979685924.0
2022-02-09,18953412.5,842040224592.0
2022-02-08,18952537.5,835646944334.0
2022-02-07,18951575.0,831387401738.0
2022-02-06,18950725.0,803894302674.0
2022-02-05,18949750.0,785044937070.0
2022-02-04,18949006.25,787891531803.0
2022-02-03,18948193.75,707148675052.0
2022-02-02,18947275.0,699599708463.0
2022-02-01,18946318.75,733848521997.0
2022-01-31,18945356.25,729243137147.0
2022-01-30,18944462.5,718787386172.0
2022-01-29,18943550.0,723504374908.0
2022-01-28,18942618.75,715052791918.0
2022-01-27,18941656.25,704787964747.0
2022-01-26,18940837.5,697578165356.0
2022-01-25,18940025.0,700324659798.0
2022-01-24,18939075.0,695537339985.0
2022-01-23,18938137.5,687333565933.0
2022-01-22,18937256.25,664529342167.0
2022-01-21,18936418.75,691093313034.0
2022-01-20,18935581.25,771360784580.0
2022-01-19,18934525.0,789251781826.0
2022-01-18,18933443.75,802350119172.0
2022-01-17,18932593.75,799998074188.0
2022-01-16,18931587.5,816097194474.0
2022-01-15,18930493.75,815942330918.0
2022-01-14,18929456.25,815904048598.0
2022-01-13,18928462.5,805821369843.0
2022-01-12,18927343.75,831544456641.0
2022-01-11,18926475.0,808841835600.0
2022-01-10,18925487.5,791944973143.0
2022-01-09,18924600.0,792482953926.0
2022-01-08,18923718.75,788944405951.0
2022-01-07,18922818.75,785971765842.0
2022-01-06,18921943.75,815490362960.0
2022-01-05,18921031.25,821850129169.0
2022-01-04,18920093.75,866918695625.0
2022-01-03,18919175.0,878604405891.0
2022-01-02,18918300.0,895785667026.0
2022-01-01,18917312.5,903820384584.0
2021-12-31,18916237.5,874201998833.0
2021-12-30,18915306.25,891870119555.0
2021-12-29,18914562.5,879212417930.0
2021-12-28,18913656.25,899217633191.0
2021-12-27,18912818.75,959222421773.0
2021-12-26,18911893.75,960557966954.0
2021-12-25,18911056.25,953915659795.0
2021-12-24,18910137.5,961419059745.0
2021-12-23,18909193.75,961532502188.0
2021-12-22,18908243.75,919299713799.0
2021-12-21,18907318.75,925132459413.0
2021-12-20,18906312.5,886989650938.0
2021-12-19,18905412.5,882971052027.0
2021-12-18,18904481.25,886277432380.0
2021-12-17,18903681.25,873556501950.0
2021-12-16,18902750.0,900969712405.0
2021-12-15,18902031.25,923871557082.0
2021-12-14,18901150.0,914625892454.0
2021-12-13,18900225.0,883113391130.0
2021-12-12,18899343.75,947317887876.0
2021-12-11,18898468.75,933594561424.0
2021-12-10,18897525.0,890875060511.0
2021-12-09,18896550.0,899345771736.0
2021-12-08,18895531.25,955042504629.0
2021-12-07,18894481.25,956576948478.0
2021-12-06,18893518.75,955161840407.0
2021-12-05,18892443.75,934481101544.0
2021-12-04,18891406.25,930117819977.0
2021-12-03,18890437.5,1015241816965.0
2021-12-02,18889387.5,1068156328775.0
2021-12-01,18888418.75,1081392006024.0
2021-11-30,18887562.5,1076102252383.0
2021-11-29,18886725.0,1092504874032.0
2021-11-28,18885831.25,1082886179420.0
2021-11-27,18884962.5,1034417400051.0
2021-11-26,18884068.75,1015761783418.0
2021-11-25,18883243.75,1113925192467.0
2021-11-24,18882431.25,1079792963978.0
2021-11-23,18881450.0,1087193702186.0
2021-11-22,18880625.0,1062867980619.0
2021-11-21,18879743.75,1107834477243.0
2021-11-20,18878918.75,1128365410467.0
2021-11-19,18878012.5,1097351493507.0
2021-11-18,18877156.25,1074443561205.0
2021-11-17,18876256.25,1139628488148.0
2021-11-16,18875325.0,1135205647501.0
2021-11-15,18874387.5,1200525990020.0
2021-11-14,18873443.75,1236396846515.0
2021-11-13,18872462.5,1215717230543.0
2021-11-12,18871506.25,1210765835306.0
2021-11-11,18870618.75,1223218605298.0
2021-11-10,18869631.25,1225043444323.0
2021-11-09,18868700.0,1263178706964.0
2021-11-08,18867750.0,1274686322250.0
2021-11-07,18866906.25,1194275165625.0
2021-11-06,18865950.0,1161056595918.0
2021-11-05,18864987.5,1151366219252.0
2021-11-04,18864018.75,1159330716324.0
2021-11-03,18863125.0,1187070037700.0
2021-11-02,18862118.75,1193217632125.0
2021-11-01,18861131.25,1149073869975.0
2021-10-31,18860206.25,1157251693785.0
2021-10-30,18859337.5,1168002147852.0
2021-10-29,18858368.75,1174906357932.0
2021-10-28,18857300.0,1142615853148.0
2021-10-27,18856343.75,1102453108054.0
2021-10-26,18855362.5,1137510457080.0
2021-10-25,18854425.0,1189741179328.0
2021-10-24,18853287.5,1148356758151.0
2021-10-23,18852331.25,1156378621985.0
2021-10-22,18851425.0,1144332019319.0
