candidate_id,horizon_h,rule_text,family,side,feature_family,n_conditions,fires_train,episodes_train,indep_windows,low_power,ctx_drop1h_pct,ctx_rvol,ctx_funding,fwd_rvol,mfe_pct,mae_pct,gross_train,net_train,p_block_train,p_episode_train,p_maxstat,q_fdr,effect_size,status,shadow_eligible,train_status,net_train_ci_lo,val_episodes,val_net,val_p_block,val_p_episode,test_net,test_p_block,test_episodes,run_id,audit_hash
btc_compression_breakout_up_range24lo10__ret1hi10_8h_long_v2,8,klines__range__24h<=0.0182623 AND klines__ret__1h>=0.00692382,compression_breakout_up,long,range24+ret1,2,22,22,7463,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,d8badb9f97ad66da
btc_compression_breakout_up_atr24lo10__ret1hi10_8h_long_v2,8,klines__atr__24h<=0.00423087 AND klines__ret__1h>=0.00692382,compression_breakout_up,long,atr24+ret1,2,58,57,7463,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,7203427361997f7f
btc_compression_breakout_up_bbw24lo10__ret1hi10_8h_long_v2,8,klines__bbw__24h<=0.012028 AND klines__ret__1h>=0.00692382,compression_breakout_up,long,bbw24+ret1,2,31,31,7463,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,1c353e0f3339f3f8
btc_compression_breakout_down_range24lo10__ret1lo10_8h_short_v2,8,klines__range__24h<=0.0182623 AND klines__ret__1h<=-0.00669654,compression_breakout_down,short,range24+ret1,2,26,26,7463,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,ed3e6ad961f56cd5
btc_compression_breakout_down_atr24lo10__ret1lo10_8h_short_v2,8,klines__atr__24h<=0.00423087 AND klines__ret__1h<=-0.00669654,compression_breakout_down,short,atr24+ret1,2,41,40,7463,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,918e373c93b04e61
btc_compression_breakout_down_bbw24lo10__ret1lo10_8h_short_v2,8,klines__bbw__24h<=0.012028 AND klines__ret__1h<=-0.00669654,compression_breakout_down,short,bbw24+ret1,2,46,46,7463,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,76603e5013498ca7
btc_compression_pure_range24lo10_8h_long_v2,8,klines__range__24h<=0.0182623,compression_pure,long,range24,1,5957,353,7463,False,0.004,0.00192,6.6e-05,0.00271,0.449,-0.401,0.0003804856074972494,-0.00162,0.64968,0.60423,1.0,0.68086,0.00038,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,05dac6857fed9f63
btc_compression_pure_atr24lo10_8h_long_v2,8,klines__atr__24h<=0.00423087,compression_pure,long,atr24,1,5957,231,7463,False,0.007,0.00189,6.6e-05,0.00252,0.427,-0.363,0.0005443029629094353,-0.001456,0.52974,0.50904,1.0,0.62605,0.000544,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,d8d804b783da7c2f
btc_compression_pure_bbw24lo10_8h_long_v2,8,klines__bbw__24h<=0.012028,compression_pure,long,bbw24,1,5957,409,7463,False,0.0,0.00199,7e-05,0.00274,0.453,-0.415,0.00037196715159275567,-0.001628,0.65467,0.60967,1.0,0.68086,0.000372,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,b69eacd71db6bd22
btc_compression_pure_range24lo10__volz24lo10_8h_long_v2,8,klines__range__24h<=0.0182623 AND klines__volz__24h<=-0.96611,compression_pure,long,range24+volz24,2,829,503,7463,False,0.004,0.00193,6.7e-05,0.0023,0.394,-0.344,0.000396923596650912,-0.001603,0.56622,0.55883,1.0,0.64007,0.000397,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,75cf7de03286cf89
btc_volume_capitulation_reversal_ret1lo10__volz24hi10_8h_long_v2,8,klines__ret__1h<=-0.00669654 AND klines__volz__24h>=1.40664,volume_capitulation_reversal,long,ret1+volz24,2,1778,1529,7463,False,-1.837,0.0081,0.000167,0.00897,1.308,-1.321,-3.615801420412611e-05,-0.002036,0.85707,0.85303,1.0,0.85707,3.6e-05,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,a0c89d237ca0a205
btc_volume_capitulation_reversal_ret24lo10__volz24hi10_8h_long_v2,8,klines__ret__24h<=-0.0379468 AND klines__volz__24h>=1.40664,volume_capitulation_reversal,long,ret24+volz24,2,773,555,7463,False,-1.473,0.01129,0.00017,0.01315,1.931,-1.769,0.0012542762843954637,-0.000746,0.24438,0.2721,0.92504,0.33441,0.001254,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,ea28890b82b5171f
btc_volume_capitulation_reversal_ret1lo10__range24hi10_8h_long_v2,8,klines__ret__1h<=-0.00669654 AND klines__range__24h>=0.100544,volume_capitulation_reversal,long,range24+ret1,2,1688,1261,7463,False,-1.986,0.01788,0.000184,0.0169,2.93,-2.121,0.007006979676392044,0.005007,0.0005,3e-05,0.0005,0.00144,0.007007,SHADOW_ELIGIBLE,True,INFORMATION_PASS,0.001735,30.0,0.005929,0.02049,0.02037,-0.000588,0.31384,21.0,c7e3b83a3f4f,ec048a1974fbf5f2
btc_crowded_unwind_short_trend30dloT__volz24hi10_8h_short_v2,8,trend30d<=-0.0481183 AND klines__volz__24h>=1.40664,crowded_unwind_short,short,trend30d+volz24,2,1916,1344,7463,False,-0.255,0.00724,5.3e-05,0.00791,1.145,-1.213,0.0003191704677004329,-0.001681,0.07896,0.09214,0.38131,0.35532,0.000319,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,7f11621321c89dc2
btc_crowded_unwind_short_range24hi10__trend30dloT_8h_short_v2,8,klines__range__24h>=0.100544 AND trend30d<=-0.0481183,crowded_unwind_short,short,range24+trend30d,2,2626,156,7463,False,-0.076,0.01699,-2.7e-05,0.01482,2.167,-2.262,-0.0004475381494969454,-0.002448,0.43278,0.44389,0.87806,1.0,0.000448,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,6da0d48905be42c6
btc_crowded_unwind_short_atr24hi10__ret1lo10_8h_short_v2,8,klines__atr__24h>=0.0185663 AND klines__ret__1h<=-0.00669654,crowded_unwind_short,short,atr24+ret1,2,1789,1306,7463,False,-1.909,0.01805,0.000203,0.01705,2.823,-2.318,-0.005077382666781594,-0.007077,1.0,1.0,1.0,1.0,0.005077,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,be7e097ba479f30f
btc_regime_reversal_uptrend_ret1lo10__trend7dhiT_8h_long_v2,8,klines__ret__1h<=-0.00669654 AND trend7d>=0.0380164,regime_reversal_uptrend,long,ret1+trend7d,2,1901,1615,7463,False,-1.346,0.01009,0.000352,0.00923,1.609,-1.207,0.0038257125748678827,0.001826,0.0005,0.0028,0.01599,0.00144,0.003826,SHADOW_ELIGIBLE,True,INFORMATION_PASS,9.5e-05,123.0,0.001424,0.02999,0.04608,-0.003165,0.66517,51.0,c7e3b83a3f4f,c9a4296e45528aaa
btc_regime_reversal_uptrend_ret1lo10__trend30dhiT_8h_long_v2,8,klines__ret__1h<=-0.00669654 AND trend30d>=0.127643,regime_reversal_uptrend,long,ret1+trend30d,2,2171,1767,7463,False,-1.425,0.01091,0.000348,0.0106,1.784,-1.424,0.003520084191895597,0.00152,0.0005,0.01059,0.02899,0.00144,0.00352,COST_FAIL,False,INFORMATION_PASS,-0.000417,,,,,,,,c7e3b83a3f4f,9fc0da199c965455
btc_regime_reversal_downtrend_ret1lo10__trend7dloT_8h_long_v2,8,klines__ret__1h<=-0.00669654 AND trend7d<=-0.0213664,regime_reversal_downtrend,long,ret1+trend7d,2,2821,2233,7463,False,-1.58,0.01192,6.7e-05,0.01187,1.872,-1.718,0.0014576517375389935,-0.000542,0.04748,0.08235,0.82709,0.08817,0.001458,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,955c21dc27be620c
btc_regime_reversal_downtrend_ret1lo10__trend30dloT_8h_long_v2,8,klines__ret__1h<=-0.00669654 AND trend30d<=-0.0481183,regime_reversal_downtrend,long,ret1+trend30d,2,2416,1934,7463,False,-1.506,0.01113,4.1e-05,0.01079,1.668,-1.609,0.0005780285725753901,-0.001422,0.51074,0.51328,1.0,0.62605,0.000578,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,7ae64d7072df1dd7
btc_regime_momentum_ret6hi10__trend30dhiT_8h_long_v2,8,ret6>=0.0188872 AND trend30d>=0.127643,regime_momentum,long,ret6+trend30d,2,2647,832,7463,False,0.588,0.01048,0.000284,0.00962,1.499,-1.405,0.0015297962332120395,-0.00047,0.10445,0.15153,0.77961,0.16973,0.00153,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,84550c213616ce17
btc_regime_momentum_ret12hi10__trend30dhiT_8h_long_v2,8,ret12>=0.0282449 AND trend30d>=0.127643,regime_momentum,long,ret12+trend30d,2,2810,583,7463,False,0.441,0.01046,0.000328,0.00953,1.627,-1.231,0.0035656727077073044,0.001566,0.001,0.00829,0.02549,0.0026,0.003566,COST_FAIL,False,INFORMATION_PASS,-0.00055,,,,,,,,c7e3b83a3f4f,23d0656ded129f36
btc_mean_reversion_ret1lo10_12h_long_v2,12,klines__ret__1h<=-0.00669654,mean_reversion,long,ret1,1,5959,4847,4975,False,-1.44,0.01054,0.000176,0.01021,2.091,-1.9,0.0020637371381434654,6.4e-05,0.0025,0.01401,0.83358,0.00591,0.002064,COST_FAIL,False,INFORMATION_PASS,-0.001627,,,,,,,,c7e3b83a3f4f,6e16baff79779618
btc_mean_reversion_ret24lo10_12h_long_v2,12,klines__ret__24h<=-0.0379468,mean_reversion,long,ret24,1,5956,916,4975,False,-0.301,0.01225,9.9e-05,0.01172,2.226,-2.254,0.002011751966177935,1.2e-05,0.08546,0.12193,0.85007,0.14813,0.002012,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,a245dc7c174db20c
btc_mean_reversion_ret1lo10__ntaklo10_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND nettaker__net__1d<=-12941.8,mean_reversion,long,ntak+ret1,2,453,363,4975,False,-1.543,0.01134,0.00013,0.0105,2.3,-1.664,0.006974022144666816,0.004974,0.0015,0.00164,0.0025,0.0039,0.006974,COST_FAIL,False,INFORMATION_PASS,-0.001349,,,,,,,,c7e3b83a3f4f,cbabd2be69b40333
btc_mean_reversion_ret1lo10__fundlo10_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND funding__rate__asof<=-1.4552e-05,mean_reversion,long,fund+ret1,2,444,368,4975,False,-1.484,0.01257,-0.000168,0.01133,2.761,-1.893,0.00948698218358648,0.007487,0.0005,3e-05,0.0005,0.00144,0.009487,SHADOW_ELIGIBLE,True,INFORMATION_PASS,0.002255,39.0,0.01294,0.0005,0.00023,0.003798,0.0015,78.0,c7e3b83a3f4f,621c7e4e3b1a1bb5
btc_mean_reversion_ret24lo10__ret1lo10_12h_long_v2,12,klines__ret__24h<=-0.0379468 AND klines__ret__1h<=-0.00669654,mean_reversion,long,ret1+ret24,2,1761,1325,4975,False,-1.892,0.01356,0.000115,0.01427,2.965,-2.495,0.00523896616856709,0.003239,0.0005,0.00035,0.01899,0.00144,0.005239,COST_FAIL,False,INFORMATION_PASS,-0.000965,,,,,,,,c7e3b83a3f4f,387eb2a72a3f6e35
btc_mean_reversion_ret1lo10__rvolhi10_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND klines__rvol__24h>=0.012235,mean_reversion,long,ret1+rvol,2,1668,1234,4975,False,-2.015,0.01884,0.000179,0.01673,3.553,-2.864,0.00766389280832897,0.005664,0.0005,3e-05,0.001,0.00144,0.007664,VAL_FAIL,False,INFORMATION_PASS,0.000968,29.0,0.003194,0.16892,0.17444,0.010762,0.04598,6.0,c7e3b83a3f4f,ebda3b9ad789c0a1
btc_mean_reversion_ret1lo10__tkbuylo10_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND klines__takerbuyfrac__1h<=0.433088,mean_reversion,long,ret1+tkbuy,2,1406,1308,4975,False,-1.715,0.00983,0.000184,0.01002,2.009,-1.845,0.001677898941286504,-0.000322,0.14543,0.18028,0.95252,0.22242,0.001678,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,09242bd62d3124df
btc_momentum_up_ret6hi10_12h_long_v2,12,ret6>=0.0188872,momentum_up,long,ret6,1,5958,1942,4975,False,0.58,0.01082,0.000147,0.00934,1.878,-1.754,0.0020884599375764665,8.8e-05,0.01899,0.05273,0.82109,0.03527,0.002088,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,4729b6b78617cc0b
btc_momentum_up_ret12hi10_12h_long_v2,12,ret12>=0.0282449,momentum_up,long,ret12,1,5958,1315,4975,False,0.41,0.01082,0.000186,0.00921,1.976,-1.586,0.0041010539135978566,0.002101,0.0005,0.00067,0.09345,0.00144,0.004101,VAL_FAIL,False,INFORMATION_PASS,0.000361,134.0,-0.001667,0.63118,0.59933,-0.005569,0.93503,79.0,c7e3b83a3f4f,b0c476b23edf72a9
btc_momentum_up_ret24hi10_12h_long_v2,12,klines__ret__24h>=0.043055,momentum_up,long,ret24,1,5956,958,4975,False,0.298,0.01074,0.000242,0.00931,1.911,-1.686,0.0019057678737713836,-9.4e-05,0.09245,0.14148,0.88356,0.15024,0.001906,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,26ca495b39bfea89
btc_momentum_up_ret1hi10__ret6hi10_12h_long_v2,12,klines__ret__1h>=0.00692382 AND ret6>=0.0188872,momentum_up,long,ret1+ret6,2,2169,1745,4975,False,1.776,0.01196,0.000143,0.01041,2.004,-2.009,0.0014242294532128043,-0.000576,0.23138,0.26911,0.98501,0.33422,0.001424,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,c1d64fa67da47d76
btc_momentum_up_ret3hi10__ret12hi10_12h_long_v2,12,ret3>=0.012495 AND ret12>=0.0282449,momentum_up,long,ret12+ret3,2,2387,1106,4975,False,0.983,0.01151,0.000175,0.00994,2.037,-1.77,0.0036647173233767738,0.001665,0.0005,0.0043,0.17291,0.00144,0.003665,COST_FAIL,False,INFORMATION_PASS,-0.000452,,,,,,,,c7e3b83a3f4f,7d562a1437938a35
btc_momentum_up_ret6hi10__ret24hi10_12h_long_v2,12,ret6>=0.0188872 AND klines__ret__24h>=0.043055,momentum_up,long,ret24+ret6,2,2444,795,4975,False,0.678,0.01131,0.000227,0.01018,2.101,-1.816,0.0032662680156254863,0.001266,0.008,0.02633,0.28536,0.01599,0.003266,COST_FAIL,False,INFORMATION_PASS,-0.001371,,,,,,,,c7e3b83a3f4f,291899e8996a2689
btc_momentum_down_ret6lo10_12h_short_v2,12,ret6<=-0.0173496,momentum_down,short,ret6,1,5958,1866,4975,False,-0.591,0.0108,0.000181,0.01071,2.04,-2.073,-0.00032310148167276613,-0.002323,0.18041,0.2266,0.72014,0.54123,0.000323,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,883d997dee21cd11
btc_momentum_down_ret12lo10_12h_short_v2,12,ret12<=-0.0256696,momentum_down,short,ret12,1,5958,1289,4975,False,-0.415,0.01121,0.000154,0.01127,2.011,-2.29,0.0012713751440688295,-0.000729,0.003,0.00848,0.09995,0.02699,0.001271,EFFECT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,25094218256f4112
btc_momentum_down_ret24lo10_12h_short_v2,12,klines__ret__24h<=-0.0379468,momentum_down,short,ret24,1,5956,916,4975,False,-0.301,0.01225,9.9e-05,0.01172,2.226,-2.254,-0.002011751966177935,-0.004012,0.91504,0.87811,1.0,1.0,0.002012,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,21970da3bba921cd
btc_momentum_down_ret1lo10__ret6lo10_12h_short_v2,12,klines__ret__1h<=-0.00669654 AND ret6<=-0.0173496,momentum_down,short,ret1+ret6,2,2345,1867,4975,False,-1.876,0.01165,0.000188,0.01205,2.462,-2.158,-0.0020930229049515785,-0.004093,0.95152,0.91963,1.0,1.0,0.002093,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,2a336516b8c1cf05
btc_momentum_down_ret3lo10__ret12lo10_12h_short_v2,12,ret3<=-0.0119635 AND ret12<=-0.0256696,momentum_down,short,ret12+ret3,2,2596,1140,4975,False,-1.045,0.01181,0.000183,0.01273,2.423,-2.386,-0.00045928330179078214,-0.002459,0.30685,0.33826,0.78311,0.6904,0.000459,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,4d3e97b2c4afbb45
btc_momentum_down_ret6lo10__ret24lo10_12h_short_v2,12,ret6<=-0.0173496 AND klines__ret__24h<=-0.0379468,momentum_down,short,ret24+ret6,2,2665,823,4975,False,-0.725,0.0127,0.000147,0.01346,2.601,-2.49,-0.0020588401961653398,-0.004059,0.88006,0.84167,1.0,1.0,0.002059,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,80519572770fd46b
btc_compression_breakout_up_range24lo10__ret1hi10_12h_long_v2,12,klines__range__24h<=0.0182623 AND klines__ret__1h>=0.00692382,compression_breakout_up,long,range24+ret1,2,22,22,4975,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,1715705fa428e6fd
btc_compression_breakout_up_atr24lo10__ret1hi10_12h_long_v2,12,klines__atr__24h<=0.00423087 AND klines__ret__1h>=0.00692382,compression_breakout_up,long,atr24+ret1,2,58,57,4975,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,f923f9d22fcf7e95
btc_compression_breakout_up_bbw24lo10__ret1hi10_12h_long_v2,12,klines__bbw__24h<=0.012028 AND klines__ret__1h>=0.00692382,compression_breakout_up,long,bbw24+ret1,2,31,31,4975,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,b106e4d40ae964a4
btc_compression_breakout_down_range24lo10__ret1lo10_12h_short_v2,12,klines__range__24h<=0.0182623 AND klines__ret__1h<=-0.00669654,compression_breakout_down,short,range24+ret1,2,26,26,4975,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,b659848e8f1a53c8
btc_compression_breakout_down_atr24lo10__ret1lo10_12h_short_v2,12,klines__atr__24h<=0.00423087 AND klines__ret__1h<=-0.00669654,compression_breakout_down,short,atr24+ret1,2,41,40,4975,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,e1da65a55d6dbc94
btc_compression_breakout_down_bbw24lo10__ret1lo10_12h_short_v2,12,klines__bbw__24h<=0.012028 AND klines__ret__1h<=-0.00669654,compression_breakout_down,short,bbw24+ret1,2,46,46,4975,False,,,,,,,,,,,,,,INSUFFICIENT_FIRES,False,,,,,,,,,,c7e3b83a3f4f,c2245b620e788f2f
btc_compression_pure_range24lo10_12h_long_v2,12,klines__range__24h<=0.0182623,compression_pure,long,range24,1,5957,353,4975,False,0.004,0.00192,6.6e-05,0.0029,0.63,-0.564,0.0005411777733935559,-0.001459,0.63968,0.61497,1.0,0.69299,0.000541,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,72da1118304c9d16
btc_compression_pure_atr24lo10_12h_long_v2,12,klines__atr__24h<=0.00423087,compression_pure,long,atr24,1,5957,231,4975,False,0.007,0.00189,6.6e-05,0.00269,0.611,-0.505,0.0008929975115741175,-0.001107,0.48026,0.47935,1.0,0.6175,0.000893,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,b9623808318c1c44
btc_compression_pure_bbw24lo10_12h_long_v2,12,klines__bbw__24h<=0.012028,compression_pure,long,bbw24,1,5957,409,4975,False,0.0,0.00199,7e-05,0.00291,0.632,-0.577,0.0005598084947850723,-0.00144,0.63868,0.60848,1.0,0.69299,0.00056,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,8108f915e2b613b7
btc_compression_pure_range24lo10__volz24lo10_12h_long_v2,12,klines__range__24h<=0.0182623 AND klines__volz__24h<=-0.96611,compression_pure,long,range24+volz24,2,829,503,4975,False,0.004,0.00193,6.7e-05,0.00252,0.546,-0.499,0.00043431206684415056,-0.001566,0.63118,0.603,1.0,0.69299,0.000434,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,6aabd7ee9c6c9ad1
btc_volume_capitulation_reversal_ret1lo10__volz24hi10_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND klines__volz__24h>=1.40664,volume_capitulation_reversal,long,ret1+volz24,2,1778,1529,4975,False,-1.837,0.0081,0.000167,0.00898,1.655,-1.762,-0.0012372685422872914,-0.003237,0.9975,0.99737,1.0,0.9975,0.001237,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,e3629c5b6337a819
btc_volume_capitulation_reversal_ret24lo10__volz24hi10_12h_long_v2,12,klines__ret__24h<=-0.0379468 AND klines__volz__24h>=1.40664,volume_capitulation_reversal,long,ret24+volz24,2,773,555,4975,False,-1.473,0.01129,0.00017,0.01312,2.396,-2.461,-0.000886378855884787,-0.002886,0.91454,0.89573,1.0,0.95112,0.000886,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,5e03b8b1e4f015c8
btc_volume_capitulation_reversal_ret1lo10__range24hi10_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND klines__range__24h>=0.100544,volume_capitulation_reversal,long,range24+ret1,2,1688,1261,4975,False,-1.986,0.01788,0.000184,0.01674,3.63,-2.776,0.008224682488361954,0.006225,0.0005,3e-05,0.001,0.00144,0.008225,SHADOW_ELIGIBLE,True,INFORMATION_PASS,0.001662,30.0,0.011514,0.0035,0.00582,0.003926,0.09295,21.0,c7e3b83a3f4f,5587f39f06efd459
btc_crowded_unwind_short_trend30dloT__volz24hi10_12h_short_v2,12,trend30d<=-0.0481183 AND klines__volz__24h>=1.40664,crowded_unwind_short,short,trend30d+volz24,2,1916,1344,4975,False,-0.255,0.00724,5.3e-05,0.00804,1.515,-1.638,0.001045332510791352,-0.000955,0.0095,0.02574,0.14043,0.04273,0.001045,EFFECT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,07fb13d529d643c9
btc_crowded_unwind_short_range24hi10__trend30dloT_12h_short_v2,12,klines__range__24h>=0.100544 AND trend30d<=-0.0481183,crowded_unwind_short,short,range24+trend30d,2,2626,156,4975,False,-0.076,0.01699,-2.7e-05,0.01483,2.726,-2.93,-0.0006874760890753144,-0.002687,0.44928,0.44909,0.86507,0.8087,0.000687,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,4c1e27509b5ab655
btc_crowded_unwind_short_atr24hi10__ret1lo10_12h_short_v2,12,klines__atr__24h>=0.0185663 AND klines__ret__1h<=-0.00669654,crowded_unwind_short,short,atr24+ret1,2,1789,1306,4975,False,-1.909,0.01805,0.000203,0.01696,3.519,-3.029,-0.0060609928826049824,-0.008061,1.0,0.99995,1.0,1.0,0.006061,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,fee1aaa11bc9c223
btc_regime_reversal_uptrend_ret1lo10__trend7dhiT_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND trend7d>=0.0380164,regime_reversal_uptrend,long,ret1+trend7d,2,1901,1615,4975,False,-1.346,0.01009,0.000352,0.00935,2.079,-1.587,0.0043731717336770734,0.002373,0.0005,0.0029,0.06747,0.00144,0.004373,COST_FAIL,False,INFORMATION_PASS,-0.000448,,,,,,,,c7e3b83a3f4f,881db227e84db069
btc_regime_reversal_uptrend_ret1lo10__trend30dhiT_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND trend30d>=0.127643,regime_reversal_uptrend,long,ret1+trend30d,2,2171,1767,4975,False,-1.425,0.01091,0.000348,0.01057,2.252,-1.846,0.003745490391999263,0.001745,0.0005,0.01675,0.15942,0.00144,0.003745,COST_FAIL,False,INFORMATION_PASS,-0.001184,,,,,,,,c7e3b83a3f4f,da03f3770ffe15ad
btc_regime_reversal_downtrend_ret1lo10__trend7dloT_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND trend7d<=-0.0213664,regime_reversal_downtrend,long,ret1+trend7d,2,2821,2233,4975,False,-1.58,0.01192,6.7e-05,0.01189,2.358,-2.308,0.0011576320751796319,-0.000842,0.34283,0.37721,0.9985,0.46913,0.001158,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,e0ae7ab85adbfcba
btc_regime_reversal_downtrend_ret1lo10__trend30dloT_12h_long_v2,12,klines__ret__1h<=-0.00669654 AND trend30d<=-0.0481183,regime_reversal_downtrend,long,ret1+trend30d,2,2416,1934,4975,False,-1.506,0.01113,4.1e-05,0.01087,2.158,-2.143,0.0008994126465210555,-0.001101,0.49875,0.49497,1.0,0.6175,0.000899,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,e3987b9773381470
btc_regime_momentum_ret6hi10__trend30dhiT_12h_long_v2,12,ret6>=0.0188872 AND trend30d>=0.127643,regime_momentum,long,ret6+trend30d,2,2647,832,4975,False,0.588,0.01048,0.000284,0.0098,2.057,-1.791,0.0035432851426308496,0.001543,0.0055,0.0296,0.2039,0.01191,0.003543,COST_FAIL,False,INFORMATION_PASS,-0.001208,,,,,,,,c7e3b83a3f4f,307e84687c79c744
btc_regime_momentum_ret12hi10__trend30dhiT_12h_long_v2,12,ret12>=0.0282449 AND trend30d>=0.127643,regime_momentum,long,ret12+trend30d,2,2810,583,4975,False,0.441,0.01046,0.000328,0.0097,2.177,-1.585,0.005494682136078875,0.003495,0.0005,0.00631,0.01399,0.00144,0.005495,VAL_FAIL,False,INFORMATION_PASS,0.000962,30.0,-0.00178,0.58071,0.57314,-0.004972,0.62869,5.0,c7e3b83a3f4f,b66e81dd92d5923c
btc_mean_reversion_ret1lo10_24h_long_v2,24,klines__ret__1h<=-0.00669654,mean_reversion,long,ret1,1,5959,4847,2487,False,-1.44,0.01054,0.000176,0.01027,3.091,-3.005,0.003020174638082414,0.00102,0.03898,0.11498,0.96652,0.09214,0.00302,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,713ee16e65207559
btc_mean_reversion_ret24lo10_24h_long_v2,24,klines__ret__24h<=-0.0379468,mean_reversion,long,ret24,1,5956,916,2487,False,-0.301,0.01225,9.9e-05,0.01155,3.305,-3.317,0.004873783130747589,0.002874,0.02149,0.03806,0.50625,0.06984,0.004874,MCPT_FAIL,False,,,,,,,,,,c7e3b83a3f4f,3dc8931e2c02143a
btc_mean_reversion_ret1lo10__ntaklo10_24h_long_v2,24,klines__ret__1h<=-0.00669654 AND nettaker__net__1d<=-12941.8,mean_reversion,long,ntak+ret1,2,453,363,2487,False,-1.543,0.01134,0.00013,0.01006,3.338,-2.423,0.012386842216590019,0.010387,0.0015,0.00181,0.0025,0.0065,0.012387,SHADOW_ELIGIBLE,True,INFORMATION_PASS,0.001548,47.0,0.013725,0.01899,0.02467,0.012954,0.009,24.0,c7e3b83a3f4f,dff327edf346eac6
btc_mean_reversion_ret1lo10__fundlo10_24h_long_v2,24,klines__ret__1h<=-0.00669654 AND funding__rate__asof<=-1.4552e-05,mean_reversion,long,fund+ret1,2,444,368,2487,False,-1.484,0.01257,-0.000168,0.01096,3.915,-2.69,0.014791921730882354,0.012792,0.0005,7e-05,0.0005,0.0026,0.014792,SHADOW_ELIGIBLE,True,INFORMATION_PASS,0.006556,39.0,0.016232,0.0015,0.0007,0.007027,0.002,78.0,c7e3b83a3f4f,ca11b46817808d5a
