stage,model_type,n_days,avg_position_abs,total_return_strategy,total_return_buy_hold,annualized_sharpe_strategy,max_drawdown_strategy
M1_NTV_only,logistic,676,0.9319526627218935,7067.269252905643,1.3404720524404818,12.099433778439575,-0.13031515615777078
M2_NTV_plus_market,logistic,676,0.9171597633136095,8164.960764419919,1.3404720524404818,12.427832941697819,-0.09554484728393364
M3_plus_funding_OI,logistic,676,0.9171597633136095,8164.960764419919,1.3404720524404818,12.427832941697819,-0.09554484728393364
M4_plus_COT_liquidity,logistic,676,0.9171597633136095,8164.960764419919,1.3404720524404818,12.427832941697819,-0.09554484728393364
