date,target_up,pred,prob_up,next_return,position,turnover,cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2024-03-28,0,0,0.06735810064405084,-0.01204502883045766,-1,2.0,0.001,0.01104502883045766,-0.01204502883045766,4.969527251049956,1.5824552878935112
2024-03-29,0,0,0.3696572189022197,-0.0035414711944022903,-1,0.0,0.0,0.0035414711944022903,-0.0035414711944022903,4.987126688659347,1.5768510680750067
2024-03-30,1,1,0.9768145246938619,0.02424203264779501,1,2.0,0.001,0.023242032647795008,0.02424203264779501,5.103037649975857,1.6150771431479916
2024-03-31,0,0,0.08375845279104087,-0.022871394296192005,-1,2.0,0.001,0.021871394296192004,-0.022871394296192005,5.214648198526793,1.5781380769882865
2024-04-01,0,0,0.008482816013129542,-0.061047985989492126,-1,0.0,0.0,0.061047985989492126,-0.061047985989492126,5.532991968690586,1.4817959257748214
2024-04-02,1,1,0.5532332765147441,0.008156830210526378,1,2.0,0.001,0.007156830210526378,0.008156830210526378,5.572590652766712,1.4938826835480163
2024-04-03,1,1,0.8937409306394921,0.038314642609167615,1,0.0,0.0,0.038314642609167615,0.038314642609167615,5.786102472034656,1.5511202646681828
2024-04-04,0,0,0.3605541722474936,-0.009797320875087778,-1,2.0,0.001,0.008797320875087777,-0.009797320875087778,5.837004672097284,1.5359234417193774
2024-04-05,1,1,0.9224731646175509,0.015602971156545964,1,2.0,0.001,0.014602971156545963,0.015602971156545964,5.922242282964544,1.5598884108791877
2024-04-06,1,1,0.928716149884015,0.006770270726916605,1,0.0,0.0,0.006770270726916605,0.006770270726916605,5.962337466530607,1.5704492777246195
2024-04-07,1,1,0.957961465668735,0.03270935878474601,1,0.0,0.0,0.03270935878474601,0.03270935878474601,6.15736170191909,1.6218176666029593
2024-04-08,0,0,0.023957072502335575,-0.03479403115822832,-1,2.0,0.001,0.03379403115822832,-0.03479403115822832,6.365443775126225,1.5653880921782108
2024-04-09,1,0,0.3542828861740594,0.0209558550176423,-1,0.0,0.0,-0.0209558550176423,0.0209558550176423,6.232050458251726,1.5981921380842412
2024-04-10,0,0,0.4769804149089134,-0.007469744331340511,0,1.0,0.0005,-0.0005,-0.007469744331340511,6.228934433022601,1.5862540514203936
2024-04-11,0,0,0.02547468405881551,-0.04088948430588779,-1,1.0,0.0005,0.04038948430588779,-0.04088948430588779,6.480517882547572,1.5213929412796885
2024-04-12,0,0,0.011963913211602529,-0.05021729270691988,-1,0.0,0.0,0.05021729270691988,-0.05021729270691988,6.805951945947893,1.4449927066252046
2024-04-13,1,0,0.37715950499898737,0.03004089104268326,-1,0.0,0.0,-0.03004089104268326,0.03004089104268326,6.601495085097934,1.4884015750824044
2024-04-14,0,0,0.20324669008785098,-0.03517737178558533,-1,0.0,0.0,0.03517737178558533,-0.03517737178558533,6.833718332047139,1.4360435195094798
2024-04-15,1,0,0.47771887868915275,0.006080330797783695,0,1.0,0.0005,-0.0005,0.006080330797783695,6.830301472881116,1.444775139148111
2024-04-16,0,0,0.15431545526682655,-0.03972884891052719,-1,1.0,0.0005,0.03922884891052719,-0.03972884891052719,7.098246337374121,1.3873758859352097
2024-04-17,1,1,0.8221724773810009,0.03649124077498622,1,2.0,0.001,0.03549124077498622,0.03649124077498622,7.35017190721403,1.4380029534342813
2024-04-18,1,1,0.7432749389320661,0.005208661031110617,1,0.0,0.0,0.005208661031110617,0.005208661031110617,7.388456461199099,1.4454930233804564
2024-04-19,1,1,0.8508271394069209,0.018026421268684478,1,0.0,0.0,0.018026421268684478,0.018026421268684478,7.5216438898940075,1.4715500895608569
2024-04-20,0,1,0.7657042411341137,-0.0010431180502996629,1,0.0,0.0,-0.0010431180502996629,-0.0010431180502996629,7.513797927384533,1.470015089100516
2024-04-21,1,1,0.8925045676632685,0.029433758205850147,1,0.0,0.0,0.029433758205850147,0.029433758205850147,7.734957238786787,1.5132831577920518
2024-04-22,0,0,0.23127638339447154,-0.006439574982440521,-1,2.0,0.001,0.005439574982440521,-0.006439574982440521,7.777032118673139,1.5035382574277856
2024-04-23,0,0,0.058350783022922355,-0.03208044676017341,-1,0.0,0.0,0.03208044676017341,-0.03208044676017341,8.02652278350839,1.4553040784084896
2024-04-24,1,0,0.33162698646810745,0.0031863484195515657,-1,0.0,0.0,-0.0031863484195515657,0.0031863484195515657,8.000947485322664,1.4599411842586936
2024-04-25,0,1,0.7865047680939902,-0.011265004482557628,1,2.0,0.001,-0.012265004482557629,-0.011265004482557628,7.902815828550473,1.443494940273749
2024-04-26,0,0,0.12569996509189546,-0.005272966802647994,-1,2.0,0.001,0.004272966802647994,-0.005272966802647994,7.93658429823331,1.435883439373895
2024-04-27,0,0,0.19555914859649806,-0.004823625063903991,-1,0.0,0.0,0.004823625063903991,-0.004823625063903991,7.974867405176055,1.4289572760268865
2024-04-28,1,0,0.40487392887901247,0.011533090916022948,-1,0.0,0.0,-0.011533090916022948,0.011533090916022948,7.882892534348931,1.445437570206417
2024-04-29,0,0,0.06005194383379677,-0.050191249309274655,-1,0.0,0.0,0.050191249309274655,-0.050191249309274655,8.278544758818658,1.3728892527591945
2024-04-30,0,0,0.0425121376614209,-0.03929695449375714,-1,0.0,0.0,0.03929695449375714,-0.03929695449375714,8.603866355480486,1.3189388862685483
2024-05-01,1,1,0.8164022757975433,0.014924669552331737,1,2.0,0.001,0.013924669552331737,0.014924669552331737,8.723672351352976,1.338623613305827
2024-05-02,1,1,0.980188136780061,0.06370405294167747,1,0.0,0.0,0.06370405294167747,0.06370405294167747,9.279405636669413,1.4238993628368408
2024-05-03,1,1,0.9516180351190269,0.015926845790239064,1,0.0,0.0,0.015926845790239064,0.015926845790239064,9.427197299269721,1.4465775884095629
2024-05-04,1,1,0.9199726160954612,0.002185896653241981,1,0.0,0.0,0.002185896653241981,0.002185896653241981,9.447804178295646,1.4497396575187222
2024-05-05,0,0,0.3914278855343865,-0.013574390387488533,-1,2.0,0.001,0.012574390387488532,-0.013574390387488533,9.56660455633808,1.4300603254473392
2024-05-06,0,0,0.10251352326005805,-0.01309542885757653,-1,0.0,0.0,0.01309542885757653,-0.01309542885757653,9.69188334571417,1.4113330721934008
2024-05-07,0,0,0.17872025840503675,-0.018398626419713127,-1,0.0,0.0,0.018398626419713127,-0.018398626419713127,9.870200686695405,1.3853664822443283
