date,target_up,pred,prob_up,next_return,position,turnover,cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2024-01-01,1,0,0.2437979206664243,0.017900939051301412,-1,1.0,0.0005,-0.018400939051301413,0.017900939051301412,0.9815990609486986,1.0179009390513014
2024-01-02,0,0,0.02928523119310736,-0.04692812036242189,-1,0.0,0.0,0.04692812036242189,-0.04692812036242189,1.0276636598285396,0.9701327612664796
2024-01-03,1,1,0.8623065490452435,0.03108057856532498,1,2.0,0.001,0.030080578565324978,0.03108057856532498,1.0585763772867411,1.000285048771818
2024-01-04,0,1,0.5405827600498735,-0.0003900067727314882,0,1.0,0.0005,-0.0005,-0.0003900067727314882,1.0580470890980977,0.999894930828135
2024-01-05,0,1,0.7957555062925994,-0.003928567037593367,1,1.0,0.0005,-0.004428567037593367,-0.003928567037593367,1.0533614566350962,0.9959667765618269
2024-01-06,0,0,0.3836250413997431,-0.0010479313368322307,-1,2.0,0.001,4.79313368322307e-05,-0.0010479313368322307,1.0534119456578803,0.994923071766224
2024-01-07,1,1,0.9456729312413721,0.06889378335779228,1,2.0,0.001,0.06789378335779228,0.06889378335779228,1.1249320680828867,1.0634670863301554
2024-01-08,0,0,0.38995472620886973,-0.017687130611972357,-1,2.0,0.001,0.016687130611972356,-0.017687130611972357,1.1437039564325822,1.0446574050727002
2024-01-09,1,0,0.12139256792114879,0.010577584004972662,-1,0.0,0.0,-0.010577584004972662,0.010577584004972662,1.131606331756597,1.0557073565312736
2024-01-10,0,0,0.3087842535584908,-0.005558733892443213,-1,0.0,0.0,0.005558733892443213,-0.005558733892443213,1.1378966302258358,1.0498389602680216
2024-01-11,0,0,0.026720680376617477,-0.07581464687080208,-1,0.0,0.0,0.07581464687080208,-0.07581464687080208,1.224165861421883,0.9702457902240915
2024-01-12,0,0,0.49576365375870557,-0.0002516769882185965,0,1.0,0.0005,-0.0005,-0.0002516769882185965,1.2235537784911723,0.9700016016857761
2024-01-13,0,0,0.12710669212791306,-0.0244177193838242,-1,1.0,0.0005,0.0239177193838242,-0.0244177193838242,1.252818394416142,0.9463163747739528
2024-01-14,1,1,0.9023042739303425,0.01712351907901466,1,2.0,0.001,0.01612351907901466,0.01712351907901466,1.2730182357010513,0.9625206412721786
2024-01-15,1,1,0.5096859575555076,0.015124600939588229,0,1.0,0.0005,-0.0005,0.015124600939588229,1.272381726583201,0.9770783818675369
2024-01-16,0,1,0.59242431746002,-0.009553782672285682,1,1.0,0.0005,-0.010053782672285683,-0.009553782672285682,1.2595894772279457,0.967743587353386
2024-01-17,0,0,0.07478893563440975,-0.034639725632667706,-1,2.0,0.001,0.033639725632667705,-0.034639725632667706,1.3019617216516892,0.934221215004691
2024-01-18,1,1,0.854538467599732,0.00863620644230223,1,2.0,0.001,0.00763620644230223,0.00863620644230223,1.3119037701381968,0.94228934228025
2024-01-19,1,1,0.557421510692071,0.0011336255217606617,1,0.0,0.0,0.0011336255217606617,0.0011336255217606617,1.3133909777341195,0.9433575455275419
2024-01-20,0,1,0.5625699445008778,-0.0028752933279206916,1,0.0,0.0,-0.0028752933279206916,-0.0028752933279206916,1.3096145934188894,0.9406451158710429
2024-01-21,0,0,0.10275953575604524,-0.049064374667218136,-1,2.0,0.001,0.048064374667218135,-0.049064374667218136,1.3725603999066316,0.8944929514770573
2024-01-22,1,1,0.6374655661554358,0.008560013431039293,1,2.0,0.001,0.007560013431039293,0.008560013431039293,1.3829369749648386,0.9021498231556709
2024-01-23,1,1,0.900785707256837,0.005810521700930993,1,0.0,0.0,0.005810521700930993,0.005810521700930993,1.3909725602688916,0.9073917842806081
2024-01-24,0,1,0.6067686871358847,-0.0035747525934159974,1,0.0,0.0,-0.0035747525934159974,-0.0035747525934159974,1.3860001775017,0.9041480831465066
2024-01-25,1,1,0.9737332176859048,0.04715459322091098,1,0.0,0.0,0.04715459322091098,0.04715459322091098,1.451356452075903,0.9467828182187465
2024-01-26,1,0,0.340821396362763,0.007250269707417489,-1,2.0,0.001,-0.00825026970741749,0.007250269707417489,1.4393823699046764,0.9536472490051813
2024-01-27,0,1,0.5084471627780461,-0.002005242826170095,0,1.0,0.0005,-0.0005,-0.002005242826170095,1.438662678719724,0.9517349547004168
2024-01-28,1,1,0.8955996406869505,0.029799801358818767,1,1.0,0.0005,0.029299801358818767,0.029799801358818767,1.4808152094285583,0.9800964672967336
2024-01-29,0,0,0.31804569633702695,-0.007753530092744043,-1,2.0,0.001,0.006753530092744043,-0.007753530092744043,1.4908159395072274,0.9724972598437562
2024-01-30,0,1,0.5212393441757859,-0.00861423582021903,0,1.0,0.0005,-0.0005,-0.00861423582021903,1.4900705315374738,0.9641199391129452
2024-01-31,1,1,0.7704748659156344,0.011581441842771323,1,1.0,0.0005,0.011081441842771322,0.011581441842771323,1.5065826614743338,0.975285838117238
2024-02-01,1,1,0.564110600665368,0.0025556346111748063,1,0.0,0.0,0.0025556346111748063,0.0025556346111748063,1.5104329362685935,0.977778312360919
2024-02-02,0,0,0.17081006814144847,-0.0044831659668692625,-1,2.0,0.001,0.0034831659668692625,-0.0044831659668692625,1.5156940248674426,0.9733947699077997
2024-02-03,0,0,0.1676956885100453,-0.009505619472114146,-1,0.0,0.0,0.009505619472114146,-0.009505619472114146,1.5301016355039896,0.96414204962891
2024-02-04,1,1,0.8122200840391622,0.0017632602500394778,1,2.0,0.001,0.0007632602500394778,0.0017632602500394778,1.5312695012608903,0.9658420829804123
2024-02-05,1,1,0.5095817249675342,0.009986338686479135,0,1.0,0.0005,-0.0005,0.009986338686479135,1.53050386651026,0.9754873091387092
2024-02-06,1,1,0.9766772030487232,0.028630850081180936,1,1.0,0.0005,0.028130850081180936,0.028630850081180936,1.5735582413277278,1.0034163400427543
2024-02-07,1,1,0.7567706239356713,0.022188248784866804,1,0.0,0.0,0.022188248784866804,0.022188248784866804,1.6084727430637848,1.0256803914304233
2024-02-08,1,1,0.95467035927478,0.040741037427910465,1,0.0,0.0,0.040741037427910465,0.040741037427910465,1.6740035912907203,1.0674676746467642
2024-02-09,1,1,0.8358190513285182,0.013236801662479536,1,0.0,0.0,0.013236801662479536,0.013236801662479536,1.696162044810914,1.0815975325371716
2024-02-10,1,1,0.6449256666333549,0.010940478338881565,1,0.0,0.0,0.010940478338881565,0.010940478338881565,1.7147188689214008,1.0934307269132824
2024-02-11,1,1,0.8974761236745046,0.034461993507690414,1,0.0,0.0,0.034461993507690414,0.034461993507690414,1.7738114994496843,1.131112529525277
2024-02-12,0,0,0.08730389439197386,-0.004319233922406296,-1,2.0,0.001,0.003319233922406296,-0.004319233922406296,1.7796991947506122,1.1262269899176927
2024-02-13,1,1,0.9381010514659481,0.041900916949929146,1,2.0,0.001,0.040900916949929145,0.041900916949929146,1.8524905237109626,1.1734169334890026
2024-02-14,1,0,0.1937745388996821,0.0021583350882306007,-1,2.0,0.001,-0.0031583350882306007,0.0021583350882306007,1.8466397378893116,1.175949560429676
2024-02-15,1,1,0.6294184067992519,0.004267512618200353,1,2.0,0.001,0.003267512618200353,0.004267512618200353,1.8526736565341353,1.1809679400171766
2024-02-16,0,0,0.32140926693207544,-0.009532306269177337,-1,2.0,0.001,0.008532306269177337,-0.009532306269177337,1.8684812355885212,1.1697105919188535
2024-02-17,1,0,0.3000854817158669,0.008895163192163213,-1,0.0,0.0,-0.008895163192163213,0.008895163192163213,1.8518607900764665,1.1801153585215736
2024-02-18,0,0,0.2770882154141556,-0.006588364620277343,-1,0.0,0.0,0.006588364620277343,-0.006588364620277343,1.8640615241874852,1.1723403282456442
2024-02-19,1,0,0.1652654556995273,0.009767068832988945,-1,0.0,0.0,-0.009767068832988945,0.009767068832988945,1.8458551069718196,1.1837906569273082
2024-02-20,0,0,0.14493896230715062,-0.008524364120598982,-1,0.0,0.0,0.008524364120598982,-0.008524364120598982,1.8615898480175146,1.1736995943250967
2024-02-21,0,0,0.2516448210727496,-0.010305082651198116,-1,0.0,0.0,0.010305082651198116,-0.010305082651198116,1.8807736852639665,1.1616045229978988
2024-02-22,0,0,0.04891476410064111,-0.011168964874795462,-1,0.0,0.0,0.011168964874795462,-0.011168964874795462,1.9017799804921194,1.1486306028821318
2024-02-23,1,1,0.9295543200116948,0.016540904827679226,1,2.0,0.001,0.015540904827679225,0.016540904827679226,1.9313353621721328,1.167629992366565
