t_k,klines__ret__1h,klines__ret__24h,klines__rvol__24h,klines__takerbuyfrac__1h,klines__range__6h,klines__range__24h,klines__atr__24h,klines__bbw__24h,klines__volz__6h,klines__volz__24h,futures__oi__asof,futures__oichg__4h,funding__rate__asof,nettaker__net__1d,futures__stale_h,funding__stale_h,nettaker__stale_h
1517443200000,0.011031291,0.0046485913,0.01376337,0.4931885928,0.0284878125,0.0705729648,0.0217463855,0.050973129,-0.6864792186,-0.9543312624,,,,,,,
1517446800000,-0.0021312384,0.0440682035,0.010827245,0.4696538335,0.0321537769,0.0707236938,0.0203735993,0.0448229842,1.9082416351,-0.2194218598,,,,,,,
1517450400000,-0.0015287659,0.0280923563,0.0105304952,0.3499003942,0.0239082936,0.0600976434,0.0193190804,0.0424738778,1.2226174582,-0.1035310075,,,,,,,
1517454000000,-0.0046723637,-0.0029550804,0.0091232403,0.4340963153,0.0240205263,0.0603797596,0.0185735451,0.0422444429,0.3745358609,-0.5181608177,,,,,,,
1517457600000,-0.0127269572,0.0009741551,0.0088483004,0.4315137069,0.0373353989,0.0611581163,0.0189154286,0.0420854301,1.324591057,0.7214335571,,,,,,,
1517461200000,0.0174770105,0.0262456229,0.0093684478,0.5970527163,0.0366940958,0.0601076149,0.018811751,0.0396115375,0.5712062404,0.3023929477,,,,,,,
1517464800000,-0.0007603123,0.013939439,0.0091154671,0.5613389121,0.036722016,0.0552695839,0.0176622224,0.0393044081,-1.5251842205,-0.9102245519,,,,,,,
1517468400000,-0.0142469232,-0.0148983335,0.0090926187,0.4856196563,0.0366562493,0.0560683859,0.0174537643,0.0396095007,-0.787760053,-0.5464663908,,,,,,,
1517472000000,-0.0028130803,-0.0210359922,0.0090618166,0.4701277252,0.0356417836,0.0562265557,0.0174281042,0.0396333526,-0.857455773,-0.8058600654,,,,,,,
1517475600000,-0.0122658055,-0.0292343691,0.0093406967,0.4312262749,0.055880551,0.0710088518,0.0183011982,0.0431369446,1.9859492667,4.0076461349,,,,,,,
1517479200000,-0.0366397024,-0.0602905258,0.0118098936,0.434007087,0.0753406919,0.0910443709,0.0198714769,0.0634344004,1.13745951,2.7065401299,,,,,,,
1517482800000,-0.0077484571,-0.0742912925,0.0116660378,0.4243551487,0.0815068565,0.0973331649,0.0201341311,0.0802616191,1.0241282898,2.6219524091,,,,,,,
1517486400000,0.0094233785,-0.0678917984,0.0118951927,0.4916062596,0.0767288332,0.0965287798,0.0199983006,0.0885440325,-0.0311230911,1.1093874838,,,,,,,
1517490000000,-0.0116186933,-0.0870341515,0.0117403034,0.4374209811,0.0919546414,0.1166508439,0.021154448,0.0967799994,0.2172483789,1.6072085395,,,,,,,
1517493600000,-0.0195200422,-0.0833382643,0.0114758717,0.4111135263,0.0918886062,0.1195272702,0.0213073138,0.1136157669,0.070663386,1.6267712301,,,,,,,
1517497200000,0.0145455328,-0.0583974039,0.011886431,0.5194100078,0.0785682094,0.1178136085,0.0207811293,0.1228970302,-0.2508740546,1.289856276,,,,,,,
1517500800000,-0.0095735487,-0.0676418297,0.0119588825,0.4597285813,0.0536410036,0.1189524051,0.0214057672,0.1335723603,-1.4842881939,0.3372033817,,,,,,,
1517504400000,-0.0292520131,-0.0998671641,0.0129659967,0.4219944689,0.0786938079,0.1459732691,0.0224574614,0.151721904,1.7887675292,2.4025844082,,,,,,,
1517508000000,0.0039341941,-0.0937860588,0.0130721518,0.5397902527,0.0718574255,0.1454012324,0.0222896225,0.1653810744,-0.5407235312,0.6079007821,,,,,,,
1517511600000,0.0030431769,-0.0919106714,0.0131132643,0.4698015131,0.0622659509,0.1449600932,0.0221639925,0.1757807768,-1.1883387602,-0.3111076271,,,,,,,
1517515200000,-0.0206012467,-0.1159085134,0.0133603006,0.4161129262,0.0760461376,0.1604797169,0.0231129002,0.1892771969,0.3687820572,1.051272473,,,,,,,
1517518800000,0.051221547,-0.0771306101,0.0174987844,0.4882560838,0.0775545853,0.1685124192,0.0246596351,0.1888485114,1.4845195835,2.5201962934,,,,,,,
1517522400000,-0.0046883178,-0.0755067678,0.0174883316,0.4862080139,0.0864717306,0.1693061804,0.02588031,0.1890959236,-0.0137269376,0.883393223,,,,,,,
1517526000000,-0.0252129942,-0.1034987142,0.0179543269,0.4500794592,0.0887083333,0.173685307,0.0275463268,0.1916461461,-0.6717434605,-0.1737483253,,,,,,,
1517529600000,0.0114605263,-0.1031181029,0.0179705612,0.5112570996,0.0877032084,0.171717336,0.0275767736,0.187865763,-0.8784310249,-0.6625047231,,,,,,,
1517533200000,-0.0395131671,-0.136716885,0.0193361594,0.4088093492,0.0913112032,0.1781021057,0.0301007728,0.1907374935,-0.1263007049,0.4171742874,,,,,,,
1517536800000,-0.0107177967,-0.144661766,0.0193362345,0.422175115,0.0942388367,0.1806865205,0.0311542958,0.193510367,-0.1868759041,0.2492925973,,,,,,,
1517540400000,0.0369911478,-0.1088580838,0.0212639112,0.5241727969,0.0908771853,0.1695917177,0.031001058,0.1869210648,-0.780511863,-0.5566494185,,,,,,,
1517544000000,-0.0226849152,-0.1178464319,0.0215254359,0.4618003475,0.0803772553,0.17352819,0.0317407136,0.1855961188,-0.2009801367,-0.3851403088,,,,,,,
1517547600000,-0.0031520492,-0.1357318469,0.0209946163,0.4645220466,0.0694683635,0.1740768889,0.0314599894,0.1761367904,-0.7455494021,-0.7469086994,,,,,,,
