t_k,klines__ret__1h,klines__ret__24h,klines__rvol__24h,klines__takerbuyfrac__1h,klines__range__6h,klines__range__24h,klines__atr__24h,klines__bbw__24h,klines__volz__6h,klines__volz__24h,futures__oi__asof,futures__oichg__4h,funding__rate__asof,nettaker__net__1d,futures__stale_h,funding__stale_h,nettaker__stale_h
1751328000000,0.0003150885,-0.0111707668,0.0029936929,0.5400602766,0.0083453029,0.0191948407,0.0038317903,0.0187690504,-0.3339376724,-0.7165431849,76425.99,-0.0019385061,4.923e-05,-2881.326,0.0,8.0,0.0
1751331600000,0.0021514469,-0.0122964139,0.0029399664,0.4532771427,0.008327387,0.0189674662,0.0037801578,0.0171027826,-0.2278844672,-0.5926279203,76484.405,-0.0003150238,1.053e-05,-2881.326,0.0,1.0,1.0
1751335200000,-0.0014623241,-0.0117419472,0.002929651,0.3651806016,0.00806482,0.0178947025,0.0037836574,0.0159986038,-0.4033596609,-0.7065420386,76547.691,0.0025746317,1.053e-05,-2881.326,0.0,2.0,2.0
1751338800000,-0.0011034322,-0.0127039308,0.0029312193,0.3931859623,0.0064329517,0.0172422116,0.0038290284,0.0147699956,-0.5922568762,-0.741261166,76492.26,-0.0021815302,1.053e-05,-2881.326,0.0,3.0,3.0
1751342400000,0.0008467653,-0.0120858507,0.0029409471,0.5193993635,0.004786441,0.016842895,0.0038228192,0.0128142365,1.6810028583,-0.3866908333,76425.903,-1.1384e-06,1.053e-05,-2881.326,0.0,4.0,4.0
1751346000000,-0.0028992733,-0.0132335331,0.0029715267,0.343700192,0.006292664,0.0154064872,0.0038723418,0.0117641691,0.5069398892,-0.5213556073,76330.56,-0.0020114558,1.053e-05,-2881.326,0.0,5.0,5.0
1751349600000,0.0004761343,-0.0124506087,0.0029786407,0.4757408576,0.0074813558,0.014650926,0.0038768269,0.0101632805,1.8353974786,0.0498204182,76285.613,-0.0034237218,1.053e-05,-2881.326,0.0,6.0,6.0
1751353200000,-0.0003901527,-0.0063301953,0.0026876905,0.4445781723,0.0074842758,0.0115164293,0.0036417823,0.0106265177,-1.1084170769,-0.890233112,76271.396,-0.0028874032,1.053e-05,-2881.326,0.0,7.0,7.0
1751356800000,0.0026963975,-0.0040430583,0.0027524034,0.4702392272,0.0074153526,0.0125804507,0.0037479166,0.0104485133,1.331647217,0.2885472786,76188.199,-0.0031102544,1.053e-05,-2881.326,0.0,8.0,8.0
1751360400000,-0.0043746447,-0.0074667326,0.0028807391,0.3577365877,0.0056885889,0.0126357275,0.0038458786,0.0112871785,-0.2553189665,-0.3653450617,76183.617,-0.0019250874,4.334e-05,-2881.326,0.0,1.0,9.0
1751364000000,-0.0014406319,-0.0085819739,0.0028900033,0.4137280032,0.006598478,0.0137423011,0.0038730471,0.01244361,0.6311519383,0.0725033231,76550.278,0.003469396,4.334e-05,-2881.326,0.0,2.0,10.0
1751367600000,-0.0006191088,-0.0107670738,0.0028604374,0.4292412763,0.0082367034,0.0156114512,0.0039075111,0.0132645539,0.9771114531,0.3796969025,76576.756,0.0040035979,4.334e-05,-2881.326,0.0,3.0,11.0
