t_k,klines__ret__1h,klines__ret__24h,klines__rvol__24h,klines__takerbuyfrac__1h,klines__range__6h,klines__range__24h,klines__atr__24h,klines__bbw__24h,klines__volz__6h,klines__volz__24h,futures__oi__asof,futures__oichg__4h,funding__rate__asof,nettaker__net__1d,futures__stale_h,funding__stale_h,nettaker__stale_h
1548979200000,-0.0033520526,-0.0069632003,0.0033032931,0.4734146778,0.0088087126,0.0205002766,0.0051774846,0.0216273245,1.5390035444,-0.1236419212,,,,,,,
1548982800000,-0.0009784223,-0.0143562664,0.0029698375,0.5685095748,0.0088173397,0.0183342369,0.0049724452,0.0203571063,1.3715649274,-0.0095234791,,,,,,,
1548986400000,-0.0052437667,-0.0172490749,0.0031007267,0.5344487824,0.0141762508,0.0230898835,0.0052077992,0.0206347456,1.7451099555,0.5775598458,,,,,,,
1548990000000,0.0010255659,-0.0156828057,0.0031211196,0.497818048,0.014161727,0.0230662276,0.0052568606,0.0203968804,0.109506223,-0.1378355612,,,,,,,
1548993600000,0.0006586169,-0.0135110177,0.0031261779,0.537979937,0.014152406,0.0230510458,0.0053030081,0.0201137397,-1.0119124226,-0.6468965073,,,,,,,
1548997200000,-0.0007781191,-0.0145288789,0.0031215618,0.4969965987,0.0134081222,0.0230689962,0.005267738,0.0196332588,-0.7734576421,-0.4886149723,,,,,,,
1549000800000,0.0011622324,-0.0135941205,0.0031383392,0.4751320049,0.0113895216,0.0230422158,0.0052840411,0.0185248655,-0.8818524437,-0.6402580999,,,,,,,
1549004400000,0.0021170767,-0.0132306363,0.0031510485,0.4425745443,0.0089960753,0.0229935367,0.0052784708,0.0159763652,-0.3211258175,-0.4594236875,,,,,,,
1549008000000,-0.002048409,-0.0162631559,0.0031466359,0.4973243238,0.007453151,0.0221869399,0.0053212253,0.0120017406,1.3347670144,-0.1127665909,,,,,,,
1549011600000,0.005248492,-0.0014522303,0.002741688,0.5605813534,0.0124317186,0.0154247552,0.0051706719,0.0117498266,1.507017551,0.1052666642,,,,,,,
1549015200000,-0.0009715007,-0.0028799034,0.0027455313,0.5715977622,0.0121526565,0.015439755,0.0050336425,0.0112628116,0.1202066919,-0.237271178,,,,,,,
1549018800000,0.0029726551,0.0055900984,0.0025641844,0.4716312132,0.0117073312,0.0149614642,0.0047857672,0.0117581901,-0.3302958602,-0.3473059616,,,,,,,
1549022400000,0.0041598328,0.0091516158,0.0026861859,0.5770814323,0.0186720552,0.0219127076,0.0050058829,0.013545241,1.9197812813,3.0829695452,,,,,,,
1549026000000,0.0005608266,0.006836125,0.0026344319,0.4799347958,0.0195254715,0.0227643075,0.0049647946,0.0151799461,0.4878723749,1.5147690456,,,,,,,
1549029600000,0.0025165264,0.0081967213,0.0026682577,0.5295953243,0.0179201863,0.0227071643,0.0049463278,0.0174440186,-0.7565851354,-0.2316189249,,,,,,,
1549033200000,-0.0008156019,0.0110819481,0.0025424382,0.5706686437,0.0146812806,0.0227256995,0.0048930391,0.0190486583,-0.6489926522,-0.2853981173,,,,,,,
1549036800000,-0.0011479665,0.00769956,0.0025346393,0.5326293388,0.0144844673,0.0227518178,0.0049433009,0.02012351,-0.7169885825,-0.4992203994,,,,,,,
1549040400000,-0.0016488498,0.0087855976,0.0024875314,0.5408132046,0.0107135316,0.0227893941,0.0049532729,0.0205406832,-0.7583004528,-0.635216947,,,,,,,
1549044000000,0.0007751691,0.0092436485,0.0024888895,0.5682717374,0.0086676551,0.0227717421,0.0049483525,0.0210236227,-0.2773689075,-0.2846895906,,,,,,,
1549047600000,0.0034739985,0.0138350712,0.0025454571,0.6964975001,0.0072004401,0.022692907,0.0049847447,0.0220457825,-1.5235129832,-0.802338057,,,,,,,
1549051200000,0.0007229242,0.0117171576,0.0025007575,0.5750159386,0.0109367625,0.024981868,0.0049377324,0.0233113844,1.9334650012,0.9395776396,,,,,,,
1549054800000,0.0004691295,0.0083103698,0.0023962427,0.4984945127,0.0109316341,0.0249701538,0.0048066827,0.0245835362,-0.0205011119,-0.3151005058,,,,,,,
1549058400000,0.0018065964,0.0117637146,0.0023761834,0.5678806871,0.0109119207,0.0249251241,0.004840729,0.0261761312,-0.7240124137,-0.8503614355,,,,,,,
1549062000000,-0.0020474209,0.0086050527,0.0024276519,0.5118702641,0.008905706,0.024976261,0.0048760778,0.0270790867,-1.0820347925,-1.2668848995,,,,,,,
1549065600000,-0.0038068656,0.0081447832,0.0024594545,0.5107374464,0.0086508938,0.0250717057,0.0049392416,0.0270942423,-0.5328090282,-0.9078096794,,,,,,,
1549069200000,-0.000343725,0.0087852766,0.0024480368,0.5343195683,0.007966182,0.0250803264,0.0048791781,0.0268830353,-0.1314695648,-0.5158943168,,,,,,,
1549072800000,-0.0004189686,0.0136781188,0.0021467837,0.5560481417,0.0090390613,0.0245647404,0.004612995,0.025364461,-1.0733381655,-1.1110250387,,,,,,,
1549076400000,0.0017343898,0.0143959019,0.0021581918,0.5692489742,0.0090234112,0.0225080293,0.0045297409,0.0239948189,-0.9030306805,-1.0430122349,,,,,,,
1549080000000,-0.0001240827,0.0136024572,0.0021631433,0.5842972335,0.009024531,0.0222222222,0.0044794372,0.022496844,-0.2448113332,-0.8880990313,,,,,,,
1549083600000,-0.0016681097,0.0126996581,0.0021945761,0.5857400723,0.0090396101,0.0218517469,0.0045048691,0.0202611418,-0.7000579108,-0.971380659,,,,,,,
1549087200000,-0.0020871757,0.0094128036,0.0022532145,0.5262927019,0.0083690614,0.0218974508,0.0046409087,0.0181032831,1.3737775551,-0.2437336162,,,,,,,
1549090800000,-0.0011906141,0.0060810318,0.002244308,0.4542915561,0.0089068967,0.0219235532,0.0046295222,0.0165926696,1.530711739,-0.0169884504,,,,,,,
1549094400000,0.0016415837,0.0098010836,0.0022057073,0.5232739898,0.0088922992,0.0203240144,0.0045444784,0.0135671505,0.0221988293,-0.5714510206,,,,,,,
1549098000000,-0.000304035,0.0042234103,0.0019526933,0.5481770339,0.0088950036,0.0170629978,0.0042703355,0.0125357913,-0.1762611715,-0.5254724999,,,,,,,
1549101600000,0.0035452571,0.008763655,0.0020522657,0.6468420009,0.0082863361,0.0167891386,0.0043811609,0.0106626964,0.4755225535,-0.1712540879,,,,,,,
1549105200000,0.0001096763,0.0058841459,0.0019759287,0.5596461409,0.0085711317,0.0137686429,0.0043147856,0.0097183971,-0.7018038194,-0.4243358024,,,,,,,
1549108800000,0.0036218082,0.0053451974,0.0019321657,0.4333776231,0.0118757674,0.0137189555,0.0041199759,0.0101973143,1.8342055911,1.5115256299,,,,,,,
1549112400000,-0.0025390563,0.0022304919,0.0020106816,0.5538987581,0.0110094441,0.0137538774,0.0040123884,0.0102173341,0.4296778295,0.6389098796,,,,,,,
1549116000000,-0.0009484439,-0.0012334898,0.0019527962,0.5452070683,0.0110198958,0.0137669345,0.0040261767,0.0101419138,-1.1121417662,-1.0623705277,,,,,,,
1549119600000,3.1741e-05,-0.0003865013,0.001945993,0.5330909028,0.010433799,0.0137664976,0.0040208791,0.0101277182,-0.1490474308,0.1315211239,,,,,,,
1549123200000,-0.0023372172,-0.0015766585,0.0019907424,0.411313756,0.0081560407,0.0137987483,0.0039980024,0.010253377,-0.414125399,-0.2057280415,,,,,,,
1549126800000,0.0006709934,0.0007433525,0.0019666102,0.5709582504,0.0108616484,0.0137894956,0.0040078461,0.010170502,0.1129951718,0.485432412,,,,,,,
1549130400000,0.0013035134,0.00127168,0.0019782045,0.5223581534,0.010313504,0.0137715442,0.0040317343,0.010114406,-1.1891680804,-0.9892185702,,,,,,,
1549134000000,0.0007216278,-0.0014746501,0.0018467832,0.5219267655,0.0089042341,0.0137616134,0.0039553942,0.0099652981,-1.2353512404,-1.3161006794,,,,,,,
1549137600000,0.0003749758,-0.0018218344,0.0018417298,0.5127956184,0.010088836,0.0133614364,0.003905135,0.0096969724,-0.1984177849,-0.4163729136,,,,,,,
1549141200000,-0.0023614623,-0.0046459445,0.0018952681,0.5305316902,0.0101127168,0.0133930636,0.0039845857,0.0092644715,-0.8085064905,-1.1516720031,,,,,,,
1549144800000,0.0018208092,-0.0046318232,0.0018959219,0.5373893952,0.0100943369,0.0133687217,0.003925295,0.0080375193,-0.9748199618,-1.5152920975,,,,,,,
1549148400000,0.0002423333,-0.0023479987,0.0018556633,0.5660102692,0.0072047855,0.0133654828,0.0038852868,0.007507016,0.1428722822,-0.8652897894,,,,,,,
1549152000000,0.0108533258,0.0123336617,0.00276917,0.580994958,0.0196418025,0.0245693726,0.0043013997,0.0125023139,2.030755066,4.1596034824,,,,,,,
1549155600000,-0.0028732271,0.0097720811,0.0028502078,0.5297926918,0.0196984004,0.0246401694,0.0045411623,0.0143883426,0.4792041672,1.3643682116,,,,,,,
1549159200000,-0.0019629725,0.0082123356,0.0028869015,0.4726052604,0.0197371439,0.0246886325,0.0046048079,0.0152195478,-0.4118931585,-0.3233443154,,,,,,,
1549162800000,-0.0017804716,0.0046747445,0.0029024562,0.4608986091,0.0197666036,0.0247326683,0.0046339646,0.0156113325,-0.4438637448,-0.3144220478,,,,,,,
1549166400000,0.0002728607,0.0050735931,0.0029016697,0.5475547462,0.0183341086,0.0247259216,0.0046940774,0.0159971459,-0.5198624923,-0.3190517741,,,,,,,
1549170000000,-0.001639589,0.0051023063,0.0029008707,0.5139645869,0.0183642184,0.0247665285,0.0047709338,0.0159662039,-0.7216110479,-0.6846306996,,,,,,,
1549173600000,0.0012108592,0.008424102,0.0028649112,0.4973842677,0.011803808,0.024736576,0.004678864,0.0156513251,-0.7803326048,-0.7471321838,,,,,,,
1549177200000,-0.0029157618,0.0066823478,0.002926322,0.475575724,0.0089284428,0.0239128994,0.00478282,0.0146705928,0.7190939235,-0.2383417196,,,,,,,
1549180800000,-0.0024172196,0.0026031185,0.0029613833,0.4595100766,0.0108533042,0.0239708422,0.0048538549,0.0141958592,1.5833352726,0.1954424558,,,,,,,
1549184400000,-0.0010916841,0.0018131789,0.0029705506,0.492829383,0.0113971481,0.0238206756,0.0049108399,0.0137843653,1.7965064109,1.0734985672,,,,,,,
1549188000000,-0.0007950826,-0.0025196696,0.002881169,0.4758516753,0.011406217,0.0238396301,0.0047582569,0.0141856104,0.1487909062,0.0104805182,,,,,,,
1549191600000,0.0030931623,0.0004559727,0.0029541012,0.5863996696,0.0107508582,0.0237661176,0.0048667801,0.0141505096,-0.294592628,-0.1929745379,,,,,,,
1549195200000,-0.0008653763,-0.0040170574,0.0028568353,0.4499739152,0.0107601698,0.0237867021,0.0048049533,0.0141743729,-1.0203559873,-0.4937300976,,,,,,,
1549198800000,0.0006207235,-0.0008619596,0.0028151172,0.5074878729,0.0079345615,0.0237719463,0.0048056994,0.0142158028,-0.5897082076,-0.2211627025,,,,,,,
1549202400000,0.0010127386,0.0010993926,0.0028158271,0.4566991256,0.007926534,0.0237478959,0.0047889476,0.0141644341,0.6286639299,0.5069791141,,,,,,,
1549206000000,-0.0025653146,-0.0015004357,0.0028659967,0.5248971131,0.0063026303,0.0238089734,0.0047841665,0.0143263196,-0.5200740914,-0.2799799242,,,,,,,
1549209600000,0.0008784959,0.0017179745,0.0028297797,0.5440561415,0.0077349502,0.0237880756,0.0048195467,0.0140793717,1.2345106904,0.4842889272,,,,,,,
1549213200000,0.0012732785,0.0023208897,0.0028379505,0.549021673,0.0072925768,0.022768757,0.0047403672,0.0138419388,0.6608772811,0.3274753309,,,,,,,
1549216800000,-0.0022809127,-0.0012671783,0.0028660628,0.5827807859,0.0073092486,0.0228208092,0.0046968931,0.014004412,-1.3588696997,-0.6411400183,,,,,,,
1549220400000,0.0019884393,-2.8844e-06,0.0028924148,0.592013665,0.0072947434,0.0227755215,0.0046807216,0.0140045829,-0.8238832601,-0.4452416125,,,,,,,
1549224000000,-0.0061380838,-0.006513484,0.0031501406,0.444405416,0.0110140469,0.0275713954,0.0049708324,0.0152246539,1.549821513,1.0512648467,,,,,,,
1549227600000,-0.0007545856,-0.0049132948,0.0031206387,0.5333505937,0.0109671798,0.0276415916,0.0049664779,0.0163595064,0.9436376062,0.840029615,,,,,,,
1549231200000,-0.0023671217,-0.009073075,0.0031197841,0.523534357,0.0125158304,0.0292298063,0.0050525011,0.0182678369,0.4924040495,0.5082625529,,,,,,,
1549234800000,0.0046610478,-0.0046955127,0.0032838722,0.5472161791,0.0124577642,0.0290941968,0.0051441283,0.0187139864,-0.5123541989,-0.3534044592,,,,,,,
1549238400000,0.0021009256,-0.0133132845,0.0023601109,0.5152260318,0.0124316462,0.0246059264,0.0046200574,0.016406689,0.0115001127,0.611170054,,,,,,,
1549242000000,0.0012723713,-0.0092110911,0.0023346818,0.5964743706,0.0132389509,0.0199826138,0.0044667741,0.0147519224,-0.8615646624,0.1676990131,,,,,,,
1549245600000,0.0018137132,-0.0054618331,0.002350773,0.5286973706,0.0132149827,0.0198801311,0.004467456,0.0136143376,-1.2237159162,-0.590687207,,,,,,,
1549249200000,-0.0036006792,-0.0072753279,0.0024311102,0.4797951592,0.0132627376,0.0176084252,0.0045445997,0.0129293604,-0.6761815468,-0.3292588469,,,,,,,
1549252800000,0.0005728669,-0.0069775856,0.0024349594,0.5781644781,0.0117948807,0.0175983437,0.0044883825,0.0119437282,1.061441145,0.5934825286,,,,,,,
1549256400000,0.0010814625,-0.0042710829,0.0024326803,0.4230393869,0.0076660447,0.0169583076,0.004415895,0.0113114495,-0.5149980694,-0.3234919063,,,,,,,
1549260000000,-0.0012680458,-0.0067364151,0.0024238682,0.5561638433,0.0056599463,0.0169798388,0.0044023411,0.0101379815,-1.3918963519,-1.2486378389,,,,,,,
1549263600000,0.0007201465,-0.0031144391,0.0023647914,0.4965013942,0.0054969192,0.0141440181,0.0042811617,0.0097510499,-0.8327031498,-1.076818929,,,,,,,
1549267200000,0.0008381212,0.0001386266,0.0023206831,0.5604660894,0.005492316,0.0141321737,0.0042157327,0.009761331,-0.8718241099,-1.1457307224,,,,,,,
1549270800000,-0.0004446986,0.000786409,0.002311087,0.5581494067,0.0093572691,0.0170100651,0.0043318417,0.0097753774,1.7871414641,2.2963507361,,,,,,,
1549274400000,-0.00361695,-0.0020399247,0.0024241855,0.5236310628,0.0114208341,0.017071813,0.004520324,0.0100514638,1.6078616167,2.8956347225,,,,,,,
1549278000000,0.0003392327,-0.0047797617,0.0023307199,0.5993853011,0.0118111491,0.0170660236,0.004406718,0.0100759941,-0.1940952789,-0.0632180535,,,,,,,
1549281600000,-0.0040839041,-0.0079856801,0.0024598647,0.512895419,0.0147786405,0.0171360054,0.0044935449,0.0112648768,0.4840570919,1.3041684271,,,,,,,
1549285200000,0.0045954063,-0.0040451837,0.0026529544,0.5503443025,0.0149399014,0.0170576187,0.0045579688,0.0111224312,0.0935774567,0.9352913461,,,,,,,
1549288800000,-1.15881e-05,-0.0050643346,0.0026413893,0.5069735445,0.0149400746,0.0170578164,0.0045586251,0.0107149701,-1.1690314693,-0.3531482791,,,,,,,
1549292400000,-0.0004171749,-0.0029215769,0.002594014,0.5183451731,0.0100163752,0.0170649354,0.0046149907,0.0107283965,-0.4052697197,0.2734425941,,,,,,,
1549296000000,0.0026953787,-0.0011115923,0.0026502822,0.581863567,0.0080036998,0.0170190626,0.0045294803,0.0105976135,-1.1125794311,-0.6226447082,,,,,,,
1549299600000,-0.0002630324,-0.0026442439,0.0026356211,0.5014081431,0.0097405414,0.0170235404,0.0045254919,0.0101736807,1.2316701539,1.4902743474,,,,,,,
1549303200000,0.002070118,0.0017052023,0.0026292211,0.554869564,0.0097377305,0.0169883724,0.0045244381,0.0104383322,-0.506751721,-0.2535051725,,,,,,,
1549306800000,0.0004674111,0.000184604,0.0025992366,0.5615273442,0.0087814922,0.0169804356,0.0045868517,0.010481281,-0.1406807685,-0.1320202114,,,,,,,
1549310400000,0.0004354697,0.0067999768,0.0022453632,0.5228998831,0.0087776698,0.0169730443,0.0042718474,0.0106951003,-1.2147002401,-1.2027431972,,,,,,,
1549314000000,-0.0020265031,0.0055184432,0.0022856124,0.5189658923,0.0077383016,0.0170075101,0.0042834104,0.0102687251,-0.0944696151,-0.1755973389,,,,,,,
1549317600000,0.0018804159,0.0097995546,0.0022396048,0.57464456,0.0052702746,0.0155196323,0.0042377707,0.0090622799,0.0622927592,0.1149372853,,,,,,,
1549321200000,-0.002381426,0.0027210608,0.0021162056,0.5078940436,0.0063492522,0.0149035474,0.0042386147,0.0088813321,1.6663734601,1.2199303903,,,,,,,
1549324800000,0.0008583195,0.0014776858,0.002080413,0.5592113976,0.0063438072,0.0148907664,0.004140174,0.0089425281,-0.1338515864,-0.160519092,,,,,,,
1549328400000,0.0001588117,0.0003638979,0.0020646401,0.5125294664,0.0063427999,0.0148884019,0.0040489361,0.0089766872,-0.6561614736,-0.6832216654,,,,,,,
1549332000000,-0.0025319233,-0.0039754497,0.0020906285,0.5251746047,0.0068827786,0.0149261939,0.0040862277,0.0086866642,-0.1423084455,-0.0890581214,,,,,,,
