t_k,klines__ret__1h,klines__ret__24h,klines__rvol__24h,klines__takerbuyfrac__1h,klines__range__6h,klines__range__24h,klines__atr__24h,klines__bbw__24h,klines__volz__6h,klines__volz__24h,futures__oi__asof,futures__oichg__4h,funding__rate__asof,nettaker__net__1d,futures__stale_h,funding__stale_h,nettaker__stale_h
1640995200000,-0.0018801835,-0.0191834319,0.0082919698,0.4910171718,0.0294809716,0.0621040818,0.0108888669,0.0643405742,-0.82050935,-0.5745092114,,,0.0001,-365.2830000001,,8.0,0.0
1640998800000,0.0095030111,-0.0088764536,0.0085525997,0.5360927907,0.0225777406,0.0615194616,0.0106517175,0.0651097624,-0.2875615621,0.0079454419,,,0.0001,-365.2830000001,,1.0,1.0
1641002400000,0.0026150905,-0.0072959645,0.0085697876,0.5203887818,0.0271919747,0.0613590023,0.0105073474,0.0655718995,-0.945397505,-0.6495322417,,,0.0001,-365.2830000001,,2.0,2.0
1641006000000,0.0007189255,-0.003895746,0.0085560815,0.4252782549,0.0252744128,0.0613149214,0.010415089,0.0658479383,-1.4014016528,-1.1549526152,,,0.0001,-365.2830000001,,3.0,3.0
1641009600000,3.05479e-05,-0.0082337874,0.0085017525,0.4411205667,0.0174726359,0.0613130485,0.0102203189,0.0662181169,-0.9535063106,-1.0570102776,,,0.0001,-365.2830000001,,4.0,4.0
1641013200000,-0.0021820769,-0.0133864669,0.0084792829,0.4612480653,0.0175108459,0.0614471308,0.0102104677,0.0666945726,-0.0738566432,-0.7191580952,,,0.0001,-365.2830000001,,5.0,5.0
1641016800000,0.0103080534,-0.0018498304,0.0087592649,0.5544079299,0.0285464549,0.060820193,0.0107077724,0.0666685403,1.0809361925,-0.1191644961,,,0.0001,-365.2830000001,,6.0,6.0
1641020400000,-0.004511941,-0.0085665356,0.0087913044,0.4877450546,0.020891825,0.0610958539,0.0107478697,0.0666303201,-0.5707272155,-1.0502692204,,,0.0001,-365.2830000001,,7.0,7.0
1641024000000,0.004578794,7.71332e-05,0.0088075269,0.4498798039,0.0204327898,0.0608173836,0.0104999894,0.0666309831,-0.338431051,-0.9511426821,,,0.0001,-365.2830000001,,8.0,8.0
1641027600000,-0.0014813095,-0.0270281765,0.0067976733,0.5204481973,0.020463102,0.0609076066,0.009442724,0.0624800077,-0.7091520274,-1.1350943591,,,0.0001,-365.2830000001,,1.0,9.0
1641031200000,0.0004065798,-0.0237716589,0.0067931308,0.4704364026,0.0204547855,0.0589358387,0.0093829583,0.0586436356,-0.6725083028,-1.0337268403,,,0.0001,-365.2830000001,,2.0,10.0
1641034800000,-0.00578865,-0.0240766629,0.0068023662,0.4857409173,0.018809253,0.0540715085,0.0094699919,0.0559455247,0.422743143,-0.4508165433,,,0.0001,-365.2830000001,,3.0,11.0
1641038400000,-0.0023940135,-0.0253646842,0.0068083858,0.4522809922,0.0134584091,0.0532947011,0.0094379776,0.0531801239,0.4545537477,-0.6864324067,,,0.0001,-365.2830000001,,4.0,12.0
1641042000000,0.0067405393,-0.0188581049,0.0069897649,0.524891499,0.0133682995,0.0529378713,0.0094776563,0.0498652457,-0.5256602128,-0.8475224391,,,0.0001,-365.2830000001,,5.0,13.0
1641045600000,-0.0010793633,-0.0190502257,0.006990018,0.4769557193,0.0133827444,0.0529950722,0.0095509245,0.0463218801,-1.0155111586,-0.9681180498,,,0.0001,-365.2830000001,,6.0,14.0
1641049200000,-0.0020632351,-0.0218917549,0.0069859718,0.399629852,0.0124314296,0.0520061066,0.0094924898,0.0417619992,-0.6841565364,-0.8389489033,,,0.0001,-365.2830000001,,7.0,15.0
1641052800000,0.0062400083,-0.0163800425,0.0071318929,0.5458925898,0.0164287542,0.0516836005,0.0097550691,0.0366451559,1.8474435971,0.51797544,,,0.0001,-365.2830000001,,0.0,16.0
1641056400000,0.0010500002,-0.0042770782,0.0067802301,0.4757132799,0.0163097632,0.039720855,0.0094208818,0.0356044624,0.6047277357,-0.0748234728,,,0.0001,-365.2830000001,,1.0,17.0
1641060000000,0.0102787008,0.0156946796,0.006791516,0.5038182854,0.0250935619,0.0476736423,0.0093728641,0.0392768031,0.9298982572,0.3496548779,,,0.0001,-365.2830000001,,2.0,18.0
