t_k,klines__ret__1h,klines__ret__24h,klines__rvol__24h,klines__takerbuyfrac__1h,klines__range__6h,klines__range__24h,klines__atr__24h,klines__bbw__24h,klines__volz__6h,klines__volz__24h,futures__oi__asof,futures__oichg__4h,funding__rate__asof,nettaker__net__1d,futures__stale_h,funding__stale_h,nettaker__stale_h
1551398400000,-0.0015263698,-0.0011471765,0.0026362389,0.5146665712,0.0095602946,0.0325485291,0.0063844553,0.0094001929,-0.9451343074,-0.7817182272,,,,,,,
1551402000000,0.0014841269,-0.0017041875,0.0026194155,0.4899534751,0.0086192677,0.0325002946,0.006281719,0.0095185137,-0.5242773934,-0.6893334197,,,,,,,
1551405600000,0.0018746645,0.0001045448,0.0026492822,0.5689564637,0.0064784882,0.0324394814,0.0062624515,0.0095189424,0.1203917176,-0.5879922098,,,,,,,
1551409200000,-0.0008624046,0.002070605,0.0025877276,0.467718044,0.0061388205,0.0324674815,0.0061503728,0.0092384613,0.3147603217,-0.6550629118,,,,,,,
1551412800000,0.0005702015,0.0022138153,0.0025887035,0.5914426123,0.0078240389,0.0324489791,0.0061432734,0.008998872,-0.1727367237,-0.67129829,,,,,,,
1551416400000,-0.0001019504,0.0003112079,0.0025632412,0.5220601523,0.0061281046,0.0324522876,0.0061313725,0.0089837674,-0.5967621009,-0.6967006968,,,,,,,
1551420000000,3.66013e-05,-0.0008593601,0.0025506763,0.5106519608,0.0057305092,0.0324510998,0.0061058767,0.008983397,-1.810788979,-0.8201516059,,,,,,,
1551423600000,0.0002065284,0.0022870167,0.0024748275,0.5417696818,0.0054156767,0.0324443991,0.0060117192,0.0087347673,-1.0285737923,-0.7813863587,,,,,,,
1551427200000,0.0034213904,0.0044373976,0.0025566689,0.5525423338,0.0046939063,0.0323337727,0.006008912,0.009018594,1.8976910914,-0.2681596499,,,,,,,
1551430800000,-0.0013623268,-0.000591753,0.0024637645,0.5334800137,0.0045072891,0.0323778819,0.0058196328,0.0089320511,1.5463337109,-0.0741329147,,,,,,,
1551434400000,-0.0002112792,-0.0011075698,0.0024630413,0.5460930684,0.0078633335,0.0323847242,0.0058639101,0.0087604286,1.6103747304,0.4412117722,,,,,,,
1551438000000,-0.0006417983,0.0008883965,0.0024047808,0.6027566719,0.0077952863,0.032405522,0.0057510686,0.0087835471,0.2877039113,-0.0528105795,,,,,,,
