t_k,klines__ret__1h,klines__ret__24h,klines__rvol__24h,klines__takerbuyfrac__1h,klines__range__6h,klines__range__24h,klines__atr__24h,klines__bbw__24h,klines__volz__6h,klines__volz__24h,futures__oi__asof,futures__oichg__4h,funding__rate__asof,nettaker__net__1d,futures__stale_h,funding__stale_h,nettaker__stale_h
1646092800000,0.0031041378,0.144855828,0.013260023,0.4765401142,0.0745264133,0.1569895737,0.0154855769,0.1904124753,0.1300192876,0.4840196052,,,-5.386e-05,34744.729,,8.0,0.0
1646096400000,0.0092678406,0.1593039599,0.0131349463,0.5422832376,0.0738420569,0.1555160698,0.0155752889,0.2020085505,-0.1413435091,0.215477959,,,0.0001,34744.729,,1.0,1.0
1646100000000,-0.006889348,0.1392923782,0.0133674979,0.4696482925,0.0688265576,0.1565949066,0.0152004127,0.2094557441,-0.6285515051,-0.2584632967,,,0.0001,34744.729,,2.0,2.0
1646103600000,-0.0023090668,0.1427542224,0.0132746164,0.497015917,0.0631436369,0.1569573316,0.0150401572,0.2125753053,-0.5143925203,-0.2643009813,,,0.0001,34744.729,,3.0,3.0
1646107200000,-0.000284986,0.1416610661,0.0132916758,0.5473519542,0.0601851176,0.157002075,0.0151315871,0.2132434189,-0.7870783734,-0.5280561289,,,0.0001,34744.729,,4.0,4.0
1646110800000,0.0043698727,0.1459701684,0.0132518928,0.5577131364,0.0208370542,0.1563189809,0.0150780874,0.2125883718,-1.0432454142,-0.625754713,,,0.0001,34744.729,,5.0,5.0
1646114400000,-0.0029077267,0.1422386903,0.0133263525,0.4150248502,0.0207080496,0.1567748393,0.0150996484,0.208936025,-1.2478415219,-0.8524336049,,,0.0001,34744.729,,6.0,6.0
1646118000000,0.00562436,0.1441197736,0.0133216222,0.5194196308,0.017832716,0.1455779633,0.0147938583,0.204906543,-0.3156859971,-0.6026340299,,,0.0001,34744.729,,7.0,7.0
1646121600000,0.0009131647,0.134177437,0.0133280886,0.4862060183,0.0162589532,0.1446429491,0.0144885326,0.2009404496,-0.298826928,-0.6334854037,,,0.0001,34744.729,,8.0,8.0
1646125200000,-1.65544e-05,0.135504771,0.0133053094,0.4857190929,0.0198079014,0.1446453436,0.014404265,0.1943869626,1.7497069174,-0.2329381993,,,0.0001,34744.729,,1.0,9.0
1646128800000,-0.0053779709,0.1352157924,0.013314108,0.4242983947,0.0156395275,0.1454274482,0.0143808204,0.1830118784,0.3405674594,-0.5220372437,,,0.0001,34744.729,,2.0,10.0
1646132400000,0.0074096694,0.1355148917,0.0133157457,0.472487587,0.0208061843,0.1443578046,0.0146590251,0.1719847166,1.4497824945,-0.1132502186,,,0.0001,34744.729,,3.0,11.0
1646136000000,0.0007134191,0.1376417325,0.0132811655,0.544619512,0.0246966519,0.1442548904,0.0148204772,0.1573504361,0.9582476792,-0.1984683678,,,0.0001,34744.729,,4.0,12.0
1646139600000,0.0236280886,0.1662479635,0.013692397,0.5363477741,0.0421103046,0.1513183804,0.0150459722,0.1424006312,1.9564031121,1.3824188038,,,0.0001,34744.729,,5.0,13.0
1646143200000,-0.0050254949,0.1687662654,0.0136059506,0.436300205,0.0481587282,0.1564288487,0.0152304775,0.115539837,0.9847427013,0.8703316481,,,0.0001,34744.729,,6.0,14.0
1646146800000,-0.0136702867,0.0999965852,0.0110288089,0.4805878397,0.0488261963,0.1218703249,0.0145358058,0.1015582996,0.3367287488,0.5510230347,,,0.0001,34744.729,,7.0,15.0
1646150400000,-0.0037702419,0.0690442808,0.0101752346,0.5023053242,0.0490109796,0.0975128363,0.0140514108,0.0936874339,-0.1291844068,0.5158635907,,,4.369e-05,34744.729,,0.0,16.0
1646154000000,-0.0059151735,0.0579233062,0.0103218566,0.4894573093,0.0423537525,0.0970796023,0.0144495661,0.085073636,-0.8174248636,0.1485194761,,,4.369e-05,34744.729,,1.0,17.0
