t_k,klines__ret__1h,klines__ret__24h,klines__rvol__24h,klines__takerbuyfrac__1h,klines__range__6h,klines__range__24h,klines__atr__24h,klines__bbw__24h,klines__volz__6h,klines__volz__24h,futures__oi__asof,futures__oichg__4h,funding__rate__asof,nettaker__net__1d,futures__stale_h,funding__stale_h,nettaker__stale_h
1588291200000,-0.0159558984,-0.0180633064,0.0183900853,0.4570485143,0.0392656613,0.1228538283,0.0253449826,0.1026628514,-0.5698935181,-0.8774142333,,,0.00021072,-25460.5870000001,,0.0,0.0
1588294800000,0.0101519722,-0.0122488937,0.0184973374,0.5077599885,0.03546364,0.121619154,0.025151421,0.1038631948,-0.6916412314,-1.0170804519,,,0.00021072,-25460.5870000001,,1.0,1.0
1588298400000,-0.0051564684,-0.0210257824,0.0185007429,0.4383858462,0.035647455,0.1222495299,0.0254231019,0.105900946,-1.2315387782,-1.2130133003,,,0.00021072,-25460.5870000001,,2.0,2.0
1588302000000,0.0073592139,-0.0249942458,0.0184020515,0.4594339044,0.0316076806,0.1213564419,0.0249107302,0.1066312896,-1.424933312,-1.2433909306,,,0.00021072,-25460.5870000001,,3.0,3.0
1588305600000,-0.0058455072,-0.066059998,0.0164598116,0.4772163084,0.023747745,0.1220700029,0.0231906109,0.1001820776,-0.8842766321,-1.1318070214,,,0.00021072,-25460.5870000001,,4.0,4.0
1588309200000,0.013398883,-0.0396218171,0.0165759279,0.5728205106,0.0256756741,0.1204560267,0.0221600985,0.0957531315,-0.1265417681,-0.9436191463,,,0.00021072,-25460.5870000001,,5.0,5.0
1588312800000,0.002710545,-0.0584964643,0.0157801559,0.4924383955,0.0251990263,0.1201304079,0.0212982857,0.080724705,0.8607443215,-0.7883754672,,,0.00021072,-25460.5870000001,,6.0,6.0
1588316400000,-0.0066383678,-0.0599151262,0.0157944813,0.5230134088,0.021854766,0.1067375441,0.0203369153,0.0639564554,-0.6169294205,-0.9153647132,,,0.00021072,-25460.5870000001,,7.0,7.0
1588320000000,0.0011739314,-0.0446583364,0.0155860947,0.5803923417,0.02182914,0.0937485029,0.0191547719,0.0511558092,1.4694733749,-0.5650414693,,,0.00017885,-25460.5870000001,,0.0,8.0
1588323600000,0.0030614177,-0.035105448,0.015577035,0.5232539473,0.0193813523,0.0823070678,0.0187315737,0.0384106653,-0.909208158,-0.8336384406,,,0.00017885,-25460.5870000001,,1.0,9.0
1588327200000,0.0058562523,0.0244806958,0.0111533635,0.5657645975,0.0210264631,0.0631031302,0.0167203756,0.0376557759,1.1016646739,-0.4722251227,,,0.00017885,-25460.5870000001,,2.0,10.0
1588330800000,0.00615905,0.0005542396,0.0093555478,0.5274066592,0.0221314607,0.0627168539,0.0152742041,0.0378195479,1.3176785876,-0.1920884154,,,0.00017885,-25460.5870000001,,3.0,11.0
1588334400000,0.0107483146,0.0176511913,0.0094995721,0.517440235,0.039591314,0.0731663936,0.0153757942,0.0432235228,1.9401352198,1.6077504159,,,0.00017885,-25460.5870000001,,4.0,12.0
1588338000000,-0.0130207233,0.0135690043,0.0097105101,0.3844983628,0.0401136224,0.0741316412,0.0155249048,0.0444616083,1.3420256548,1.654885362,,,0.00017885,-25460.5870000001,,5.0,13.0
1588341600000,-0.0097234565,-0.0069092334,0.0096825672,0.4742087903,0.0357328086,0.0748595346,0.0156676277,0.0437977869,0.0608627844,0.3749041807,,,0.00017885,-25460.5870000001,,6.0,14.0
1588345200000,0.0035224403,-0.0005437264,0.0096951163,0.4589828317,0.038863583,0.0745967719,0.0156505542,0.043741107,-0.3093331553,0.2194239588,,,0.00017885,-25460.5870000001,,7.0,15.0
1588348800000,-0.0109178447,-0.0057092726,0.0098837137,0.4851837598,0.0392925733,0.0754201979,0.0158984619,0.0439007581,-0.8627876839,-0.159720276,,,0.00013528,-25460.5870000001,,0.0,16.0
1588352400000,0.0010301552,0.0053548617,0.0096623894,0.4500429151,0.0462314399,0.0753425834,0.0156173865,0.043373049,-0.4885833856,0.2900041426,,,0.00013528,-25460.5870000001,,1.0,17.0
1588356000000,0.0030804171,0.0246158307,0.009048281,0.5193487036,0.0418465001,0.0587567359,0.0144898076,0.0379934528,-1.1269344081,-0.4761018405,,,0.00013528,-25460.5870000001,,2.0,18.0
1588359600000,-0.0033425618,0.0073253102,0.0086692251,0.4709298445,0.0308801218,0.0555565097,0.013943516,0.0368231507,-1.5339989654,-0.8899852484,,,0.00013528,-25460.5870000001,,3.0,19.0
1588363200000,-0.0006446479,-0.0122442143,0.0076874381,0.45338454,0.0233013513,0.0555923472,0.013339719,0.0366945958,-1.0520505476,-0.7907300894,,,0.00013528,-25460.5870000001,,4.0,20.0
