date,contract,contract_group,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All
2023-12-26,BITCOIN,BITCOIN,26619.0,976.0,6121.0,745.0,11958.0,0.0,322.0,2829.0,12700.0,4551.0,2301.0,527.0,641.0,24322.0,25606.0,2297.0,1013.0,-1799.0,106.0,-555.0,152.0,281.0,0.0,63.0,-429.0,225.0,98.0,-474.0,-8.0,-54.0,-258.0,-79.0,-1541.0,-1720.0,3.7,23.0,2.8,44.9,0.0,1.2,10.6,47.7,17.1,8.6,2.0,2.4,91.4,96.2,8.6,3.8,128.0,5.0,9.0,4.0,20.0,0.0,5.0,30.0,36.0,27.0,15.0,11.0,12.0,98.0,78.0
2023-12-19,BITCOIN,BITCOIN,28418.0,870.0,6676.0,593.0,11677.0,0.0,259.0,3258.0,12474.0,4453.0,2775.0,535.0,696.0,24580.0,25685.0,3838.0,2733.0,3338.0,136.0,89.0,12.0,124.0,0.0,-31.0,-114.0,1010.0,114.0,902.0,124.0,151.0,1296.0,1470.0,2042.0,1868.0,3.1,23.5,2.1,41.1,0.0,0.9,11.5,43.9,15.7,9.8,1.9,2.4,86.5,90.4,13.5,9.6,126.0,5.0,10.0,0.0,18.0,0.0,4.0,30.0,34.0,26.0,16.0,12.0,13.0,94.0,78.0
2023-12-12,BITCOIN,BITCOIN,25080.0,734.0,6587.0,581.0,11552.0,0.0,289.0,3372.0,11465.0,4339.0,1873.0,411.0,544.0,23284.0,24215.0,1796.0,865.0,-2118.0,87.0,-94.0,168.0,-233.0,0.0,48.0,-1012.0,-932.0,-31.0,-1249.0,-1315.0,59.0,-2162.0,-2096.0,44.0,-22.0,2.9,26.3,2.3,46.1,0.0,1.2,13.4,45.7,17.3,7.5,1.6,2.2,92.8,96.6,7.2,3.4,127.0,5.0,11.0,0.0,19.0,0.0,4.0,31.0,36.0,24.0,12.0,13.0,12.0,94.0,76.0
2023-12-05,BITCOIN,BITCOIN,27198.0,647.0,6681.0,413.0,11785.0,0.0,241.0,4383.0,12397.0,4370.0,3122.0,1726.0,485.0,25446.0,26312.0,1752.0,886.0,1137.0,-29.0,120.0,71.0,240.0,0.0,2.0,68.0,-812.0,1233.0,-646.0,184.0,233.0,1172.0,1031.0,-35.0,106.0,2.4,24.6,1.5,43.3,0.0,0.9,16.1,45.6,16.1,11.5,6.3,1.8,93.6,96.7,6.4,3.3,138.0,5.0,12.0,0.0,20.0,0.0,4.0,34.0,40.0,27.0,12.0,15.0,11.0,98.0,85.0
2023-11-28,BITCOIN,BITCOIN,26061.0,676.0,6561.0,342.0,11546.0,0.0,239.0,4316.0,13208.0,3136.0,3768.0,1542.0,252.0,24275.0,25281.0,1786.0,780.0,851.0,-174.0,137.0,-88.0,533.0,-34.0,-11.0,553.0,1913.0,-500.0,983.0,384.0,-442.0,854.0,1360.0,-3.0,-509.0,2.6,25.2,1.3,44.3,0.0,0.9,16.6,50.7,12.0,14.5,5.9,1.0,93.1,97.0,6.9,3.0,134.0,4.0,13.0,0.0,19.0,0.0,4.0,32.0,43.0,21.0,12.0,11.0,8.0,93.0,77.0
2023-11-21,BITCOIN,BITCOIN,25210.0,850.0,6424.0,430.0,11013.0,34.0,251.0,3763.0,11295.0,3636.0,2785.0,1158.0,693.0,23420.0,23921.0,1790.0,1289.0,1005.0,16.0,707.0,42.0,35.0,34.0,-14.0,-129.0,674.0,-203.0,1370.0,-558.0,-177.0,941.0,506.0,64.0,499.0,3.4,25.5,1.7,43.7,0.1,1.0,14.9,44.8,14.4,11.0,4.6,2.7,92.9,94.9,7.1,5.1,135.0,5.0,11.0,4.0,18.0,0.0,4.0,35.0,42.0,31.0,13.0,10.0,11.0,98.0,87.0
2023-11-14,BITCOIN,BITCOIN,24205.0,834.0,5717.0,387.0,10977.0,0.0,265.0,3891.0,10621.0,3839.0,1415.0,1716.0,870.0,22479.0,23415.0,1726.0,790.0,-537.0,36.0,160.0,70.0,633.0,0.0,112.0,-886.0,-1587.0,309.0,-1515.0,-319.0,666.0,-574.0,-589.0,37.0,52.0,3.4,23.6,1.6,45.4,0.0,1.1,16.1,43.9,15.9,5.8,7.1,3.6,92.9,96.7,7.1,3.3,136.0,5.0,11.0,0.0,19.0,0.0,4.0,39.0,39.0,25.0,11.0,10.0,9.0,96.0,81.0
2023-11-07,BITCOIN,BITCOIN,24742.0,798.0,5557.0,317.0,10344.0,0.0,153.0,4777.0,12208.0,3530.0,2929.0,2035.0,204.0,23053.0,24004.0,1689.0,738.0,2330.0,115.0,635.0,-3.0,1065.0,0.0,-13.0,30.0,338.0,537.0,395.0,696.0,62.0,2187.0,2251.0,143.0,79.0,3.2,22.5,1.3,41.8,0.0,0.6,19.3,49.3,14.3,11.8,8.2,0.8,93.2,97.0,6.8,3.0,141.0,5.0,11.0,0.0,19.0,0.0,0.0,43.0,37.0,22.0,14.0,10.0,6.0,100.0,75.0
2023-10-31,BITCOIN,BITCOIN,22412.0,683.0,4923.0,321.0,9279.0,0.0,165.0,4747.0,11870.0,2993.0,2535.0,1339.0,143.0,20866.0,21753.0,1546.0,659.0,-811.0,174.0,1183.0,-103.0,845.0,-25.0,-213.0,998.0,-18.0,-1095.0,-618.0,116.0,-511.0,-524.0,-665.0,-287.0,-146.0,3.0,22.0,1.4,41.4,0.0,0.7,21.2,53.0,13.4,11.3,6.0,0.6,93.1,97.1,6.9,2.9,131.0,5.0,9.0,4.0,18.0,0.0,0.0,35.0,40.0,20.0,13.0,10.0,5.0,92.0,71.0
2023-10-24,BITCOIN,BITCOIN,23223.0,509.0,3740.0,424.0,8434.0,25.0,378.0,3750.0,11888.0,4087.0,3153.0,1223.0,654.0,21389.0,22418.0,1834.0,805.0,4980.0,102.0,930.0,60.0,982.0,-102.0,-139.0,1209.0,1240.0,1615.0,497.0,1019.0,260.0,4587.0,4884.0,393.0,96.0,2.2,16.1,1.8,36.3,0.1,1.6,16.1,51.2,17.6,13.6,5.3,2.8,92.1,96.5,7.9,3.5,126.0,4.0,10.0,0.0,14.0,0.0,4.0,33.0,43.0,24.0,10.0,11.0,5.0,86.0,76.0
