,Unix,Date,Symbol,funding_interval_hours,last_funding_rate
362,1740873600000,2025-03-02T00:00:00,BTCUSDT,8,-1.094e-05
363,1740844800001,2025-03-01T16:00:00,BTCUSDT,8,-8.58e-06
364,1740816000000,2025-03-01T08:00:00,BTCUSDT,8,-6.108e-05
365,1740787200000,2025-03-01T00:00:00,BTCUSDT,8,-1.4e-07
366,1740758400000,2025-02-28T16:00:00,BTCUSDT,8,-3.73e-06
367,1740729600000,2025-02-28T08:00:00,BTCUSDT,8,9.521e-05
368,1740700800001,2025-02-28T00:00:00,BTCUSDT,8,9.444e-05
369,1740672000000,2025-02-27T16:00:00,BTCUSDT,8,9.433e-05
370,1740643200000,2025-02-27T08:00:00,BTCUSDT,8,-6.17e-06
371,1740614400001,2025-02-27T00:00:00,BTCUSDT,8,9.305e-05
372,1740585600000,2025-02-26T16:00:00,BTCUSDT,8,0.0001
373,1740556800000,2025-02-26T08:00:00,BTCUSDT,8,6.005e-05
374,1740528000000,2025-02-26T00:00:00,BTCUSDT,8,3.521e-05
375,1740499200000,2025-02-25T16:00:00,BTCUSDT,8,1.385e-05
376,1740470400000,2025-02-25T08:00:00,BTCUSDT,8,5.245e-05
377,1740441600000,2025-02-25T00:00:00,BTCUSDT,8,0.0001
378,1740412800000,2025-02-24T16:00:00,BTCUSDT,8,2.05e-05
379,1740384000000,2025-02-24T08:00:00,BTCUSDT,8,6.881e-05
380,1740355200000,2025-02-24T00:00:00,BTCUSDT,8,-2.97e-05
381,1740326400000,2025-02-23T16:00:00,BTCUSDT,8,1.478e-05
382,1740297600000,2025-02-23T08:00:00,BTCUSDT,8,3.14e-05
383,1740268800000,2025-02-23T00:00:00,BTCUSDT,8,4.112e-05
384,1740240000000,2025-02-22T16:00:00,BTCUSDT,8,2.318e-05
385,1740211200000,2025-02-22T08:00:00,BTCUSDT,8,6.466e-05
386,1740182400000,2025-02-22T00:00:00,BTCUSDT,8,0.0001
387,1740153600000,2025-02-21T16:00:00,BTCUSDT,8,-9.7e-07
388,1740124800000,2025-02-21T08:00:00,BTCUSDT,8,2.286e-05
389,1740096000001,2025-02-21T00:00:00,BTCUSDT,8,1.23e-06
390,1740067200000,2025-02-20T16:00:00,BTCUSDT,8,7.346e-05
391,1740038400000,2025-02-20T08:00:00,BTCUSDT,8,3.269e-05
392,1740009600000,2025-02-20T00:00:00,BTCUSDT,8,2.42e-05
393,1739980800000,2025-02-19T16:00:00,BTCUSDT,8,8.96e-05
394,1739952000000,2025-02-19T08:00:00,BTCUSDT,8,7.779e-05
395,1739923200000,2025-02-19T00:00:00,BTCUSDT,8,7.007e-05
396,1739894400000,2025-02-18T16:00:00,BTCUSDT,8,0.0001
397,1739865600000,2025-02-18T08:00:00,BTCUSDT,8,0.0001
398,1739836800000,2025-02-18T00:00:00,BTCUSDT,8,9.488e-05
399,1739808000000,2025-02-17T16:00:00,BTCUSDT,8,2.009e-05
400,1739779200000,2025-02-17T08:00:00,BTCUSDT,8,6.397e-05
401,1739750400000,2025-02-17T00:00:00,BTCUSDT,8,6.239e-05
402,1739721600000,2025-02-16T16:00:00,BTCUSDT,8,3.799e-05
403,1739692800000,2025-02-16T08:00:00,BTCUSDT,8,1.82e-06
404,1739664000000,2025-02-16T00:00:00,BTCUSDT,8,3.39e-05
405,1739635200000,2025-02-15T16:00:00,BTCUSDT,8,3.735e-05
406,1739606400000,2025-02-15T08:00:00,BTCUSDT,8,3.297e-05
407,1739577600000,2025-02-15T00:00:00,BTCUSDT,8,5.5e-07
408,1739548800000,2025-02-14T16:00:00,BTCUSDT,8,7.093e-05
409,1739520000001,2025-02-14T08:00:00,BTCUSDT,8,5.51e-05
410,1739491200000,2025-02-14T00:00:00,BTCUSDT,8,4.1e-05
411,1739462400001,2025-02-13T16:00:00,BTCUSDT,8,8.05e-06
412,1739433600000,2025-02-13T08:00:00,BTCUSDT,8,4.117e-05
413,1739404800001,2025-02-13T00:00:00,BTCUSDT,8,0.0001
414,1739376000001,2025-02-12T16:00:00,BTCUSDT,8,4.96e-05
415,1739347200000,2025-02-12T08:00:00,BTCUSDT,8,4.899e-05
416,1739318400000,2025-02-12T00:00:00,BTCUSDT,8,1.298e-05
417,1739289600000,2025-02-11T16:00:00,BTCUSDT,8,-2.446e-05
418,1739260800000,2025-02-11T08:00:00,BTCUSDT,8,7.09e-05
419,1739232000000,2025-02-11T00:00:00,BTCUSDT,8,4.218e-05
420,1739203200000,2025-02-10T16:00:00,BTCUSDT,8,7.457e-05
421,1739174400000,2025-02-10T08:00:00,BTCUSDT,8,9.176e-05
422,1739145600000,2025-02-10T00:00:00,BTCUSDT,8,1.802e-05
423,1739116800000,2025-02-09T16:00:00,BTCUSDT,8,2.839e-05
424,1739088000000,2025-02-09T08:00:00,BTCUSDT,8,9.6e-05
425,1739059200000,2025-02-09T00:00:00,BTCUSDT,8,3.873e-05
426,1739030400000,2025-02-08T16:00:00,BTCUSDT,8,3.24e-06
427,1739001600000,2025-02-08T08:00:00,BTCUSDT,8,1.137e-05
428,1738972800000,2025-02-08T00:00:00,BTCUSDT,8,-4.1e-05
429,1738944000000,2025-02-07T16:00:00,BTCUSDT,8,5.167e-05
430,1738915200000,2025-02-07T08:00:00,BTCUSDT,8,6.989e-05
431,1738886400000,2025-02-07T00:00:00,BTCUSDT,8,7.983e-05
432,1738857600000,2025-02-06T16:00:00,BTCUSDT,8,5.903e-05
433,1738828800001,2025-02-06T08:00:00,BTCUSDT,8,-2.38e-06
434,1738800000001,2025-02-06T00:00:00,BTCUSDT,8,2.186e-05
435,1738771200000,2025-02-05T16:00:00,BTCUSDT,8,1.61e-05
436,1738742400001,2025-02-05T08:00:00,BTCUSDT,8,4.774e-05
437,1738713600001,2025-02-05T00:00:00,BTCUSDT,8,-4.61e-06
438,1738684800000,2025-02-04T16:00:00,BTCUSDT,8,4.138e-05
439,1738656000001,2025-02-04T08:00:00,BTCUSDT,8,6.8e-05
440,1738627200000,2025-02-04T00:00:00,BTCUSDT,8,2.612e-05
441,1738598400000,2025-02-03T16:00:00,BTCUSDT,8,4.845e-05
442,1738569600000,2025-02-03T08:00:00,BTCUSDT,8,0.0001
443,1738540800000,2025-02-03T00:00:00,BTCUSDT,8,0.0001
444,1738512000000,2025-02-02T16:00:00,BTCUSDT,8,-8.61e-06
445,1738483200000,2025-02-02T08:00:00,BTCUSDT,8,3.38e-05
446,1738454400001,2025-02-02T00:00:00,BTCUSDT,8,5.824e-05
447,1738425600000,2025-02-01T16:00:00,BTCUSDT,8,5.968e-05
448,1738396800000,2025-02-01T08:00:00,BTCUSDT,8,5.369e-05
449,1738368000000,2025-02-01T00:00:00,BTCUSDT,8,8.098e-05
450,1738339200000,2025-01-31T16:00:00,BTCUSDT,8,0.0001
451,1738310400000,2025-01-31T08:00:00,BTCUSDT,8,0.0001
452,1738281600000,2025-01-31T00:00:00,BTCUSDT,8,1.225e-05
453,1738252800000,2025-01-30T16:00:00,BTCUSDT,8,9.499e-05
454,1738224000000,2025-01-30T08:00:00,BTCUSDT,8,0.0001
455,1738195200000,2025-01-30T00:00:00,BTCUSDT,8,7.59e-05
456,1738166400000,2025-01-29T16:00:00,BTCUSDT,8,9.949e-05
457,1738137600000,2025-01-29T08:00:00,BTCUSDT,8,0.0001
458,1738108800000,2025-01-29T00:00:00,BTCUSDT,8,0.0001
459,1738080000000,2025-01-28T16:00:00,BTCUSDT,8,9.848e-05
460,1738051200000,2025-01-28T08:00:00,BTCUSDT,8,3.714e-05
461,1738022400000,2025-01-28T00:00:00,BTCUSDT,8,0.0001
462,1737993600000,2025-01-27T16:00:00,BTCUSDT,8,9.8e-07
463,1737964800000,2025-01-27T08:00:00,BTCUSDT,8,3.712e-05
464,1737936000000,2025-01-27T00:00:00,BTCUSDT,8,9.084e-05
465,1737907200000,2025-01-26T16:00:00,BTCUSDT,8,8.443e-05
466,1737878400000,2025-01-26T08:00:00,BTCUSDT,8,0.0001
467,1737849600000,2025-01-26T00:00:00,BTCUSDT,8,8.363e-05
468,1737820800001,2025-01-25T16:00:00,BTCUSDT,8,7.782e-05
469,1737792000000,2025-01-25T08:00:00,BTCUSDT,8,8.495e-05
470,1737763200000,2025-01-25T00:00:00,BTCUSDT,8,5.702e-05
471,1737734400000,2025-01-24T16:00:00,BTCUSDT,8,9.54e-05
472,1737705600000,2025-01-24T08:00:00,BTCUSDT,8,7.537e-05
473,1737676800000,2025-01-24T00:00:00,BTCUSDT,8,3.34e-06
474,1737648000000,2025-01-23T16:00:00,BTCUSDT,8,8.616e-05
475,1737619200000,2025-01-23T08:00:00,BTCUSDT,8,0.0001
476,1737590400001,2025-01-23T00:00:00,BTCUSDT,8,8.654e-05
477,1737561600000,2025-01-22T16:00:00,BTCUSDT,8,0.0001
478,1737532800000,2025-01-22T08:00:00,BTCUSDT,8,0.0001
479,1737504000000,2025-01-22T00:00:00,BTCUSDT,8,0.0001
480,1737475200000,2025-01-21T16:00:00,BTCUSDT,8,0.0001
481,1737446400000,2025-01-21T08:00:00,BTCUSDT,8,0.0001
482,1737417600000,2025-01-21T00:00:00,BTCUSDT,8,0.0001
483,1737388800000,2025-01-20T16:00:00,BTCUSDT,8,0.0001
484,1737360000009,2025-01-20T08:00:00,BTCUSDT,8,0.0001
485,1737331200000,2025-01-20T00:00:00,BTCUSDT,8,0.0001
486,1737302400000,2025-01-19T16:00:00,BTCUSDT,8,0.0001
487,1737273600000,2025-01-19T08:00:00,BTCUSDT,8,0.0001
488,1737244800000,2025-01-19T00:00:00,BTCUSDT,8,0.0001
489,1737216000000,2025-01-18T16:00:00,BTCUSDT,8,0.0001
490,1737187200007,2025-01-18T08:00:00,BTCUSDT,8,0.0001
491,1737158400000,2025-01-18T00:00:00,BTCUSDT,8,6.707e-05
492,1737129600008,2025-01-17T16:00:00,BTCUSDT,8,3.432e-05
493,1737100800000,2025-01-17T08:00:00,BTCUSDT,8,9.386e-05
494,1737072000004,2025-01-17T00:00:00,BTCUSDT,8,4.597e-05
495,1737043200000,2025-01-16T16:00:00,BTCUSDT,8,4.598e-05
496,1737014400000,2025-01-16T08:00:00,BTCUSDT,8,7.568e-05
497,1736985600000,2025-01-16T00:00:00,BTCUSDT,8,7.28e-06
498,1736956800000,2025-01-15T16:00:00,BTCUSDT,8,5.844e-05
499,1736928000000,2025-01-15T08:00:00,BTCUSDT,8,8.795e-05
500,1736899200000,2025-01-15T00:00:00,BTCUSDT,8,4.989e-05
501,1736870400000,2025-01-14T16:00:00,BTCUSDT,8,9.496e-05
502,1736841600000,2025-01-14T08:00:00,BTCUSDT,8,0.0001
503,1736812800000,2025-01-14T00:00:00,BTCUSDT,8,0.0001
504,1736784000000,2025-01-13T16:00:00,BTCUSDT,8,8.81e-06
505,1736755200000,2025-01-13T08:00:00,BTCUSDT,8,6.989e-05
506,1736726400000,2025-01-13T00:00:00,BTCUSDT,8,5.266e-05
507,1736697600000,2025-01-12T16:00:00,BTCUSDT,8,6.647e-05
508,1736668800000,2025-01-12T08:00:00,BTCUSDT,8,3.21e-05
509,1736640000000,2025-01-12T00:00:00,BTCUSDT,8,5.009e-05
510,1736611200000,2025-01-11T16:00:00,BTCUSDT,8,2.608e-05
511,1736582400000,2025-01-11T08:00:00,BTCUSDT,8,4.055e-05
512,1736553600000,2025-01-11T00:00:00,BTCUSDT,8,5.68e-05
513,1736524800000,2025-01-10T16:00:00,BTCUSDT,8,8.078e-05
514,1736496000000,2025-01-10T08:00:00,BTCUSDT,8,-1.06e-05
515,1736467200000,2025-01-10T00:00:00,BTCUSDT,8,3.966e-05
516,1736438400000,2025-01-09T16:00:00,BTCUSDT,8,-5.44e-06
517,1736409600000,2025-01-09T08:00:00,BTCUSDT,8,9.834e-05
518,1736380800000,2025-01-09T00:00:00,BTCUSDT,8,0.0001
519,1736352000000,2025-01-08T16:00:00,BTCUSDT,8,0.0001
520,1736323200000,2025-01-08T08:00:00,BTCUSDT,8,0.0001
521,1736294400001,2025-01-08T00:00:00,BTCUSDT,8,0.0001
522,1736265600008,2025-01-07T16:00:00,BTCUSDT,8,8.279e-05
523,1736236800000,2025-01-07T08:00:00,BTCUSDT,8,8.903e-05
524,1736208000000,2025-01-07T00:00:00,BTCUSDT,8,0.0001
525,1736179200000,2025-01-06T16:00:00,BTCUSDT,8,0.0001
526,1736150400001,2025-01-06T08:00:00,BTCUSDT,8,0.0001
527,1736121600000,2025-01-06T00:00:00,BTCUSDT,8,0.0001
528,1736092800000,2025-01-05T16:00:00,BTCUSDT,8,8.32e-05
529,1736064000000,2025-01-05T08:00:00,BTCUSDT,8,0.0001
530,1736035200000,2025-01-05T00:00:00,BTCUSDT,8,0.0001
531,1736006400000,2025-01-04T16:00:00,BTCUSDT,8,7.98e-06
532,1735977600000,2025-01-04T08:00:00,BTCUSDT,8,0.0001
533,1735948800000,2025-01-04T00:00:00,BTCUSDT,8,7.699e-05
534,1735920000000,2025-01-03T16:00:00,BTCUSDT,8,5.242e-05
535,1735891200000,2025-01-03T08:00:00,BTCUSDT,8,0.0001
536,1735862400000,2025-01-03T00:00:00,BTCUSDT,8,0.0001
537,1735833600000,2025-01-02T16:00:00,BTCUSDT,8,0.0001
538,1735804800006,2025-01-02T08:00:00,BTCUSDT,8,0.0001
539,1735776000000,2025-01-02T00:00:00,BTCUSDT,8,0.0001
540,1735747200001,2025-01-01T16:00:00,BTCUSDT,8,0.0001
541,1735718400000,2025-01-01T08:00:00,BTCUSDT,8,0.0001
542,1735689600015,2025-01-01T00:00:00,BTCUSDT,8,0.0001
543,1735660800000,2024-12-31T16:00:00,BTCUSDT,8,0.0001
544,1735632000000,2024-12-31T08:00:00,BTCUSDT,8,0.0001
545,1735603200000,2024-12-31T00:00:00,BTCUSDT,8,0.0001
546,1735574400000,2024-12-30T16:00:00,BTCUSDT,8,0.0001
547,1735545600001,2024-12-30T08:00:00,BTCUSDT,8,8.791e-05
548,1735516800000,2024-12-30T00:00:00,BTCUSDT,8,-4.2e-07
549,1735488000000,2024-12-29T16:00:00,BTCUSDT,8,0.0001
550,1735459200000,2024-12-29T08:00:00,BTCUSDT,8,0.0001
551,1735430400000,2024-12-29T00:00:00,BTCUSDT,8,8.013e-05
552,1735401600000,2024-12-28T16:00:00,BTCUSDT,8,5.173e-05
553,1735372800000,2024-12-28T08:00:00,BTCUSDT,8,7.639e-05
554,1735344000001,2024-12-28T00:00:00,BTCUSDT,8,0.0001
555,1735315200000,2024-12-27T16:00:00,BTCUSDT,8,0.0001
556,1735286400000,2024-12-27T08:00:00,BTCUSDT,8,0.0001
557,1735257600000,2024-12-27T00:00:00,BTCUSDT,8,0.0001
558,1735228800000,2024-12-26T16:00:00,BTCUSDT,8,8.585e-05
559,1735200000000,2024-12-26T08:00:00,BTCUSDT,8,7.453e-05
560,1735171200000,2024-12-26T00:00:00,BTCUSDT,8,9.827e-05
561,1735142400000,2024-12-25T16:00:00,BTCUSDT,8,0.0001
562,1735113600000,2024-12-25T08:00:00,BTCUSDT,8,0.0001
563,1735084800001,2024-12-25T00:00:00,BTCUSDT,8,0.0001
564,1735056000001,2024-12-24T16:00:00,BTCUSDT,8,0.0001
565,1735027200000,2024-12-24T08:00:00,BTCUSDT,8,0.0001
566,1734998400000,2024-12-24T00:00:00,BTCUSDT,8,0.0001
567,1734969600001,2024-12-23T16:00:00,BTCUSDT,8,8.981e-05
568,1734940800000,2024-12-23T08:00:00,BTCUSDT,8,0.0001
569,1734912000000,2024-12-23T00:00:00,BTCUSDT,8,0.0001
570,1734883200000,2024-12-22T16:00:00,BTCUSDT,8,9.629e-05
571,1734854400000,2024-12-22T08:00:00,BTCUSDT,8,0.0001
572,1734825600000,2024-12-22T00:00:00,BTCUSDT,8,0.0001
573,1734796800001,2024-12-21T16:00:00,BTCUSDT,8,0.0001
574,1734768000000,2024-12-21T08:00:00,BTCUSDT,8,1.206e-05
575,1734739200000,2024-12-21T00:00:00,BTCUSDT,8,0.0001
576,1734710400014,2024-12-20T16:00:00,BTCUSDT,8,0.0001
577,1734681600001,2024-12-20T08:00:00,BTCUSDT,8,0.0001
578,1734652800000,2024-12-20T00:00:00,BTCUSDT,8,0.0001
579,1734624000000,2024-12-19T16:00:00,BTCUSDT,8,0.0001
580,1734595200000,2024-12-19T08:00:00,BTCUSDT,8,0.0001
581,1734566400000,2024-12-19T00:00:00,BTCUSDT,8,0.0001
582,1734537600000,2024-12-18T16:00:00,BTCUSDT,8,0.0001
583,1734508800000,2024-12-18T08:00:00,BTCUSDT,8,9.159e-05
584,1734480000000,2024-12-18T00:00:00,BTCUSDT,8,0.0001
585,1734451200000,2024-12-17T16:00:00,BTCUSDT,8,0.0001
586,1734422400000,2024-12-17T08:00:00,BTCUSDT,8,0.0001
587,1734393600000,2024-12-17T00:00:00,BTCUSDT,8,7.866e-05
588,1734364800000,2024-12-16T16:00:00,BTCUSDT,8,9.181e-05
589,1734336000001,2024-12-16T08:00:00,BTCUSDT,8,0.0001
590,1734307200000,2024-12-16T00:00:00,BTCUSDT,8,0.0001
591,1734278400000,2024-12-15T16:00:00,BTCUSDT,8,0.0001
592,1734249600000,2024-12-15T08:00:00,BTCUSDT,8,8.194e-05
593,1734220800000,2024-12-15T00:00:00,BTCUSDT,8,0.0001
594,1734192000000,2024-12-14T16:00:00,BTCUSDT,8,0.0001
595,1734163200000,2024-12-14T08:00:00,BTCUSDT,8,0.0001
596,1734134400000,2024-12-14T00:00:00,BTCUSDT,8,6.75e-05
597,1734105600001,2024-12-13T16:00:00,BTCUSDT,8,0.0001
598,1734076800000,2024-12-13T08:00:00,BTCUSDT,8,0.0001
599,1734048000000,2024-12-13T00:00:00,BTCUSDT,8,0.0001
600,1734019200001,2024-12-12T16:00:00,BTCUSDT,8,0.0001
601,1733990400000,2024-12-12T08:00:00,BTCUSDT,8,0.0001
602,1733961600001,2024-12-12T00:00:00,BTCUSDT,8,0.0001
603,1733932800001,2024-12-11T16:00:00,BTCUSDT,8,0.0001
604,1733904000000,2024-12-11T08:00:00,BTCUSDT,8,0.0001
605,1733875200000,2024-12-11T00:00:00,BTCUSDT,8,0.0001
606,1733846400000,2024-12-10T16:00:00,BTCUSDT,8,0.0001
607,1733817600000,2024-12-10T08:00:00,BTCUSDT,8,0.0001
608,1733788800007,2024-12-10T00:00:00,BTCUSDT,8,0.0001
609,1733760000001,2024-12-09T16:00:00,BTCUSDT,8,0.00011115
610,1733731200000,2024-12-09T08:00:00,BTCUSDT,8,0.00021032
611,1733702400000,2024-12-09T00:00:00,BTCUSDT,8,0.00030413
612,1733673600000,2024-12-08T16:00:00,BTCUSDT,8,0.0001758
613,1733644800000,2024-12-08T08:00:00,BTCUSDT,8,0.00016572
614,1733616000000,2024-12-08T00:00:00,BTCUSDT,8,0.00016985
615,1733587200000,2024-12-07T16:00:00,BTCUSDT,8,0.0001409
616,1733558400000,2024-12-07T08:00:00,BTCUSDT,8,0.00012374
617,1733529600000,2024-12-07T00:00:00,BTCUSDT,8,0.00031972
618,1733500800000,2024-12-06T16:00:00,BTCUSDT,8,0.0001
619,1733472000000,2024-12-06T08:00:00,BTCUSDT,8,0.00014634
620,1733443200000,2024-12-06T00:00:00,BTCUSDT,8,0.0001
621,1733414400000,2024-12-05T16:00:00,BTCUSDT,8,0.00047059
622,1733385600000,2024-12-05T08:00:00,BTCUSDT,8,0.00072446
623,1733356800001,2024-12-05T00:00:00,BTCUSDT,8,0.00027625
624,1733328000000,2024-12-04T16:00:00,BTCUSDT,8,0.00023234
625,1733299200000,2024-12-04T08:00:00,BTCUSDT,8,0.00026254
626,1733270400000,2024-12-04T00:00:00,BTCUSDT,8,0.00026634
627,1733241600000,2024-12-03T16:00:00,BTCUSDT,8,0.00011952
628,1733212800000,2024-12-03T08:00:00,BTCUSDT,8,0.00024926
629,1733184000000,2024-12-03T00:00:00,BTCUSDT,8,0.00012779
630,1733155200000,2024-12-02T16:00:00,BTCUSDT,8,0.00013387
631,1733126400001,2024-12-02T08:00:00,BTCUSDT,8,0.00024556
632,1733097600001,2024-12-02T00:00:00,BTCUSDT,8,0.00025726
633,1733068800000,2024-12-01T16:00:00,BTCUSDT,8,0.0001
634,1733040000000,2024-12-01T08:00:00,BTCUSDT,8,0.00019581
635,1733011200000,2024-12-01T00:00:00,BTCUSDT,8,0.00015901
636,1732982400000,2024-11-30T16:00:00,BTCUSDT,8,0.00012063
637,1732953600000,2024-11-30T08:00:00,BTCUSDT,8,0.00015909
638,1732924800000,2024-11-30T00:00:00,BTCUSDT,8,0.0001
639,1732896000000,2024-11-29T16:00:00,BTCUSDT,8,0.00021921
640,1732867200000,2024-11-29T08:00:00,BTCUSDT,8,0.00011747
641,1732838400000,2024-11-29T00:00:00,BTCUSDT,8,0.00020619
642,1732809600000,2024-11-28T16:00:00,BTCUSDT,8,0.00011859
643,1732780800000,2024-11-28T08:00:00,BTCUSDT,8,0.00014326
644,1732752000000,2024-11-28T00:00:00,BTCUSDT,8,0.0001
645,1732723200001,2024-11-27T16:00:00,BTCUSDT,8,0.0001
646,1732694400000,2024-11-27T08:00:00,BTCUSDT,8,0.00016795
647,1732665600000,2024-11-27T00:00:00,BTCUSDT,8,0.00031205
648,1732636800000,2024-11-26T16:00:00,BTCUSDT,8,0.00029599
649,1732608000000,2024-11-26T08:00:00,BTCUSDT,8,0.00017936
650,1732579200000,2024-11-26T00:00:00,BTCUSDT,8,0.00021902
651,1732550400000,2024-11-25T16:00:00,BTCUSDT,8,0.00025233
652,1732521600000,2024-11-25T08:00:00,BTCUSDT,8,0.0001
653,1732492800000,2024-11-25T00:00:00,BTCUSDT,8,0.00021035
654,1732464000000,2024-11-24T16:00:00,BTCUSDT,8,0.00023228
655,1732435200000,2024-11-24T08:00:00,BTCUSDT,8,0.00016148
656,1732406400001,2024-11-24T00:00:00,BTCUSDT,8,0.0001
657,1732377600000,2024-11-23T16:00:00,BTCUSDT,8,0.0001
658,1732348800000,2024-11-23T08:00:00,BTCUSDT,8,0.0001
659,1732320000000,2024-11-23T00:00:00,BTCUSDT,8,0.0001
660,1732291200001,2024-11-22T16:00:00,BTCUSDT,8,0.0001
661,1732262400000,2024-11-22T08:00:00,BTCUSDT,8,0.0001
662,1732233600000,2024-11-22T00:00:00,BTCUSDT,8,0.0001
663,1732204800001,2024-11-21T16:00:00,BTCUSDT,8,0.0001
664,1732176000000,2024-11-21T08:00:00,BTCUSDT,8,0.0001
665,1732147200001,2024-11-21T00:00:00,BTCUSDT,8,0.0001
666,1732118400000,2024-11-20T16:00:00,BTCUSDT,8,0.0001
667,1732089600000,2024-11-20T08:00:00,BTCUSDT,8,0.0001
668,1732060800003,2024-11-20T00:00:00,BTCUSDT,8,0.0001
669,1732032000000,2024-11-19T16:00:00,BTCUSDT,8,0.00017959
670,1732003200000,2024-11-19T08:00:00,BTCUSDT,8,0.00030216
671,1731974400000,2024-11-19T00:00:00,BTCUSDT,8,0.00021606
672,1731945600000,2024-11-18T16:00:00,BTCUSDT,8,0.00021318
673,1731916800000,2024-11-18T08:00:00,BTCUSDT,8,0.0003645
674,1731888000000,2024-11-18T00:00:00,BTCUSDT,8,0.0001
675,1731859200001,2024-11-17T16:00:00,BTCUSDT,8,0.00010577
676,1731830400000,2024-11-17T08:00:00,BTCUSDT,8,0.0001
677,1731801600000,2024-11-17T00:00:00,BTCUSDT,8,0.00015765
678,1731772800000,2024-11-16T16:00:00,BTCUSDT,8,0.00013231
679,1731744000001,2024-11-16T08:00:00,BTCUSDT,8,0.0001
680,1731715200001,2024-11-16T00:00:00,BTCUSDT,8,0.0001
681,1731686400000,2024-11-15T16:00:00,BTCUSDT,8,0.00010977
682,1731657600000,2024-11-15T08:00:00,BTCUSDT,8,0.0001
683,1731628800000,2024-11-15T00:00:00,BTCUSDT,8,0.0001
684,1731600000000,2024-11-14T16:00:00,BTCUSDT,8,0.0001
685,1731571200000,2024-11-14T08:00:00,BTCUSDT,8,0.0001
686,1731542400001,2024-11-14T00:00:00,BTCUSDT,8,0.0001
687,1731513600000,2024-11-13T16:00:00,BTCUSDT,8,0.00021856
688,1731484800010,2024-11-13T08:00:00,BTCUSDT,8,0.00013101
689,1731456000000,2024-11-13T00:00:00,BTCUSDT,8,0.0001
690,1731427200000,2024-11-12T16:00:00,BTCUSDT,8,0.00038754
691,1731398400000,2024-11-12T08:00:00,BTCUSDT,8,0.00043737
692,1731369600002,2024-11-12T00:00:00,BTCUSDT,8,0.00049133
693,1731340800000,2024-11-11T16:00:00,BTCUSDT,8,0.0001
694,1731312000000,2024-11-11T08:00:00,BTCUSDT,8,0.0001
695,1731283200001,2024-11-11T00:00:00,BTCUSDT,8,0.00036878
696,1731254400000,2024-11-10T16:00:00,BTCUSDT,8,0.00014113
697,1731225600000,2024-11-10T08:00:00,BTCUSDT,8,0.00025603
698,1731196800000,2024-11-10T00:00:00,BTCUSDT,8,0.0001
699,1731168000000,2024-11-09T16:00:00,BTCUSDT,8,0.0001
700,1731139200000,2024-11-09T08:00:00,BTCUSDT,8,0.0001
701,1731110400000,2024-11-09T00:00:00,BTCUSDT,8,0.0001
702,1731081600000,2024-11-08T16:00:00,BTCUSDT,8,0.0001
703,1731052800000,2024-11-08T08:00:00,BTCUSDT,8,0.0001
704,1731024000000,2024-11-08T00:00:00,BTCUSDT,8,0.0001
705,1730995200000,2024-11-07T16:00:00,BTCUSDT,8,0.0001
706,1730966400000,2024-11-07T08:00:00,BTCUSDT,8,0.0001
707,1730937600000,2024-11-07T00:00:00,BTCUSDT,8,0.0001
708,1730908800000,2024-11-06T16:00:00,BTCUSDT,8,0.0001
709,1730880000000,2024-11-06T08:00:00,BTCUSDT,8,0.0001
710,1730851200000,2024-11-06T00:00:00,BTCUSDT,8,0.0001
711,1730822400001,2024-11-05T16:00:00,BTCUSDT,8,0.0001
712,1730793600003,2024-11-05T08:00:00,BTCUSDT,8,0.0001
713,1730764800000,2024-11-05T00:00:00,BTCUSDT,8,0.0001
714,1730736000000,2024-11-04T16:00:00,BTCUSDT,8,0.0001
715,1730707200000,2024-11-04T08:00:00,BTCUSDT,8,0.0001
716,1730678400000,2024-11-04T00:00:00,BTCUSDT,8,0.0001
717,1730649600000,2024-11-03T16:00:00,BTCUSDT,8,0.0001
718,1730620800000,2024-11-03T08:00:00,BTCUSDT,8,0.0001
719,1730592000000,2024-11-03T00:00:00,BTCUSDT,8,0.0001
720,1730563200000,2024-11-02T16:00:00,BTCUSDT,8,0.0001
721,1730534400000,2024-11-02T08:00:00,BTCUSDT,8,0.0001
722,1730505600000,2024-11-02T00:00:00,BTCUSDT,8,0.0001
723,1730476800000,2024-11-01T16:00:00,BTCUSDT,8,0.0001
724,1730448000000,2024-11-01T08:00:00,BTCUSDT,8,0.0001
725,1730419200000,2024-11-01T00:00:00,BTCUSDT,8,0.0001
726,1730390400000,2024-10-31T16:00:00,BTCUSDT,8,0.0001
727,1730361600000,2024-10-31T08:00:00,BTCUSDT,8,0.0001
728,1730332800000,2024-10-31T00:00:00,BTCUSDT,8,0.0001
729,1730304000013,2024-10-30T16:00:00,BTCUSDT,8,0.0001
730,1730275200000,2024-10-30T08:00:00,BTCUSDT,8,0.0001
731,1730246400000,2024-10-30T00:00:00,BTCUSDT,8,0.0001
732,1730217600004,2024-10-29T16:00:00,BTCUSDT,8,0.0001
733,1730188800000,2024-10-29T08:00:00,BTCUSDT,8,0.0001
734,1730160000000,2024-10-29T00:00:00,BTCUSDT,8,0.0001
735,1730131200000,2024-10-28T16:00:00,BTCUSDT,8,8.946e-05
736,1730102400001,2024-10-28T08:00:00,BTCUSDT,8,0.0001
737,1730073600000,2024-10-28T00:00:00,BTCUSDT,8,9.425e-05
738,1730044800000,2024-10-27T16:00:00,BTCUSDT,8,0.0001
