date,contract,contract_group,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All
2021-12-28,BITCOIN,BITCOIN,12904.0,459.0,540.0,251.0,5687.0,859.0,12.0,2362.0,8116.0,1433.0,695.0,467.0,349.0,11248.0,12028.0,1656.0,876.0,-365.0,28.0,-33.0,207.0,-60.0,108.0,-47.0,545.0,535.0,-335.0,-352.0,-517.0,-200.0,-215.0,-282.0,-150.0,-83.0,3.6,4.2,1.9,44.1,6.7,0.1,18.3,62.9,11.1,5.4,3.6,2.7,87.2,93.2,12.8,6.8,87.0,0.0,4.0,0.0,6.0,0.0,0.0,28.0,29.0,19.0,8.0,6.0,6.0,58.0,59.0
2021-12-21,BITCOIN,BITCOIN,13269.0,431.0,573.0,44.0,5747.0,751.0,59.0,1817.0,7581.0,1768.0,1047.0,984.0,549.0,11462.0,12310.0,1807.0,959.0,-676.0,-12.0,-297.0,-31.0,-143.0,-27.0,-10.0,-278.0,-245.0,119.0,-771.0,-309.0,255.0,-870.0,-544.0,194.0,-132.0,3.2,4.3,0.3,43.3,5.7,0.4,13.7,57.1,13.3,7.9,7.4,4.1,86.4,92.8,13.6,7.2,83.0,0.0,4.0,0.0,6.0,0.0,0.0,25.0,26.0,18.0,10.0,6.0,6.0,55.0,56.0
2021-12-14,BITCOIN,BITCOIN,13945.0,443.0,870.0,75.0,5890.0,778.0,69.0,2095.0,7826.0,1649.0,1817.0,1293.0,294.0,12333.0,12854.0,1612.0,1091.0,344.0,-36.0,-212.0,-12.0,-72.0,60.0,15.0,198.0,-287.0,526.0,82.0,330.0,-258.0,444.0,163.0,-100.0,181.0,3.2,6.2,0.5,42.2,5.6,0.5,15.0,56.1,11.8,13.0,9.3,2.1,88.4,92.2,11.6,7.8,94.0,0.0,0.0,0.0,7.0,0.0,4.0,26.0,32.0,21.0,12.0,6.0,6.0,64.0,62.0
2021-12-07,BITCOIN,BITCOIN,13601.0,479.0,1082.0,87.0,5962.0,718.0,53.0,1896.0,8113.0,1123.0,1736.0,962.0,552.0,11888.0,12690.0,1713.0,911.0,184.0,-108.0,-254.0,12.0,162.0,16.0,17.0,-388.0,313.0,330.0,72.0,-556.0,241.0,338.0,118.0,-154.0,66.0,3.5,8.0,0.6,43.8,5.3,0.4,13.9,59.7,8.3,12.8,7.1,4.1,87.4,93.3,12.6,6.7,91.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,33.0,18.0,10.0,5.0,6.0,59.0,60.0
2021-11-30,BITCOIN,BITCOIN,13417.0,587.0,1336.0,75.0,5800.0,702.0,36.0,2285.0,7800.0,793.0,1663.0,1518.0,311.0,11550.0,12572.0,1867.0,845.0,-1206.0,-30.0,2.0,-32.0,338.0,-48.0,-28.0,-95.0,707.0,-222.0,71.0,1197.0,-918.0,-916.0,658.0,-290.0,-1864.0,4.4,10.0,0.6,43.2,5.2,0.3,17.0,58.1,5.9,12.4,11.3,2.3,86.1,93.7,13.9,6.3,92.0,0.0,0.0,0.0,10.0,0.0,0.0,28.0,28.0,16.0,11.0,4.0,7.0,64.0,55.0
2021-11-23,BITCOIN,BITCOIN,14623.0,617.0,1334.0,107.0,5462.0,750.0,65.0,2379.0,7093.0,1015.0,1592.0,321.0,1229.0,12467.0,11914.0,2156.0,2709.0,744.0,-12.0,158.0,-39.0,244.0,-29.0,51.0,220.0,-1086.0,-357.0,311.0,33.0,235.0,653.0,-1034.0,91.0,1778.0,4.2,9.1,0.7,37.4,5.1,0.4,16.3,48.5,6.9,10.9,2.2,8.4,85.3,81.5,14.7,18.5,98.0,0.0,0.0,0.0,10.0,0.0,4.0,28.0,33.0,21.0,10.0,4.0,10.0,69.0,66.0
2021-11-16,BITCOIN,BITCOIN,13879.0,629.0,1176.0,146.0,5218.0,779.0,13.0,2160.0,8179.0,1373.0,1281.0,288.0,994.0,11813.0,12948.0,2066.0,931.0,-131.0,43.0,-246.0,-50.0,191.0,29.0,-17.0,-432.0,-514.0,163.0,-361.0,55.0,387.0,-77.0,-194.0,-54.0,63.0,4.5,8.5,1.1,37.6,5.6,0.1,15.6,58.9,9.9,9.2,2.1,7.2,85.1,93.3,14.9,6.7,99.0,4.0,0.0,0.0,9.0,0.0,0.0,29.0,33.0,21.0,10.0,5.0,10.0,66.0,67.0
2021-11-09,BITCOIN,BITCOIN,14010.0,586.0,1422.0,196.0,5027.0,750.0,31.0,2591.0,8693.0,1210.0,1642.0,233.0,607.0,11890.0,13142.0,2120.0,868.0,314.0,32.0,-7.0,-7.0,165.0,59.0,-7.0,-334.0,30.0,255.0,167.0,0.0,-89.0,182.0,234.0,132.0,80.0,4.2,10.1,1.4,35.9,5.4,0.2,18.5,62.0,8.6,11.7,1.7,4.3,84.9,93.8,15.1,6.2,107.0,4.0,0.0,0.0,11.0,0.0,4.0,35.0,36.0,17.0,11.0,4.0,8.0,72.0,65.0
2021-11-02,BITCOIN,BITCOIN,13696.0,554.0,1429.0,203.0,4862.0,691.0,38.0,2926.0,8663.0,955.0,1474.0,233.0,696.0,11708.0,12908.0,1988.0,788.0,-3242.0,24.0,-56.0,62.0,3028.0,177.0,-196.0,-223.0,-743.0,-1628.0,-1033.0,-190.0,-391.0,-357.0,-2964.0,-2885.0,-278.0,4.0,10.4,1.5,35.5,5.0,0.3,21.4,63.3,7.0,10.8,1.7,5.1,85.5,94.2,14.5,5.8,103.0,4.0,4.0,0.0,11.0,0.0,4.0,34.0,32.0,17.0,12.0,4.0,7.0,73.0,60.0
2021-10-26,BITCOIN,BITCOIN,16938.0,530.0,1485.0,141.0,1834.0,514.0,234.0,3149.0,9406.0,2583.0,2507.0,423.0,1087.0,12064.0,15872.0,4874.0,1066.0,3066.0,40.0,221.0,8.0,975.0,160.0,221.0,1092.0,1104.0,970.0,-1656.0,196.0,483.0,2132.0,3363.0,934.0,-297.0,3.1,8.8,0.8,10.8,3.0,1.4,18.6,55.5,15.2,14.8,2.5,6.4,71.2,93.7,28.8,6.3,105.0,0.0,4.0,0.0,9.0,0.0,0.0,31.0,38.0,25.0,9.0,5.0,7.0,78.0,65.0
