timestamp,sum_oi,sum_oi_value
1780675200000,102717.55300000,6206673530.16417600
1780678800000,104066.65200000,6385769120.01960000
1780682400000,104316.41000000,6341019024.82400000
1780686000000,104263.97000000,6189290698.90704500
1780689600000,104621.87100000,6306602643.26938100
1780693200000,103297.10800000,6364661335.22761000
1780696800000,102600.32800000,6325526073.70303600
1780700400000,102700.58800000,6321909285.33960000
1780704000000,101597.50500000,6201023262.67891600
1780707600000,101688.55900000,6227325375.97025600
1780711200000,101609.25300000,6203864712.09330000
1780714800000,101895.52100000,6208450834.71319500
1780718400000,101746.00400000,6172177142.25040000
1780722000000,101722.23400000,6109630646.28460000
1780725600000,101447.16200000,6180049517.16180000
1780729200000,101716.13400000,6181686156.10260000
1780732800000,102220.71000000,6232918014.32100000
1780736400000,102695.14100000,6287643511.40830000
1780740000000,103033.72700000,6279895357.27730000
1780743600000,101814.24500000,6167496936.21542800
1780747200000,101029.33600000,6139896248.46240000
1780750800000,102251.36500000,6236423227.85150000
1780754400000,102456.37400000,6226304584.89220000
1780758000000,102385.59400000,6221355548.04938400
1780761600000,102090.63300000,6202424526.34530000
1780765200000,101786.00300000,6183397896.24700000
1780768800000,101761.92500000,6162010196.91000000
1780772400000,101829.48600000,6171477828.51600000
1780776000000,101782.22500000,6164338674.90000000
1780779600000,101867.34100000,6181157450.86850000
1780783200000,101867.78800000,6185330593.12960000
1780786800000,101554.98000000,6151164827.60400000
1780790400000,101776.77000000,6193343236.74355700
1780794000000,102029.18400000,6198456787.99020100
1780797600000,102847.22800000,6320292005.69164400
1780801200000,102930.41600000,6327389997.56000000
1780804800000,102822.28000000,6341872585.84000000
1780808400000,102530.25700000,6342070803.38380500
1780812000000,102268.41300000,6311389948.94622900
1780815600000,103160.27600000,6404221234.25294900
1780819200000,102872.69700000,6415995868.65060400
1780822800000,101818.86600000,6397146986.25420000
1780826400000,101564.20000000,6348767985.58000000
1780830000000,101443.79300000,6324622795.09846300
1780833600000,102029.35400000,6386925328.11060000
1780837200000,101619.68300000,6287778857.43480000
1780840800000,101993.32000000,6290958176.93200000
1780844400000,101826.03400000,6301044784.22894000
1780848000000,101675.28000000,6311147310.04800000
1780851600000,101563.91000000,6302457027.53100000
1780855200000,101395.64200000,6299680818.76740000
1780858800000,101313.35400000,6281235452.62740000
1780862400000,100632.97100000,6169183527.58980000
1780866000000,100656.52600000,6224984025.21458000
1780869600000,100417.37900000,6200813320.20160000
1780873200000,98293.30700000,6176289433.33710000
1780876800000,98914.16100000,6261698694.92352300
1780880400000,98621.19100000,6272824106.71681500
1780884000000,98568.87900000,6228399896.91570000
1780887600000,98703.77900000,6228607663.76438300
1780891200000,98558.03200000,6218735856.71040000
1780894800000,98510.74100000,6177149255.35521700
1780898400000,98387.23000000,6172903358.70700000
1780902000000,98387.61300000,6193972498.89240000
1780905600000,98173.32700000,6210444666.02000000
1780909200000,98259.02700000,6200642182.55087100
1780912800000,98320.71900000,6240396370.78620000
1780916400000,98400.33300000,6211197324.17270400
1780920000000,98094.63900000,6224046468.99928000
1780923600000,98915.66600000,6310081199.32097200
1780927200000,98643.73300000,6286493617.40579500
1780930800000,98763.08900000,6313637866.81190000
1780934400000,98799.43500000,6297634065.99600000
1780938000000,98419.53600000,6250024134.70012300
1780941600000,98365.20900000,6248079383.51280000
1780945200000,98337.13800000,6238355793.86641400
1780948800000,98058.95400000,6211603276.50240000
1780952400000,97933.48500000,6214770817.96350000
1780956000000,97571.90800000,6214783069.28045600
1780959600000,98642.30200000,6254671628.29520000
1780963200000,98493.63500000,6211028321.82700000
1780966800000,98213.19700000,6141945333.83048000
1780970400000,97598.49900000,6122999390.56828000
1780974000000,97981.61100000,6157164435.24000000
1780977600000,97891.14900000,6151577694.30900000
1780981200000,97809.37800000,6183089585.36654300
1780984800000,98070.75200000,6209924597.68945100
1780988400000,98607.06400000,6239795845.68160000
