timestamp,datetime,sum_open_interest,sum_open_interest_value,long_short_ratio,top_long_short_account_ratio,top_long_short_position_ratio,taker_long_short_vol_ratio
1781041800000,2026-06-09 21:50:00,99098.40100000,6122864074.66570000,2.1162,2.2798,1.1877,0.4546
1781042100000,2026-06-09 21:55:00,99083.69200000,6112423417.63400000,2.1085,2.2744,1.1888,0.7164
1781042400000,2026-06-09 22:00:00,99109.27900000,6118184720.84532600,2.1056,2.2701,1.1891,0.9131
1781042700000,2026-06-09 22:05:00,99153.91200000,6113374105.92480000,2.0989,2.2648,1.1894,1.3358
1781043000000,2026-06-09 22:10:00,99168.59300000,6119337697.09368100,2.0960,2.2626,1.1902,2.2870
1781043300000,2026-06-09 22:15:00,99113.56000000,6126389462.04843400,2.1008,2.2680,1.1917,1.2896
1781043600000,2026-06-09 22:20:00,99103.60800000,6130641841.26340800,2.1037,2.2712,1.1911,1.3629
1781043900000,2026-06-09 22:25:00,99110.18800000,6129761113.78731250,2.1066,2.2733,1.1900,0.6067
1781044200000,2026-06-09 22:30:00,99126.76500000,6123407217.72750000,2.1046,2.2712,1.1896,1.3604
1781044500000,2026-06-09 22:35:00,99139.33300000,6139870790.23573700,2.1056,2.2712,1.1886,0.9703
1781044800000,2026-06-09 22:40:00,99129.93800000,6132574484.43200000,2.1037,2.2701,1.1881,0.9218
1781045100000,2026-06-09 22:45:00,99121.17400000,6128563031.33241700,2.1017,2.2680,1.1882,1.0134
1781045400000,2026-06-09 22:50:00,99167.93000000,6127061890.48843300,2.1008,2.2669,1.1873,1.4194
1781045700000,2026-06-09 22:55:00,99170.00100000,6121050137.72280000,2.0960,2.2648,1.1870,0.5746
1781046000000,2026-06-09 23:00:00,99208.03200000,6119806186.77120000,2.0931,2.2616,1.1865,1.3238
1781046300000,2026-06-09 23:05:00,99226.65100000,6126278429.22730300,2.0864,2.2552,1.1860,1.2238
1781046600000,2026-06-09 23:10:00,99254.34000000,6126623018.01000000,2.0845,2.2541,1.1859,0.7091
1781046900000,2026-06-09 23:15:00,99282.74300000,6127692165.45958900,2.0807,2.2520,1.1866,2.3776
1781047200000,2026-06-09 23:20:00,99309.41300000,6138022052.66048200,2.0826,2.2531,1.1874,1.2790
1781047500000,2026-06-09 23:25:00,99342.16900000,6136047884.18920000,2.0826,2.2531,1.1860,0.4713
1781047800000,2026-06-09 23:30:00,99308.63900000,6123161889.36343700,2.0826,2.2531,1.1852,0.5094
1781048100000,2026-06-09 23:35:00,99304.52900000,6121151028.46580000,2.0769,2.2510,1.1865,0.6464
1781048400000,2026-06-09 23:40:00,99258.68100000,6111803653.23450000,2.0713,2.2457,1.1875,0.6541
1781048700000,2026-06-09 23:45:00,99278.91900000,6116306146.50870000,2.0675,2.2436,1.1885,0.6588
1781049000000,2026-06-09 23:50:00,99264.58800000,6112534652.78160000,2.0675,2.2446,1.1883,2.0525
1781049300000,2026-06-09 23:55:00,99232.71800000,6118887857.31600000,2.0656,2.2425,1.1881,1.2193
1781049600000,2026-06-10 00:00:00,99232.01900000,6122146791.61302800,2.0637,2.2436,1.1888,1.1655
1781049900000,2026-06-10 00:05:00,99256.81000000,6134497662.28300000,2.0628,2.2331,1.1887,0.9275
1781050200000,2026-06-10 00:10:00,99281.44400000,6137509371.06920000,2.0562,2.2258,1.1884,0.5932
1781050500000,2026-06-10 00:15:00,99336.71100000,6139594701.86441200,2.0534,2.2237,1.1884,0.6897
1781050800000,2026-06-10 00:20:00,99360.77400000,6139461523.29465400,2.0516,2.2227,1.1880,0.6823
1781051100000,2026-06-10 00:25:00,99395.59400000,6138191029.00297600,2.0516,2.2216,1.1874,1.8975
1781051400000,2026-06-10 00:30:00,99398.89200000,6144859962.32529100,2.0479,2.2175,1.1876,0.6080
1781051700000,2026-06-10 00:35:00,99417.09300000,6120225603.88230000,2.0488,2.2175,1.1861,0.5746
1781052000000,2026-06-10 00:40:00,99346.69000000,6114560272.11300000,2.0386,2.2123,1.1856,0.6360
1781052300000,2026-06-10 00:45:00,99349.84700000,6108674367.56550000,2.0321,2.2072,1.1856,2.1914
1781052600000,2026-06-10 00:50:00,99383.17500000,6128009471.62374000,2.0349,2.2082,1.1854,0.9575
1781052900000,2026-06-10 00:55:00,99411.23200000,6134065070.68800100,2.0331,2.2072,1.1853,1.0642
1781053200000,2026-06-10 01:00:00,99493.86300000,6158126367.09256000,2.0349,2.2082,1.1859,1.5326
1781053500000,2026-06-10 01:05:00,99530.39600000,6165111789.03200000,2.0377,2.2082,1.1842,0.6603
1781053800000,2026-06-10 01:10:00,99535.78800000,6139273757.97376100,2.0377,2.2072,1.1845,1.2619
1781054100000,2026-06-10 01:15:00,99520.69400000,6150110183.32620000,2.0349,2.2051,1.1844,1.0897
1781054400000,2026-06-10 01:20:00,99536.28400000,6156816846.82000000,2.0358,2.2041,1.1839,1.1609
1781054700000,2026-06-10 01:25:00,99562.36500000,6145327679.84100000,2.0340,2.2041,1.1838,1.9457
1781055000000,2026-06-10 01:30:00,99592.84200000,6154399427.09520000,2.0331,2.2031,1.1837,1.0368
1781055300000,2026-06-10 01:35:00,99573.98100000,6159028043.85500400,2.0312,2.2010,1.1835,0.7626
1781055600000,2026-06-10 01:40:00,99567.42900000,6145003752.96946500,2.0340,2.2031,1.1835,0.9011
1781055900000,2026-06-10 01:45:00,99567.59900000,6134290077.07070000,2.0331,2.2041,1.1838,0.9184
1781056200000,2026-06-10 01:50:00,99568.38200000,6152831446.39649800,2.0331,2.2051,1.1842,0.7293
1781056500000,2026-06-10 01:55:00,99604.80200000,6150208064.77220000,2.0303,2.2020,1.1841,0.6490
1781056800000,2026-06-10 02:00:00,99598.97300000,6143657279.56531800,2.0294,2.2031,1.1843,1.6444
1781057100000,2026-06-10 02:05:00,99642.93300000,6145049428.16310000,2.0303,2.2031,1.1835,0.4490
1781057400000,2026-06-10 02:10:00,99729.40300000,6144119087.08370000,2.0312,2.1143,1.1710,0.4217
1781057700000,2026-06-10 02:15:00,99876.69400000,6145053425.72160000,2.0312,2.1162,1.1677,0.6237
1781058000000,2026-06-10 02:20:00,99809.96400000,6128505774.27895600,2.0340,2.1240,1.1662,1.3202
1781058300000,2026-06-10 02:25:00,99806.10000000,6127986233.02422100,2.0303,2.1211,1.1673,1.0033
1781058600000,2026-06-10 02:30:00,99846.93300000,6137191583.77800000,2.0276,2.1201,1.1674,0.9495
1781058900000,2026-06-10 02:35:00,99788.50800000,6119091183.66480000,2.0248,2.1172,1.1684,0.8017
1781059200000,2026-06-10 02:40:00,99782.00900000,6117235843.75400000,2.0312,2.1240,1.1681,1.0605
1781059500000,2026-06-10 02:45:00,99845.94800000,6124360717.69587000,2.0367,2.1279,1.1660,0.5477
1781059800000,2026-06-10 02:50:00,99944.04900000,6127209857.92570800,2.0349,2.1270,1.1659,0.8937
1781060100000,2026-06-10 02:55:00,99941.54700000,6117532027.57170000,2.0321,2.1250,1.1651,0.9466
1781060400000,2026-06-10 03:00:00,99975.66200000,6126038875.90433500,2.0331,2.1260,1.1666,1.1349
1781060700000,2026-06-10 03:05:00,99992.59100000,6135784354.45934900,2.0414,2.1299,1.1671,1.7740
1781061000000,2026-06-10 03:10:00,99995.85300000,6144452852.16079300,2.0395,2.1299,1.1683,1.2004
1781061300000,2026-06-10 03:15:00,99991.04800000,6139824864.39521900,2.0414,2.1319,1.1679,0.9045
1781061600000,2026-06-10 03:20:00,100006.07900000,6134082868.23090000,2.0441,2.1338,1.1681,1.5540
1781061900000,2026-06-10 03:25:00,100028.31900000,6139158055.96980000,2.0451,2.1338,1.1681,2.4965
1781062200000,2026-06-10 03:30:00,100084.96800000,6160100039.09599700,2.0544,2.1368,1.1702,1.3528
1781062500000,2026-06-10 03:35:00,100138.63700000,6151626623.41070000,2.0516,2.1348,1.1698,2.1881
1781062800000,2026-06-10 03:40:00,100196.82100000,6161269264.59524250,2.0497,2.1338,1.1699,0.9234
1781063100000,2026-06-10 03:45:00,100197.01400000,6161772618.44363700,2.0497,2.1348,1.1695,1.9514
1781063400000,2026-06-10 03:50:00,100132.01100000,6160922372.80800000,2.0488,2.1328,1.1688,0.7477
1781063700000,2026-06-10 03:55:00,100143.62700000,6160711455.96272000,2.0479,2.1299,1.1681,0.6491
1781064000000,2026-06-10 04:00:00,100153.17900000,6161386542.98195000,2.0432,2.1270,1.1678,0.6088
1781064300000,2026-06-10 04:05:00,100133.94200000,6154572530.72280000,2.0423,2.1260,1.1675,1.2795
1781064600000,2026-06-10 04:10:00,100121.34800000,6159107725.97687600,2.0386,2.1230,1.1668,0.6178
1781064900000,2026-06-10 04:15:00,100112.74600000,6154882913.30039400,2.0386,2.1240,1.1670,0.8729
1781065200000,2026-06-10 04:20:00,100157.33800000,6157432762.62880000,2.0358,2.1230,1.1666,0.6268
1781065500000,2026-06-10 04:25:00,100168.27400000,6157373853.26220000,2.0358,2.1230,1.1664,0.9066
1781065800000,2026-06-10 04:30:00,100162.47800000,6154286921.60519700,2.0367,2.1230,1.1665,0.6458
1781066100000,2026-06-10 04:35:00,100092.88900000,6138236455.08060000,2.0331,2.1230,1.1658,0.6096
1781066400000,2026-06-10 04:40:00,100025.63900000,6125580134.92390000,2.0340,2.1270,1.1638,1.1018
1781066700000,2026-06-10 04:45:00,100042.49800000,6122314238.44483950,2.0358,2.1299,1.1639,1.2854
1781067000000,2026-06-10 04:50:00,99999.17400000,6131458636.34232500,2.0340,2.1328,1.1640,0.8350
1781067300000,2026-06-10 04:55:00,100026.23400000,6127055379.12686100,2.0321,2.1309,1.1644,1.4263
1781067600000,2026-06-10 05:00:00,100140.89600000,6135592641.56160000,2.0303,2.1309,1.1649,0.4979
1781067900000,2026-06-10 05:05:00,100138.73600000,6133487566.12640000,2.0340,2.1338,1.1651,0.5743
1781068200000,2026-06-10 05:10:00,100112.30700000,6122039158.29006000,2.0367,2.1377,1.1651,0.7403
1781068500000,2026-06-10 05:15:00,100102.28400000,6120143531.24760000,2.0321,2.1358,1.1676,1.0986
1781068800000,2026-06-10 05:20:00,100119.69800000,6115371225.65880000,2.0294,2.1338,1.1692,2.6179
1781069100000,2026-06-10 05:25:00,100234.46600000,6128004477.50220000,2.0294,2.1348,1.1665,1.5824
1781069400000,2026-06-10 05:30:00,100274.68000000,6141252584.32400000,2.0349,2.1387,1.1674,1.0883
1781069700000,2026-06-10 05:35:00,100270.06400000,6141920239.57483400,2.0386,2.1427,1.1672,0.6976
1781070000000,2026-06-10 05:40:00,100258.03100000,6136966256.02252400,2.0377,2.1417,1.1672,1.3932
1781070300000,2026-06-10 05:45:00,100274.97500000,6141846699.87919500,2.0395,2.1447,1.1676,1.5029
1781070600000,2026-06-10 05:50:00,100288.03400000,6136988034.09651100,2.0404,2.1447,1.1688,1.2694
1781070900000,2026-06-10 05:55:00,100268.81800000,6151022014.90471200,2.0441,2.1466,1.1677,1.0282
1781071200000,2026-06-10 06:00:00,100292.36400000,6150088228.26240000,2.0506,2.1536,1.1683,0.9381
1781071500000,2026-06-10 06:05:00,100346.52800000,6158065730.30400000,2.0525,2.1526,1.1677,2.0994
1781071800000,2026-06-10 06:10:00,100389.18700000,6158685882.99470000,2.0562,2.1546,1.1661,1.4434
1781072100000,2026-06-10 06:15:00,100381.03300000,6159871598.77253100,2.0544,2.1536,1.1655,1.5850
1781072400000,2026-06-10 06:20:00,100368.62800000,6167642153.73720000,2.0656,2.1616,1.1656,0.3805
1781072700000,2026-06-10 06:25:00,100528.76100000,6164373360.13950000,2.0675,2.1636,1.1692,1.0422
1781073000000,2026-06-10 06:30:00,100524.62200000,6163998236.43727200,2.0713,2.1696,1.1685,0.7370
1781073300000,2026-06-10 06:35:00,100517.64700000,6146644062.28530000,2.0647,2.1666,1.1676,1.4842
1781073600000,2026-06-10 06:40:00,100581.00500000,6175866625.01164000,2.0637,2.1656,1.1700,1.4328
1781073900000,2026-06-10 06:45:00,100714.90700000,6184371162.62731500,2.0647,2.1666,1.1683,2.3333
1781074200000,2026-06-10 06:50:00,100685.84800000,6186463793.74785300,2.0694,2.1676,1.1683,0.4291
1781074500000,2026-06-10 06:55:00,100734.92200000,6193444915.35720000,2.0722,2.1686,1.1676,0.6870
1781074800000,2026-06-10 07:00:00,100788.66100000,6192424600.53769100,2.0741,2.1706,1.1673,1.9448
1781075100000,2026-06-10 07:05:00,100823.15400000,6201356546.92321400,2.0769,2.1726,1.1667,1.2083
1781075400000,2026-06-10 07:10:00,100801.71300000,6202662046.54290000,2.0769,2.1736,1.1660,1.0132
1781075700000,2026-06-10 07:15:00,100814.04100000,6204771684.78326900,2.0836,2.1756,1.1653,1.8186
1781076000000,2026-06-10 07:20:00,100824.28200000,6214986897.52535100,2.1008,2.1857,1.1695,1.2424
1781076300000,2026-06-10 07:25:00,100849.56000000,6216916447.11487300,2.1027,2.1857,1.1685,0.5987
1781076600000,2026-06-10 07:30:00,100867.77800000,6215002824.63658200,2.1008,2.1837,1.1680,1.4647
1781076900000,2026-06-10 07:35:00,100744.84600000,6221267721.87463200,2.0902,2.1736,1.1692,0.7936
1781077200000,2026-06-10 07:40:00,100804.69300000,6218297303.31911600,2.0941,2.1766,1.1667,1.0940
1781077500000,2026-06-10 07:45:00,100806.25900000,6222297743.03757200,2.0941,2.1756,1.1665,0.9681
1781077800000,2026-06-10 07:50:00,100806.03500000,6218421881.04500000,2.0883,2.1716,1.1662,0.8081
1781078100000,2026-06-10 07:55:00,100861.41600000,6223552812.86400000,2.0855,2.1696,1.1672,0.2793
1781078400000,2026-06-10 08:00:00,101084.54900000,6231802600.13469900,2.0874,2.1716,1.1622,0.7922
1781078700000,2026-06-10 08:05:00,101058.01300000,6226174075.12870000,2.0836,2.1646,1.1609,0.9257
1781079000000,2026-06-10 08:10:00,101036.50200000,6218180375.43780000,2.0750,2.1576,1.1616,1.7065
1781079300000,2026-06-10 08:15:00,101039.68100000,6222491524.19169100,2.0713,2.1546,1.1614,1.1826
1781079600000,2026-06-10 08:20:00,101046.39000000,6222719626.09200000,2.0703,2.1536,1.1612,0.6080
1781079900000,2026-06-10 08:25:00,101051.56700000,6212781706.19710000,2.0694,2.1536,1.1603,0.6763
1781080200000,2026-06-10 08:30:00,101006.34700000,6212213560.81040000,2.0590,2.1476,1.1596,0.6235
1781080500000,2026-06-10 08:35:00,101113.64200000,6206425893.97331600,2.0581,2.1526,1.1555,0.8362
1781080800000,2026-06-10 08:40:00,101073.31900000,6195511449.40680000,2.0590,2.1546,1.1589,1.0568
1781081100000,2026-06-10 08:45:00,101051.91900000,6185165647.76820000,2.0647,2.1596,1.1615,1.1428
1781081400000,2026-06-10 08:50:00,100770.59100000,6166414466.82660000,2.0760,2.1696,1.1642,1.2931
1781081700000,2026-06-10 08:55:00,100740.06400000,6169972470.99332900,2.0931,2.1867,1.1666,1.4110
1781082000000,2026-06-10 09:00:00,100838.40700000,6174214654.52160000,2.1037,2.1949,1.1659,0.8223
1781082300000,2026-06-10 09:05:00,100853.31100000,6169522426.84637400,2.1056,2.1980,1.1663,1.2321
1781082600000,2026-06-10 09:10:00,100949.22700000,6171498328.25528400,2.1075,2.1980,1.1657,0.4459
1781082900000,2026-06-10 09:15:00,100861.75700000,6155582943.53430000,2.1056,2.2010,1.1699,0.6948
1781083200000,2026-06-10 09:20:00,100858.75900000,6152374213.12410000,2.1066,2.2041,1.1747,0.5907
1781083500000,2026-06-10 09:25:00,100743.58800000,6139032170.67360000,2.0921,2.1807,1.1698,1.8210
1781083800000,2026-06-10 09:30:00,100697.69900000,6160352922.41330000,2.1085,2.1928,1.1717,0.9772
1781084100000,2026-06-10 09:35:00,100683.06800000,6167945428.74800000,2.1506,2.2468,1.1706,1.1626
1781084400000,2026-06-10 09:40:00,100669.10200000,6176220545.17340000,2.1466,2.2373,1.1691,0.4066
1781084700000,2026-06-10 09:45:00,100664.31900000,6164109108.94170000,2.1476,2.2373,1.1662,0.9477
1781085000000,2026-06-10 09:50:00,100711.21700000,6158460706.18490000,2.1377,2.2289,1.1648,2.2353
1781085300000,2026-06-10 09:55:00,100767.77000000,6175310181.66234200,2.1377,2.2300,1.1658,1.1225
1781085600000,2026-06-10 10:00:00,100765.21900000,6177149761.22560000,2.1387,2.2289,1.1657,1.8153
1781085900000,2026-06-10 10:05:00,100699.02300000,6169549249.92389700,2.1338,2.2237,1.1684,0.5853
1781086200000,2026-06-10 10:10:00,100726.60000000,6166656963.02429700,2.1289,2.2165,1.1679,1.9858
1781086500000,2026-06-10 10:15:00,100825.74600000,6171362426.31720000,2.1250,2.2134,1.1697,1.3831
1781086800000,2026-06-10 10:20:00,100871.98600000,6169666234.88835500,2.1182,2.2082,1.1700,0.8101
1781087100000,2026-06-10 10:25:00,100855.94000000,6176801018.17200000,2.1182,2.2092,1.1703,1.1837
1781087400000,2026-06-10 10:30:00,100844.07800000,6181903331.92480000,2.1201,2.2103,1.1708,1.1922
1781087700000,2026-06-10 10:35:00,100772.61400000,6180678795.33245300,2.1250,2.2134,1.1710,1.2562
1781088000000,2026-06-10 10:40:00,100733.60700000,6171293332.44450000,2.1250,2.2123,1.1690,0.9664
1781088300000,2026-06-10 10:45:00,100739.97600000,6173537135.23440000,2.1250,2.2123,1.1690,0.9846
1781088600000,2026-06-10 10:50:00,100742.96300000,6176530912.93740000,2.1230,2.2113,1.1687,0.8271
1781088900000,2026-06-10 10:55:00,100756.04500000,6173186273.85633700,2.1250,2.2134,1.1687,1.2277
1781089200000,2026-06-10 11:00:00,100772.97300000,6182784676.25280000,2.1230,2.2113,1.1686,0.5419
1781089500000,2026-06-10 11:05:00,100662.82100000,6136873559.09726700,2.1289,2.2196,1.1664,0.9124
1781089800000,2026-06-10 11:10:00,100757.75800000,6152776931.45227900,2.1358,2.2300,1.1736,1.2293
1781090100000,2026-06-10 11:15:00,100724.63400000,6158747530.11589000,2.1319,2.2268,1.1725,0.6454
1781090400000,2026-06-10 11:20:00,100703.92800000,6144903334.59600000,2.1309,2.2258,1.1713,1.3768
1781090700000,2026-06-10 11:25:00,100707.88000000,6150444302.25379000,2.1289,2.2258,1.1699,1.1699
1781091000000,2026-06-10 11:30:00,100680.71100000,6135436506.31108000,2.1328,2.2310,1.1724,0.9415
1781091300000,2026-06-10 11:35:00,100715.21900000,6140576687.86430000,2.1328,2.2289,1.1731,1.2185
1781091600000,2026-06-10 11:40:00,100774.63400000,6143366290.74681950,2.1328,2.2310,1.1731,1.2115
1781091900000,2026-06-10 11:45:00,100888.70000000,6153884213.93164200,2.1338,2.2331,1.1738,1.3761
1781092200000,2026-06-10 11:50:00,100902.05800000,6153733991.65760000,2.1397,2.2362,1.1744,0.7155
1781092500000,2026-06-10 11:55:00,100902.41900000,6156419283.51595100,2.1407,2.2362,1.1744,0.8598
1781092800000,2026-06-10 12:00:00,100909.10600000,6155815101.06080150,2.1387,2.2342,1.1742,1.0454
1781093100000,2026-06-10 12:05:00,100876.71900000,6159058341.56070000,2.1319,2.2279,1.1742,1.4418
1781093400000,2026-06-10 12:10:00,100832.13300000,6159472983.27112200,2.1299,2.2268,1.1751,1.3710
1781093700000,2026-06-10 12:15:00,100825.22200000,6166571402.74200000,2.1328,2.2268,1.1756,0.7585
1781094000000,2026-06-10 12:20:00,100807.37500000,6154673311.77500000,2.1279,2.2206,1.1746,0.6279
1781094300000,2026-06-10 12:25:00,100716.36800000,6146961658.32320000,2.1279,2.2216,1.1723,1.0887
1781094600000,2026-06-10 12:30:00,100722.04000000,6158105236.78400000,2.1270,2.2216,1.1726,1.2797
1781094900000,2026-06-10 12:35:00,100375.77700000,6186601081.60073300,2.1417,2.2216,1.1692,0.5412
1781095200000,2026-06-10 12:40:00,100881.20500000,6222272019.43600000,2.1506,2.2289,1.1552,1.1185
1781095500000,2026-06-10 12:45:00,100851.73300000,6218517856.78000000,2.1328,2.2154,1.1512,1.3897
1781095800000,2026-06-10 12:50:00,100768.63000000,6222291595.82900000,2.1279,2.2103,1.1494,1.1209
1781096100000,2026-06-10 12:55:00,100871.29300000,6217010488.59830000,2.1153,2.1980,1.1478,0.3524
1781096400000,2026-06-10 13:00:00,101045.70000000,6219302207.58000000,2.0979,2.1837,1.1473,0.8806
1781096700000,2026-06-10 13:05:00,101068.63400000,6216883280.29100000,2.0836,2.1726,1.1474,1.3267
1781097000000,2026-06-10 13:10:00,101072.21900000,6220823256.67770000,2.0845,2.1736,1.1476,0.9511
1781097300000,2026-06-10 13:15:00,101078.86800000,6216523844.32476100,2.0788,2.1686,1.1483,0.7514
1781097600000,2026-06-10 13:20:00,101078.40700000,6211338865.03490000,2.0713,2.1676,1.1472,1.3443
1781097900000,2026-06-10 13:25:00,101095.70700000,6218235184.43880000,2.0694,2.1686,1.1468,1.1973
1781098200000,2026-06-10 13:30:00,101118.16900000,6221678959.28287100,2.0684,2.1686,1.1465,1.4238
1781098500000,2026-06-10 13:35:00,101076.45200000,6242156975.47475400,2.0788,2.1736,1.1451,1.5795
1781098800000,2026-06-10 13:40:00,100929.29200000,6271251651.34920000,2.0864,2.1616,1.1491,1.4487
1781099100000,2026-06-10 13:45:00,100906.72000000,6291771992.92981900,2.0921,2.1596,1.1427,1.1765
1781099400000,2026-06-10 13:50:00,100840.68000000,6294379798.43519900,2.0722,2.1368,1.1379,0.8050
1781099700000,2026-06-10 13:55:00,101006.21700000,6282492843.59382500,2.0395,2.1056,1.1356,0.7005
1781100000000,2026-06-10 14:00:00,101090.93500000,6279647573.07800000,2.0321,2.1017,1.1391,0.7322
1781100300000,2026-06-10 14:05:00,100934.64600000,6276620961.51000000,2.0312,2.0998,1.1392,1.3815
1781100600000,2026-06-10 14:10:00,100962.55500000,6279489910.99765900,2.0331,2.0998,1.1376,0.8437
1781100900000,2026-06-10 14:15:00,100986.05800000,6258549239.87312500,2.0230,2.0921,1.1361,0.8347
1781101200000,2026-06-10 14:20:00,100739.23800000,6235648019.03820000,2.0166,2.0902,1.1356,1.6221
1781101500000,2026-06-10 14:25:00,100803.65600000,6261560217.55840000,2.0230,2.0941,1.1362,1.3236
1781101800000,2026-06-10 14:30:00,100826.92000000,6254021614.91600000,2.0221,2.0960,1.1372,1.0721
1781102100000,2026-06-10 14:35:00,100829.08700000,6251392470.84924400,2.0202,2.0960,1.1384,1.0335
1781102400000,2026-06-10 14:40:00,100751.11000000,6235657474.78700000,2.0193,2.0969,1.1387,1.2297
1781102700000,2026-06-10 14:45:00,100746.59800000,6238493089.61318500,2.0193,2.0960,1.1388,1.0276
1781103000000,2026-06-10 14:50:00,100799.16400000,6240808880.48120000,2.0157,2.0941,1.1378,1.2180
1781103300000,2026-06-10 14:55:00,100818.36700000,6239690822.37549800,2.0148,2.0950,1.1394,1.1058
1781103600000,2026-06-10 15:00:00,100469.98800000,6246661221.90720000,2.0166,2.0921,1.1368,1.0509
1781103900000,2026-06-10 15:05:00,100470.15700000,6245114441.94730000,2.0093,2.0807,1.1310,1.0612
1781104200000,2026-06-10 15:10:00,100385.02000000,6216277877.76328900,1.9913,2.0618,1.1331,1.2888
1781104500000,2026-06-10 15:15:00,100300.50500000,6211573570.98109200,1.9904,2.0637,1.1348,1.3514
1781104800000,2026-06-10 15:20:00,100350.86500000,6229039102.79900000,1.9895,2.0637,1.1333,1.0013
1781105100000,2026-06-10 15:25:00,100502.96500000,6259314609.90350000,1.9780,2.0534,1.1320,0.9492
1781105400000,2026-06-10 15:30:00,100598.55800000,6260681663.33931200,1.9630,2.0404,1.1309,1.0925
1781105700000,2026-06-10 15:35:00,100716.62100000,6274238844.21251700,1.9577,2.0349,1.1303,0.6004
1781106000000,2026-06-10 15:40:00,100848.04300000,6277064570.84040000,1.9516,2.0303,1.1299,1.5826
1781106300000,2026-06-10 15:45:00,100812.94100000,6287091736.94027300,1.9674,2.0506,1.1332,1.1271
1781106600000,2026-06-10 15:50:00,100417.21200000,6252839207.14320000,1.9886,2.0637,1.1342,1.7339
1781106900000,2026-06-10 15:55:00,100488.77200000,6311965604.35636600,2.0021,2.0647,1.1350,0.7439
1781107200000,2026-06-10 16:00:00,100567.70400000,6296010938.60880000,1.9815,2.0469,1.1335,0.6643
1781107500000,2026-06-10 16:05:00,100569.26800000,6278979968.23847600,1.9806,2.0506,1.1350,1.5138
1781107800000,2026-06-10 16:10:00,100629.18700000,6282219766.89780000,1.9833,2.0534,1.1330,1.0570
1781108100000,2026-06-10 16:15:00,100642.12700000,6269057014.75836200,1.9833,2.0553,1.1343,1.1109
1781108400000,2026-06-10 16:20:00,100656.03600000,6270418090.63800000,1.9922,2.0609,1.1359,0.8818
1781108700000,2026-06-10 16:25:00,100666.43800000,6261278432.17913800,1.9940,2.0637,1.1371,0.6969
1781109000000,2026-06-10 16:30:00,100589.58200000,6261701479.50000000,2.0048,2.0741,1.1360,1.1317
1781109300000,2026-06-10 16:35:00,100626.79000000,6276284083.20100000,2.0030,2.0722,1.1355,1.0192
1781109600000,2026-06-10 16:40:00,100707.00700000,6271055537.99210000,2.0048,2.0741,1.1359,0.7634
1781109900000,2026-06-10 16:45:00,100688.40400000,6262269380.71744400,2.0066,2.0750,1.1360,0.5103
1781110200000,2026-06-10 16:50:00,100343.77200000,6217410491.26920000,2.0211,2.0931,1.1357,1.4368
1781110500000,2026-06-10 16:55:00,100403.92600000,6239308312.15521000,2.0193,2.0921,1.1377,0.8838
1781110800000,2026-06-10 17:00:00,100431.54000000,6246299457.68400000,2.0211,2.0941,1.1372,0.9363
1781111100000,2026-06-10 17:05:00,100478.50400000,6262805058.61920000,2.0257,2.0969,1.1320,0.4681
1781111400000,2026-06-10 17:10:00,100468.79400000,6243201187.31580000,2.0184,2.0902,1.1298,0.8755
1781111700000,2026-06-10 17:15:00,100437.08600000,6233507218.08680000,2.0202,2.0950,1.1313,1.4806
1781112000000,2026-06-10 17:20:00,100443.60400000,6240239696.98720000,2.0211,2.0950,1.1310,0.4989
1781112300000,2026-06-10 17:25:00,100433.36600000,6234142378.39396000,2.0202,2.0960,1.1305,0.7675
1781112600000,2026-06-10 17:30:00,100135.27400000,6193943304.83290300,2.0221,2.0998,1.1281,0.8173
1781112900000,2026-06-10 17:35:00,99878.35600000,6177624637.23454200,2.0312,2.1143,1.1312,0.7545
1781113200000,2026-06-10 17:40:00,99866.48100000,6165442270.87391000,2.0331,2.1182,1.1325,1.2064
1781113500000,2026-06-10 17:45:00,100495.30300000,6202595770.40290300,2.0358,2.1201,1.1147,1.2990
1781113800000,2026-06-10 17:50:00,100389.40500000,6225719223.65850000,2.0497,2.1240,1.1152,0.7025
1781114100000,2026-06-10 17:55:00,100363.10800000,6208843240.69040000,2.0506,2.1240,1.1167,1.5742
1781114400000,2026-06-10 18:00:00,100363.70400000,6216969426.05760000,2.0488,2.1250,1.1170,1.3720
1781114700000,2026-06-10 18:05:00,100360.57700000,6230108593.96591200,2.0516,2.1240,1.1164,1.0789
1781115000000,2026-06-10 18:10:00,100323.06700000,6217080655.83020000,2.0506,2.1240,1.1161,1.2206
1781115300000,2026-06-10 18:15:00,100337.43100000,6213917169.31620000,2.0451,2.1201,1.1161,0.9067
1781115600000,2026-06-10 18:20:00,100371.27600000,6211296320.82492900,2.0414,2.1182,1.1163,1.1351
1781115900000,2026-06-10 18:25:00,100413.23000000,6219917252.76544100,2.0395,2.1162,1.1148,0.9923
1781116200000,2026-06-10 18:30:00,100415.12600000,6224590245.38281800,2.0386,2.1153,1.1143,1.3996
1781116500000,2026-06-10 18:35:00,100382.89900000,6215899833.58810000,2.0377,2.1143,1.1168,0.8913
1781116800000,2026-06-10 18:40:00,100357.27600000,6200324791.29114000,2.0395,2.1172,1.1168,1.0697
1781117100000,2026-06-10 18:45:00,100365.84500000,6197651148.25700000,2.0395,2.1192,1.1175,1.6711
1781117400000,2026-06-10 18:50:00,100381.40700000,6200354802.87781100,2.0414,2.1211,1.1170,0.7806
